,lz_from,lz_to,period,transmission_flow_mw,transmission_losses_lz_from,transmission_losses_lz_to,tx_flow_twh,tx_loss_from_twh,tx_loss_to_twh,net_flow_twh,scenario
8,Argentina,Chile,2025,84.0,2.3219999999999996,5.934000000000012,0.0025940000000000043,7.073500000000002e-05,0.00018227700000000027,0.002482458000000001,trd_vestas2_1axis
9,Argentina,Chile,2030,37.0,3.0960000000000023,4.687000000000007,0.0011589999999999997,9.421299999999995e-05,0.00014405,0.0011091630000000002,trd_vestas2_1axis
10,Argentina,Chile,2035,-29.0,4.128000000000005,2.8810000000000016,-0.0008160000000000002,0.00012439899999999984,8.931099999999995e-05,-0.0007809120000000004,trd_vestas2_1axis
11,Argentina,Chile,2040,20.0,2.149999999999999,3.010000000000002,0.000607,6.596200000000004e-05,9.206299999999995e-05,0.000580899,trd_vestas2_1axis
12,Argentina,Chile,2045,0.0,2.106999999999999,2.106999999999999,-1.9999999999999612e-05,6.484400000000005e-05,6.398400000000004e-05,-1.9140000000000003e-05,trd_vestas2_1axis
13,Argentina,Chile,2050,45.0,1.3759999999999997,3.311000000000003,0.0013869999999999998,4.192500000000001e-05,0.00010156599999999991,0.0013273589999999997,trd_vestas2_1axis
14,Argentina,Paraguay,2020,-288.0,31.67999999999989,14.629999999999976,-0.00876599999999999,0.000964260000000004,0.0004449225000000011,-0.008246662500000015,trd_vestas2_1axis
15,Argentina,Paraguay,2025,-288.0,31.67999999999989,1.3200000000000003,-0.008765999999999982,0.0009642600000000052,4.059e-05,-0.007842330000000022,trd_vestas2_1axis
16,Argentina,Paraguay,2030,-288.0,31.67999999999989,0.0,-0.008765999999999984,0.000964260000000004,0.0,-0.007801740000000029,trd_vestas2_1axis
17,Argentina,Paraguay,2035,-288.0,31.67999999999989,0.0,-0.008765999999999994,0.000964260000000004,0.0,-0.007801740000000021,trd_vestas2_1axis
18,Argentina,Paraguay,2040,-288.0,31.67999999999989,0.0,-0.008765999999999972,0.0009642600000000052,0.0,-0.0078017400000000275,trd_vestas2_1axis
19,Argentina,Paraguay,2045,-39.0,17.159999999999965,12.869999999999985,-0.0011480000000000017,0.0005201350000000014,0.00039385500000000025,-0.0010217199999999979,trd_vestas2_1axis
20,Argentina,Paraguay,2050,81.0,9.350000000000003,18.25999999999996,0.0024920000000000055,0.00028314000000000025,0.0005572600000000013,0.002217880000000002,trd_vestas2_1axis
21,Argentina,Uruguay,2020,18150.693814508104,1201.4031335268821,2381.1982314699108,0.5730426792721179,0.03587430605200003,0.07312208020468769,0.5357949051194311,trd_vestas2_1axis
22,Argentina,Uruguay,2025,625.8579147581524,1984.0291718187868,2024.7099362780682,0.03315336575750274,0.05989031925038216,0.06204528802461985,0.03099839698326509,trd_vestas2_1axis
23,Argentina,Uruguay,2030,26477.4496879571,1115.6661162524733,2836.7003459696843,0.80458671754252,0.033974043738826724,0.08627218037909062,0.7522885809022557,trd_vestas2_1axis
24,Argentina,Uruguay,2035,51415.36692592389,360.3599999999998,3702.3588501850445,1.5675423747036388,0.010810799999999997,0.1127010543557368,1.4656521203478987,trd_vestas2_1axis
25,Argentina,Uruguay,2040,50732.90014930532,360.45518517416247,3658.0936948790013,1.5463859046284647,0.010813750740399041,0.11132883454124927,1.4458708208276092,trd_vestas2_1axis
26,Argentina,Uruguay,2045,51257.3008095717,380.6545249325184,3712.3790775546695,1.5632141736439227,0.011439930272908076,0.11304885155976335,1.461605252357069,trd_vestas2_1axis
27,Argentina,Uruguay,2050,38723.291748919495,544.4560293156071,3061.4699929953717,1.1753936630123278,0.016516605827506442,0.09291719392330798,1.0989930749165282,trd_vestas2_1axis
28,Brazil,Paraguay,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,trd_vestas2_1axis
29,Brazil,Paraguay,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,trd_vestas2_1axis
30,Brazil,Paraguay,2030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,trd_vestas2_1axis
31,Brazil,Paraguay,2035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,trd_vestas2_1axis
32,Brazil,Paraguay,2040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,trd_vestas2_1axis
33,Brazil,Paraguay,2045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,trd_vestas2_1axis
34,Brazil,Paraguay,2050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,trd_vestas2_1axis
35,Brazil,Uruguay,2020,-36988.41173705556,5470.211250552652,735.6945482095305,-1.128275736262018,0.16715333636997892,0.022734042128440397,-0.9838564420204834,trd_vestas2_1axis
36,Brazil,Uruguay,2025,45386.31475313469,2139.989608326878,7661.4378967281245,1.3791392502895752,0.06450692671999993,0.23239675075706584,1.2112494262525098,trd_vestas2_1axis
37,Brazil,Uruguay,2030,79994.21208221589,1435.9707596685062,11627.869906192112,2.450940202546209,0.043629235733351694,0.35592878165926667,2.138640656620298,trd_vestas2_1axis
38,Brazil,Uruguay,2035,39317.2110636832,2746.7736495107283,7732.016665662185,1.2072334508481497,0.08360814009320518,0.2367132218017684,1.054128369139588,trd_vestas2_1axis
39,Brazil,Uruguay,2040,32895.4823035103,2743.846987356891,6907.108722206219,1.0047650233972965,0.08367926231851941,0.2108683853133732,0.8775759004024405,trd_vestas2_1axis
40,Brazil,Uruguay,2045,15050.200001912772,3293.330824282943,5219.756424527786,0.4601602949330034,0.1003847835967732,0.1592853013481975,0.40125977718157896,trd_vestas2_1axis
41,Brazil,Uruguay,2050,114.34061407307945,4298.699717372917,4313.33531597428,0.006830650971407634,0.13069212162509658,0.13156644494943678,0.005956327647067078,trd_vestas2_1axis
0,Argentina,Brazil,2020,13972.018454823285,694.6761244871099,3628.8000000000116,0.431969521348758,0.02041840051676088,0.11113199999999998,0.3412559218655172,trd_vestas7_1axis
1,Argentina,Brazil,2025,6030.0,812.6999999999994,2097.900000000004,0.18476999999999993,0.024740100000000025,0.06410879999999997,0.14540129999999987,trd_vestas7_1axis
2,Argentina,Brazil,2030,5391.1215870207725,1228.5,2360.635533274368,0.16821364761062305,0.037308600000000025,0.07263346599823087,0.1328887816123923,trd_vestas7_1axis
3,Argentina,Brazil,2035,16317.466057098722,453.5999999999998,3880.267871990744,0.49558144777005986,0.013607999999999997,0.11768010403171272,0.3915093437383469,trd_vestas7_1axis
4,Argentina,Brazil,2040,13989.57244424424,453.5999999999998,3391.410213291301,0.4313367457715715,0.013607999999999997,0.10418871661202998,0.34075602915954034,trd_vestas7_1axis
5,Argentina,Brazil,2045,20610.0,0.0,4328.1000000000095,0.6265799999999996,0.0,0.13158180000000008,0.49499819999999867,trd_vestas7_1axis
6,Argentina,Brazil,2050,22770.0,0.0,4781.700000000001,0.691560000000001,0.0,0.14522760000000048,0.5463323999999998,trd_vestas7_1axis
7,Argentina,Chile,2020,165.0,1.5909999999999993,8.686000000000007,0.0051110000000000036,4.6955999999999996e-05,0.0002667290000000004,0.004891227000000002,trd_vestas7_1axis
8,Argentina,Chile,2025,82.0,2.3219999999999996,5.848000000000011,0.0025320000000000043,7.073500000000002e-05,0.00017961100000000026,0.0024231240000000013,trd_vestas7_1axis
9,Argentina,Chile,2030,73.0,2.106999999999999,5.246000000000009,0.0022770000000000025,6.351100000000005e-05,0.00016142200000000015,0.002179089000000001,trd_vestas7_1axis
10,Argentina,Chile,2035,-28.0,4.085000000000005,2.8810000000000016,-0.0007950000000000001,0.00012332399999999982,8.913899999999995e-05,-0.000760815,trd_vestas7_1axis
11,Argentina,Chile,2040,17.0,3.268000000000003,3.9990000000000054,0.00061075,9.731974999999995e-05,0.00012358199999999985,0.0005844877500000002,trd_vestas7_1axis
12,Argentina,Chile,2045,-6.698413492646978,2.2230317801838195,1.9349999999999987,-0.00022565081827205638,6.844098518569844e-05,5.8738000000000046e-05,-0.00021594783308635803,trd_vestas7_1axis
13,Argentina,Chile,2050,45.0,1.3759999999999997,3.311000000000003,0.0013869999999999998,4.192500000000001e-05,0.00010156599999999991,0.0013273589999999997,trd_vestas7_1axis
14,Argentina,Paraguay,2020,-288.0,31.67999999999989,14.629999999999976,-0.00876599999999999,0.000964260000000004,0.0004449225000000011,-0.008246662500000015,trd_vestas7_1axis
15,Argentina,Paraguay,2025,-288.0,31.67999999999989,1.5400000000000005,-0.008765999999999982,0.0009642600000000052,4.719000000000001e-05,-0.007848930000000023,trd_vestas7_1axis
16,Argentina,Paraguay,2030,-288.0,31.67999999999989,0.0,-0.008765999999999984,0.000964260000000004,0.0,-0.007801740000000029,trd_vestas7_1axis
17,Argentina,Paraguay,2035,-288.0,31.67999999999989,0.0,-0.008765999999999994,0.000964260000000004,0.0,-0.007801740000000021,trd_vestas7_1axis
18,Argentina,Paraguay,2040,-288.0,31.67999999999989,0.0,-0.008765999999999972,0.0009642600000000052,0.0,-0.0078017400000000275,trd_vestas7_1axis
19,Argentina,Paraguay,2045,-33.0,17.159999999999965,13.529999999999982,-0.0009610000000000013,0.0005201350000000014,0.0004144250000000004,-0.0008552899999999993,trd_vestas7_1axis
20,Argentina,Paraguay,2050,164.0,5.280000000000002,23.319999999999933,0.0049780000000000015,0.00016104,0.0007086200000000021,0.004430420000000005,trd_vestas7_1axis
21,Argentina,Uruguay,2020,18150.693814508104,1201.4031335268821,2381.1982314699108,0.5730426792721179,0.03587430605200003,0.07312208020468769,0.5357949051194311,trd_vestas7_1axis
22,Argentina,Uruguay,2025,13837.397878556718,1493.3105931710486,2392.741455277236,0.4427111046352576,0.044678043312302455,0.07345426511359421,0.413934882833966,trd_vestas7_1axis
23,Argentina,Uruguay,2030,34098.32294417371,763.8996914852215,2980.2906828565115,1.0497327715436027,0.023060690995809156,0.09129332114614343,0.9815001413932684,trd_vestas7_1axis
24,Argentina,Uruguay,2035,51390.118337544234,390.4112266703169,3730.7689186106845,1.5671669210881196,0.011749016802428444,0.11361486667315643,1.4653010712173884,trd_vestas7_1axis
25,Argentina,Uruguay,2040,51621.22921286877,402.4413336401602,3757.8212324766228,1.57404616879491,0.012126385338912709,0.11443938631058187,1.4717331678232366,trd_vestas7_1axis
26,Argentina,Uruguay,2045,50081.85170843416,399.0135032901217,3654.333864338336,1.5257204285418895,0.012062470845100667,0.11123429870032377,1.4265486006866683,trd_vestas7_1axis
27,Argentina,Uruguay,2050,45671.342310304855,549.789340848567,3518.4265910183763,1.39021518494937,0.016703508711814436,0.10706749573352368,1.29985119792766,trd_vestas7_1axis
28,Brazil,Paraguay,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,trd_vestas7_1axis
29,Brazil,Paraguay,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,trd_vestas7_1axis
30,Brazil,Paraguay,2030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,trd_vestas7_1axis
31,Brazil,Paraguay,2035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,trd_vestas7_1axis
32,Brazil,Paraguay,2040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,trd_vestas7_1axis
33,Brazil,Paraguay,2045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,trd_vestas7_1axis
34,Brazil,Paraguay,2050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,trd_vestas7_1axis
35,Brazil,Uruguay,2020,-36988.41173705556,5470.211250552652,735.6945482095305,-1.128275736262018,0.16715333636997892,0.022734042128440397,-0.9838564420204834,trd_vestas7_1axis
36,Brazil,Uruguay,2025,32814.57391211548,2823.1983492128993,6589.543809963685,0.9879294034094187,0.08556656842240011,0.1990039320588056,0.8744920397730123,trd_vestas7_1axis
37,Brazil,Uruguay,2030,71811.69152565674,1620.8753624723977,10789.63980216291,2.1875721280111797,0.04938057623664435,0.3286958463542695,1.9082568578935564,trd_vestas7_1axis
38,Brazil,Uruguay,2035,44594.10564414561,2240.9148505371095,7948.9603729877535,1.3673583794673094,0.06799808842108776,0.24301996099290332,1.1923365068954952,trd_vestas7_1axis
39,Brazil,Uruguay,2040,47460.65770762956,2323.1599804380257,8298.636407214331,1.449115981758055,0.07074763827701935,0.2532498511480419,1.266613768887032,trd_vestas7_1axis
40,Brazil,Uruguay,2045,28799.54154201927,2949.4624257961714,6635.803743174646,0.8798735109830252,0.08973731935799306,0.20236112876382034,0.7672497015771966,trd_vestas7_1axis
41,Brazil,Uruguay,2050,18571.93829220523,3527.620470905438,5904.828572307714,0.565698071464077,0.10759779929209172,0.1800071524394936,0.49328871831667476,trd_vestas7_1axis
0,Argentina,Brazil,2020,13972.018454823285,694.6761244871099,3628.8000000000116,0.431969521348758,0.02041840051676088,0.11113199999999998,0.3412559218655172,trd_vestas3_1axis
1,Argentina,Brazil,2025,6030.0,812.6999999999994,2079.000000000004,0.18476999999999993,0.024740100000000025,0.06354179999999998,0.14596829999999986,trd_vestas3_1axis
2,Argentina,Brazil,2030,5382.234481188963,1228.5,2358.7692410496875,0.16794703443566877,0.037308600000000025,0.07257747723149047,0.13267815720417842,trd_vestas3_1axis
3,Argentina,Brazil,2035,14580.0,453.5999999999998,3515.400000000011,0.44316000000000044,0.013607999999999997,0.10667160000000007,0.3500963999999993,trd_vestas3_1axis
4,Argentina,Brazil,2040,14948.225542437069,466.35810527865084,3605.485469190447,0.4611660133908328,0.014003501263638179,0.11084836407571305,0.36432115057875664,trd_vestas3_1axis
5,Argentina,Brazil,2045,20610.0,0.0,4328.1000000000095,0.6265799999999996,0.0,0.13158180000000008,0.49499819999999867,trd_vestas3_1axis
6,Argentina,Brazil,2050,22950.0,0.0,4819.5,0.6969600000000009,0.0,0.1463616000000005,0.5505983999999999,trd_vestas3_1axis
7,Argentina,Chile,2020,165.0,1.5909999999999993,8.686000000000007,0.0051110000000000036,4.6955999999999996e-05,0.0002667290000000004,0.004891227000000002,trd_vestas3_1axis
8,Argentina,Chile,2025,64.0,2.3219999999999996,5.074000000000009,0.0019740000000000035,7.073500000000002e-05,0.0001556170000000001,0.0018891180000000004,trd_vestas3_1axis
9,Argentina,Chile,2030,74.0,2.106999999999999,5.2890000000000095,0.002307000000000003,6.351100000000005e-05,0.00016271200000000013,0.0022077990000000007,trd_vestas3_1axis
10,Argentina,Chile,2035,-22.0,4.128000000000005,3.1820000000000026,-0.0006160000000000001,0.0001246569999999998,9.816899999999992e-05,-0.0005895119999999996,trd_vestas3_1axis
11,Argentina,Chile,2040,15.0,3.311000000000003,3.9560000000000053,0.0005487500000000001,9.865274999999995e-05,0.00012224899999999984,0.0005251537500000002,trd_vestas3_1axis
12,Argentina,Chile,2045,-7.0,2.2359999999999993,1.9349999999999987,-0.00023500000000000013,6.884300000000003e-05,5.8738000000000046e-05,-0.00022489500000000005,trd_vestas3_1axis
13,Argentina,Chile,2050,45.0,1.3759999999999997,3.311000000000003,0.0013869999999999998,4.192500000000001e-05,0.00010156599999999991,0.0013273589999999997,trd_vestas3_1axis
14,Argentina,Paraguay,2020,-288.0,31.67999999999989,14.629999999999976,-0.00876599999999999,0.000964260000000004,0.0004449225000000011,-0.008246662500000015,trd_vestas3_1axis
15,Argentina,Paraguay,2025,-288.0,31.67999999999989,1.3200000000000003,-0.008765999999999982,0.0009642600000000052,4.0480000000000005e-05,-0.007842220000000023,trd_vestas3_1axis
16,Argentina,Paraguay,2030,-288.0,31.67999999999989,0.0,-0.008765999999999984,0.000964260000000004,0.0,-0.007801740000000029,trd_vestas3_1axis
17,Argentina,Paraguay,2035,-288.0,31.67999999999989,0.0,-0.008765999999999994,0.000964260000000004,0.0,-0.007801740000000021,trd_vestas3_1axis
18,Argentina,Paraguay,2040,-288.0,31.67999999999989,0.0,-0.008765999999999972,0.0009642600000000052,0.0,-0.0078017400000000275,trd_vestas3_1axis
19,Argentina,Paraguay,2045,-33.0,17.159999999999965,13.529999999999982,-0.0009610000000000013,0.0005201350000000014,0.0004144250000000004,-0.0008552899999999993,trd_vestas3_1axis
20,Argentina,Paraguay,2050,164.0,5.280000000000002,23.319999999999933,0.0049780000000000015,0.00016104,0.0007086200000000021,0.004430420000000005,trd_vestas3_1axis
21,Argentina,Uruguay,2020,18150.693814508104,1201.4031335268821,2381.1982314699108,0.5730426792721179,0.03587430605200003,0.07312208020468769,0.5357949051194311,trd_vestas3_1axis
22,Argentina,Uruguay,2025,10356.900602073605,1657.5736805980678,2330.7722197328526,0.33481568906428133,0.04977019902253999,0.0715332188117183,0.3130526692751033,trd_vestas3_1axis
23,Argentina,Uruguay,2030,23954.72992760594,1196.4051821734215,2753.4626274678067,0.7576441995594738,0.035501291435916606,0.08474816440728242,0.7083973265881092,trd_vestas3_1axis
24,Argentina,Uruguay,2035,48232.94363559564,388.11837224892435,3523.259708562636,1.46951669124019,0.01167950223049999,0.10719808716111255,1.373998106309574,trd_vestas3_1axis
25,Argentina,Uruguay,2040,49488.10531836483,412.68836537304566,3629.415211066754,1.5078564671660812,0.012469629043954787,0.11048029940975006,1.4098457968002807,trd_vestas3_1axis
26,Argentina,Uruguay,2045,50938.21647268741,387.55217305454505,3698.536243779219,1.5514137522879816,0.011739983801481672,0.1125818777002008,1.4505718583892642,trd_vestas3_1axis
27,Argentina,Uruguay,2050,46621.008247384765,570.625917046184,3600.991453126188,1.4184721236949678,0.017383113378021623,0.10958380141819471,1.326271435654792,trd_vestas3_1axis
28,Brazil,Paraguay,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,trd_vestas3_1axis
29,Brazil,Paraguay,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,trd_vestas3_1axis
30,Brazil,Paraguay,2030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,trd_vestas3_1axis
31,Brazil,Paraguay,2035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,trd_vestas3_1axis
32,Brazil,Paraguay,2040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,trd_vestas3_1axis
33,Brazil,Paraguay,2045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,trd_vestas3_1axis
34,Brazil,Paraguay,2050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,trd_vestas3_1axis
35,Brazil,Uruguay,2020,-36988.41173705556,5470.211250552652,735.6945482095305,-1.128275736262018,0.16715333636997892,0.022734042128440397,-0.9838564420204834,trd_vestas3_1axis
36,Brazil,Uruguay,2025,35063.55087817847,2552.0472110795654,6961.715436553081,1.0592556245543123,0.07743203427840004,0.21066276561335204,0.9260248932193601,trd_vestas3_1axis
37,Brazil,Uruguay,2030,70529.09805375742,1921.4237680511746,10949.148318932102,2.12955416572529,0.05873287378237631,0.3313158069952141,1.8569712325124563,trd_vestas3_1axis
38,Brazil,Uruguay,2035,49691.48198885651,2333.5139811189674,8467.389984385936,1.5241278639874847,0.07078226674743783,0.2590716225986358,1.3358385081362865,trd_vestas3_1axis
39,Brazil,Uruguay,2040,77118.01798774686,1401.1767202996848,11211.529298773761,2.3519529469846736,0.04288484446434499,0.34211220995965835,2.0527255814893586,trd_vestas3_1axis
40,Brazil,Uruguay,2045,58722.15697555301,2068.2203073451324,9584.656400215907,1.7904648877858675,0.06335669619238311,0.2925362018289743,1.5612853821492754,trd_vestas3_1axis
41,Brazil,Uruguay,2050,53764.01081936567,2048.972637973224,8930.766022852022,1.6349268480710037,0.062682335352878,0.27195297190596646,1.4256562115179165,trd_vestas3_1axis
0,Argentina,Brazil,2020,13972.018454823285,694.6761244871099,3628.8000000000116,0.431969521348758,0.02041840051676088,0.11113199999999998,0.3412559218655172,trd_siemens36_1axis
1,Argentina,Brazil,2025,6030.0,812.6999999999994,2079.000000000004,0.18476999999999993,0.024740100000000025,0.06354179999999998,0.14596829999999986,trd_siemens36_1axis
2,Argentina,Brazil,2030,5382.234481188968,1228.5,2358.769241049689,0.1679470344356689,0.037308600000000025,0.0725774772314905,0.13267815720417853,trd_siemens36_1axis
3,Argentina,Brazil,2035,16290.0,453.5999999999998,3874.5000000000127,0.49472999999999956,0.013607999999999997,0.11750130000000004,0.3908366999999992,trd_siemens36_1axis
4,Argentina,Brazil,2040,15015.371536233264,453.5999999999998,3606.828022608997,0.46324114608699785,0.013607999999999997,0.11088864067826953,0.3659605054087271,trd_siemens36_1axis
5,Argentina,Brazil,2045,20520.0,0.0,4309.20000000001,0.6238799999999995,0.0,0.13101480000000007,0.49286519999999867,trd_siemens36_1axis
6,Argentina,Brazil,2050,22860.0,0.0,4800.6,0.694260000000001,0.0,0.1457946000000005,0.5484653999999999,trd_siemens36_1axis
7,Argentina,Chile,2020,165.0,1.5909999999999993,8.686000000000007,0.0051110000000000036,4.6955999999999996e-05,0.0002667290000000004,0.004891227000000002,trd_siemens36_1axis
8,Argentina,Chile,2025,82.0,2.3219999999999996,5.848000000000011,0.0025320000000000043,7.073500000000002e-05,0.00017961100000000026,0.0024231240000000013,trd_siemens36_1axis
9,Argentina,Chile,2030,73.0,2.106999999999999,5.246000000000009,0.0022770000000000025,6.351100000000005e-05,0.00016142200000000015,0.002179089000000001,trd_siemens36_1axis
10,Argentina,Chile,2035,-22.0,4.128000000000005,3.1820000000000026,-0.0006160000000000001,0.0001246569999999998,9.816899999999992e-05,-0.0005895119999999996,trd_siemens36_1axis
11,Argentina,Chile,2040,13.0,3.311000000000003,3.870000000000005,0.00048675000000000004,9.865274999999995e-05,0.00011958299999999985,0.0004658197500000002,trd_siemens36_1axis
12,Argentina,Chile,2045,-7.0,2.2359999999999993,1.9349999999999987,-0.00023500000000000013,6.884300000000003e-05,5.8738000000000046e-05,-0.00022489500000000005,trd_siemens36_1axis
13,Argentina,Chile,2050,45.0,1.3759999999999997,3.311000000000003,0.0013869999999999998,4.192500000000001e-05,0.00010156599999999991,0.0013273589999999997,trd_siemens36_1axis
14,Argentina,Paraguay,2020,-288.0,31.67999999999989,14.629999999999976,-0.00876599999999999,0.000964260000000004,0.0004449225000000011,-0.008246662500000015,trd_siemens36_1axis
15,Argentina,Paraguay,2025,-288.0,31.67999999999989,1.3200000000000003,-0.008765999999999982,0.0009642600000000052,4.059e-05,-0.007842330000000022,trd_siemens36_1axis
16,Argentina,Paraguay,2030,-288.0,31.67999999999989,0.0,-0.008765999999999984,0.000964260000000004,0.0,-0.007801740000000029,trd_siemens36_1axis
17,Argentina,Paraguay,2035,-288.0,31.67999999999989,0.0,-0.008765999999999994,0.000964260000000004,0.0,-0.007801740000000021,trd_siemens36_1axis
18,Argentina,Paraguay,2040,-288.0,31.67999999999989,0.0,-0.008765999999999972,0.0009642600000000052,0.0,-0.0078017400000000275,trd_siemens36_1axis
19,Argentina,Paraguay,2045,-33.0,17.159999999999965,13.529999999999982,-0.0009610000000000013,0.0005201350000000014,0.0004144250000000004,-0.0008552899999999993,trd_siemens36_1axis
20,Argentina,Paraguay,2050,164.0,5.280000000000002,23.319999999999933,0.0049780000000000015,0.00016104,0.0007086200000000021,0.004430420000000005,trd_siemens36_1axis
21,Argentina,Uruguay,2020,18150.693814508104,1201.4031335268821,2381.1982314699108,0.5730426792721179,0.03587430605200003,0.07312208020468769,0.5357949051194311,trd_siemens36_1axis
22,Argentina,Uruguay,2025,13544.430855179058,1512.353449690596,2392.741455277236,0.4336291269105502,0.04526837186440843,0.0734542651135942,0.4054432336613646,trd_siemens36_1axis
23,Argentina,Uruguay,2030,31234.48068033795,791.4441017477178,2821.6853459696845,0.9687245771057983,0.023845622867213534,0.08681272037909046,0.9057574795939218,trd_siemens36_1axis
24,Argentina,Uruguay,2035,51658.47408358397,384.6942418807507,3742.4950573137003,1.5754529123704637,0.011573434382870996,0.11397787368695139,1.473048473066381,trd_siemens36_1axis
25,Argentina,Uruguay,2040,50598.00654336234,402.0516034385458,3690.922028757092,1.5425547355626872,0.012126439209304818,0.11239249702087947,1.4422886777511073,trd_siemens36_1axis
26,Argentina,Uruguay,2045,51360.082105697955,391.2594062914035,3729.6647431617625,1.5650376608205478,0.01182874159503351,0.11355618954836944,1.463310212867214,trd_siemens36_1axis
27,Argentina,Uruguay,2050,46309.55395311764,551.878705261522,3561.9997122141617,1.4099417749981544,0.016772460405744313,0.10841867578062453,1.318295559623273,trd_siemens36_1axis
28,Brazil,Paraguay,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,trd_siemens36_1axis
29,Brazil,Paraguay,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,trd_siemens36_1axis
30,Brazil,Paraguay,2030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,trd_siemens36_1axis
31,Brazil,Paraguay,2035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,trd_siemens36_1axis
32,Brazil,Paraguay,2040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,trd_siemens36_1axis
33,Brazil,Paraguay,2045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,trd_siemens36_1axis
34,Brazil,Paraguay,2050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,trd_siemens36_1axis
35,Brazil,Uruguay,2020,-36988.41173705556,5470.211250552652,735.6945482095305,-1.128275736262018,0.16715333636997892,0.022734042128440397,-0.9838564420204834,trd_siemens36_1axis
36,Brazil,Uruguay,2025,31509.328268147536,2678.4401796128977,6470.994197935788,0.949089844833569,0.08122382333440004,0.19548812347309677,0.8348255446948711,trd_siemens36_1axis
37,Brazil,Uruguay,2030,74702.48379428979,1741.195362472397,11100.28194398014,2.268986820224164,0.05299017623664434,0.3373355489004979,1.9846414475603125,trd_siemens36_1axis
38,Brazil,Uruguay,2035,45183.72877953078,2174.003117818945,7957.520401598889,1.3857585417751794,0.06601337456422098,0.2433904679114438,1.2083814484279574,trd_siemens36_1axis
39,Brazil,Uruguay,2040,56058.03850541795,1993.1394301194703,9168.568358812963,1.7109994748977364,0.06088008262971737,0.27988801541662756,1.491991542110824,trd_siemens36_1axis
40,Brazil,Uruguay,2045,39626.66270891506,2626.1441433431105,7698.3569700842445,1.2087937417904018,0.08011188302850349,0.2348374819776748,1.054068142841228,trd_siemens36_1axis
41,Brazil,Uruguay,2050,22788.621379596814,3376.7954523372673,6293.738988925669,0.6936975825496837,0.10299290804531418,0.19178619861167356,0.6049042919833235,trd_siemens36_1axis
0,Argentina,Brazil,2020,13972.018454823285,694.6761244871099,3628.8000000000116,0.431969521348758,0.02041840051676088,0.11113199999999998,0.3412559218655172,trd_siemens23_1axis
1,Argentina,Brazil,2025,6030.0,812.6999999999994,2079.000000000004,0.18476999999999993,0.024740100000000025,0.06354179999999998,0.14596829999999986,trd_siemens23_1axis
2,Argentina,Brazil,2030,5400.0,1228.5,2362.5000000000055,0.16847999999999985,0.037308600000000025,0.0726894,0.13309919999999997,trd_siemens23_1axis
3,Argentina,Brazil,2035,16382.434487851431,453.5999999999998,3893.9112424488135,0.49759546912339386,0.013607999999999997,0.11810304851591287,0.39310042060748074,trd_siemens23_1axis
4,Argentina,Brazil,2040,16830.0,453.5999999999998,3987.9000000000133,0.5130899999999997,0.013607999999999997,0.12135689999999993,0.40534109999999857,trd_siemens23_1axis
5,Argentina,Brazil,2045,20610.0,0.0,4328.1000000000095,0.6265799999999996,0.0,0.13158180000000008,0.49499819999999867,trd_siemens23_1axis
6,Argentina,Brazil,2050,21780.0,0.0,4573.800000000005,0.6618600000000011,0.0,0.13899060000000035,0.5228693999999993,trd_siemens23_1axis
7,Argentina,Chile,2020,165.0,1.5909999999999993,8.686000000000007,0.0051110000000000036,4.6955999999999996e-05,0.0002667290000000004,0.004891227000000002,trd_siemens23_1axis
8,Argentina,Chile,2025,64.0,2.3219999999999996,5.074000000000009,0.0019740000000000035,7.073500000000002e-05,0.0001556170000000001,0.0018891180000000004,trd_siemens23_1axis
9,Argentina,Chile,2030,61.0,2.106999999999999,4.7300000000000075,0.0019029999999999995,6.351100000000005e-05,0.00014534000000000001,0.0018211709999999988,trd_siemens23_1axis
