Latitude,Longitude,project,load_zone,biome
-50.75,-71.75,p_wind_Argentina_AR30,Argentina,Patagonia
-51.25,-71.75,p_wind_Argentina_AR31,Argentina,Patagonia
-51.75,-71.75,p_wind_Argentina_AR32,Argentina,Patagonia
-50.25,-71.25,p_wind_Argentina_AR54,Argentina,Patagonia
-50.75,-71.25,p_wind_Argentina_AR55,Argentina,Patagonia
-51.25,-71.25,p_wind_Argentina_AR56,Argentina,Patagonia
-51.75,-71.25,p_wind_Argentina_AR57,Argentina,Patagonia
-44.75,-70.75,p_wind_Argentina_AR74,Argentina,Patagonia
-45.25,-70.75,p_wind_Argentina_AR75,Argentina,Patagonia
-45.75,-70.75,p_wind_Argentina_AR76,Argentina,Patagonia
-46.25,-70.75,p_wind_Argentina_AR77,Argentina,Patagonia
-46.75,-70.75,p_wind_Argentina_AR78,Argentina,Patagonia
-47.25,-70.75,p_wind_Argentina_AR79,Argentina,Patagonia
-47.75,-70.75,p_wind_Argentina_AR80,Argentina,Patagonia
-48.25,-70.75,p_wind_Argentina_AR81,Argentina,Patagonia
-48.75,-70.75,p_wind_Argentina_AR82,Argentina,Patagonia
-49.25,-70.75,p_wind_Argentina_AR83,Argentina,Patagonia
-49.75,-70.75,p_wind_Argentina_AR84,Argentina,Patagonia
-50.25,-70.75,p_wind_Argentina_AR85,Argentina,Patagonia
-50.75,-70.75,p_wind_Argentina_AR86,Argentina,Patagonia
-51.25,-70.75,p_wind_Argentina_AR87,Argentina,Patagonia
-51.75,-70.75,p_wind_Argentina_AR88,Argentina,Patagonia
-44.25,-70.25,p_wind_Argentina_AR112,Argentina,Patagonia
-44.75,-70.25,p_wind_Argentina_AR113,Argentina,Patagonia
-45.25,-70.25,p_wind_Argentina_AR114,Argentina,Patagonia
-45.75,-70.25,p_wind_Argentina_AR115,Argentina,Patagonia
-46.25,-70.25,p_wind_Argentina_AR116,Argentina,Patagonia
-46.75,-70.25,p_wind_Argentina_AR117,Argentina,Patagonia
-47.25,-70.25,p_wind_Argentina_AR118,Argentina,Patagonia
-47.75,-70.25,p_wind_Argentina_AR119,Argentina,Patagonia
-48.25,-70.25,p_wind_Argentina_AR120,Argentina,Patagonia
-48.75,-70.25,p_wind_Argentina_AR121,Argentina,Patagonia
-49.25,-70.25,p_wind_Argentina_AR122,Argentina,Patagonia
-49.75,-70.25,p_wind_Argentina_AR123,Argentina,Patagonia
-50.25,-70.25,p_wind_Argentina_AR124,Argentina,Patagonia
-50.75,-70.25,p_wind_Argentina_AR125,Argentina,Patagonia
-51.25,-70.25,p_wind_Argentina_AR126,Argentina,Patagonia
-51.75,-70.25,p_wind_Argentina_AR127,Argentina,Patagonia
-40.75,-69.75,p_wind_Argentina_AR151,Argentina,Patagonia
-41.25,-69.75,p_wind_Argentina_AR152,Argentina,Patagonia
-43.75,-69.75,p_wind_Argentina_AR157,Argentina,Patagonia
-44.25,-69.75,p_wind_Argentina_AR158,Argentina,Patagonia
-44.75,-69.75,p_wind_Argentina_AR159,Argentina,Patagonia
-45.25,-69.75,p_wind_Argentina_AR160,Argentina,Patagonia
-45.75,-69.75,p_wind_Argentina_AR161,Argentina,Patagonia
-46.25,-69.75,p_wind_Argentina_AR162,Argentina,Patagonia
-46.75,-69.75,p_wind_Argentina_AR163,Argentina,Patagonia
-47.25,-69.75,p_wind_Argentina_AR164,Argentina,Patagonia
-47.75,-69.75,p_wind_Argentina_AR165,Argentina,Patagonia
-48.25,-69.75,p_wind_Argentina_AR166,Argentina,Patagonia
-48.75,-69.75,p_wind_Argentina_AR167,Argentina,Patagonia
-49.25,-69.75,p_wind_Argentina_AR168,Argentina,Patagonia
-49.75,-69.75,p_wind_Argentina_AR169,Argentina,Patagonia
-50.25,-69.75,p_wind_Argentina_AR170,Argentina,Patagonia
-50.75,-69.75,p_wind_Argentina_AR171,Argentina,Patagonia
-51.25,-69.75,p_wind_Argentina_AR172,Argentina,Patagonia
-51.75,-69.75,p_wind_Argentina_AR173,Argentina,Patagonia
-39.75,-69.25,p_wind_Argentina_AR197,Argentina,Patagonia
-40.25,-69.25,p_wind_Argentina_AR198,Argentina,Patagonia
-40.75,-69.25,p_wind_Argentina_AR199,Argentina,Patagonia
-41.25,-69.25,p_wind_Argentina_AR200,Argentina,Patagonia
-43.25,-69.25,p_wind_Argentina_AR204,Argentina,Patagonia
-43.75,-69.25,p_wind_Argentina_AR205,Argentina,Patagonia
-44.25,-69.25,p_wind_Argentina_AR206,Argentina,Patagonia
-44.75,-69.25,p_wind_Argentina_AR207,Argentina,Patagonia
-45.25,-69.25,p_wind_Argentina_AR208,Argentina,Patagonia
-45.75,-69.25,p_wind_Argentina_AR209,Argentina,Patagonia
-46.25,-69.25,p_wind_Argentina_AR210,Argentina,Patagonia
-46.75,-69.25,p_wind_Argentina_AR211,Argentina,Patagonia
-47.25,-69.25,p_wind_Argentina_AR212,Argentina,Patagonia
-47.75,-69.25,p_wind_Argentina_AR213,Argentina,Patagonia
-48.25,-69.25,p_wind_Argentina_AR214,Argentina,Patagonia
-48.75,-69.25,p_wind_Argentina_AR215,Argentina,Patagonia
-49.25,-69.25,p_wind_Argentina_AR216,Argentina,Patagonia
-49.75,-69.25,p_wind_Argentina_AR217,Argentina,Patagonia
-50.25,-69.25,p_wind_Argentina_AR218,Argentina,Patagonia
-50.75,-69.25,p_wind_Argentina_AR219,Argentina,Patagonia
-51.25,-69.25,p_wind_Argentina_AR220,Argentina,Patagonia
-51.75,-69.25,p_wind_Argentina_AR221,Argentina,Patagonia
-39.25,-68.75,p_wind_Argentina_AR246,Argentina,Patagonia
-39.75,-68.75,p_wind_Argentina_AR247,Argentina,Patagonia
-40.25,-68.75,p_wind_Argentina_AR248,Argentina,Patagonia
-40.75,-68.75,p_wind_Argentina_AR249,Argentina,Patagonia
-41.25,-68.75,p_wind_Argentina_AR250,Argentina,Patagonia
-41.75,-68.75,p_wind_Argentina_AR251,Argentina,Patagonia
-42.75,-68.75,p_wind_Argentina_AR253,Argentina,Patagonia
-43.25,-68.75,p_wind_Argentina_AR254,Argentina,Patagonia
-43.75,-68.75,p_wind_Argentina_AR255,Argentina,Patagonia
-44.25,-68.75,p_wind_Argentina_AR256,Argentina,Patagonia
-44.75,-68.75,p_wind_Argentina_AR257,Argentina,Patagonia
-45.25,-68.75,p_wind_Argentina_AR258,Argentina,Patagonia
-45.75,-68.75,p_wind_Argentina_AR259,Argentina,Patagonia
-46.25,-68.75,p_wind_Argentina_AR260,Argentina,Patagonia
-46.75,-68.75,p_wind_Argentina_AR261,Argentina,Patagonia
-47.25,-68.75,p_wind_Argentina_AR262,Argentina,Patagonia
-47.75,-68.75,p_wind_Argentina_AR263,Argentina,Patagonia
-48.25,-68.75,p_wind_Argentina_AR264,Argentina,Patagonia
-48.75,-68.75,p_wind_Argentina_AR265,Argentina,Patagonia
-49.25,-68.75,p_wind_Argentina_AR266,Argentina,Patagonia
-49.75,-68.75,p_wind_Argentina_AR267,Argentina,Patagonia
-50.25,-68.75,p_wind_Argentina_AR268,Argentina,Patagonia
-52.25,-68.75,p_wind_Argentina_AR269,Argentina,Patagonia
-38.25,-68.25,p_wind_Argentina_AR297,Argentina,Patagonia
-38.75,-68.25,p_wind_Argentina_AR298,Argentina,Patagonia
-39.25,-68.25,p_wind_Argentina_AR299,Argentina,Patagonia
-39.75,-68.25,p_wind_Argentina_AR300,Argentina,Patagonia
-40.25,-68.25,p_wind_Argentina_AR301,Argentina,Patagonia
-40.75,-68.25,p_wind_Argentina_AR302,Argentina,Patagonia
-41.25,-68.25,p_wind_Argentina_AR303,Argentina,Patagonia
-42.75,-68.25,p_wind_Argentina_AR306,Argentina,Patagonia
-43.25,-68.25,p_wind_Argentina_AR307,Argentina,Patagonia
-43.75,-68.25,p_wind_Argentina_AR308,Argentina,Patagonia
-44.25,-68.25,p_wind_Argentina_AR309,Argentina,Patagonia
-44.75,-68.25,p_wind_Argentina_AR310,Argentina,Patagonia
-45.75,-68.25,p_wind_Argentina_AR312,Argentina,Patagonia
-46.25,-68.25,p_wind_Argentina_AR313,Argentina,Patagonia
-46.75,-68.25,p_wind_Argentina_AR314,Argentina,Patagonia
-47.25,-68.25,p_wind_Argentina_AR315,Argentina,Patagonia
-47.75,-68.25,p_wind_Argentina_AR316,Argentina,Patagonia
-48.25,-68.25,p_wind_Argentina_AR317,Argentina,Patagonia
-48.75,-68.25,p_wind_Argentina_AR318,Argentina,Patagonia
-49.25,-68.25,p_wind_Argentina_AR319,Argentina,Patagonia
-49.75,-68.25,p_wind_Argentina_AR320,Argentina,Patagonia
-53.75,-68.25,p_wind_Argentina_AR321,Argentina,Patagonia
-54.75,-68.25,p_wind_Argentina_AR323,Argentina,Patagonia
-37.75,-67.75,p_wind_Argentina_AR351,Argentina,Patagonia
-38.25,-67.75,p_wind_Argentina_AR352,Argentina,Patagonia
-38.75,-67.75,p_wind_Argentina_AR353,Argentina,Patagonia
-39.25,-67.75,p_wind_Argentina_AR354,Argentina,Patagonia
-39.75,-67.75,p_wind_Argentina_AR355,Argentina,Patagonia
-40.25,-67.75,p_wind_Argentina_AR356,Argentina,Patagonia
-40.75,-67.75,p_wind_Argentina_AR357,Argentina,Patagonia
-41.25,-67.75,p_wind_Argentina_AR358,Argentina,Patagonia
-42.25,-67.75,p_wind_Argentina_AR360,Argentina,Patagonia
-42.75,-67.75,p_wind_Argentina_AR361,Argentina,Patagonia
-43.25,-67.75,p_wind_Argentina_AR362,Argentina,Patagonia
-43.75,-67.75,p_wind_Argentina_AR363,Argentina,Patagonia
-44.25,-67.75,p_wind_Argentina_AR364,Argentina,Patagonia
-44.75,-67.75,p_wind_Argentina_AR365,Argentina,Patagonia
-45.25,-67.75,p_wind_Argentina_AR366,Argentina,Patagonia
-45.75,-67.75,p_wind_Argentina_AR367,Argentina,Patagonia
-46.25,-67.75,p_wind_Argentina_AR368,Argentina,Patagonia
-46.75,-67.75,p_wind_Argentina_AR369,Argentina,Patagonia
-47.25,-67.75,p_wind_Argentina_AR370,Argentina,Patagonia
-47.75,-67.75,p_wind_Argentina_AR371,Argentina,Patagonia
-48.25,-67.75,p_wind_Argentina_AR372,Argentina,Patagonia
-48.75,-67.75,p_wind_Argentina_AR373,Argentina,Patagonia
-49.25,-67.75,p_wind_Argentina_AR374,Argentina,Patagonia
-49.75,-67.75,p_wind_Argentina_AR375,Argentina,Patagonia
-53.75,-67.75,p_wind_Argentina_AR376,Argentina,Patagonia
-54.75,-67.75,p_wind_Argentina_AR378,Argentina,Patagonia
-35.25,-67.25,p_wind_Argentina_AR402,Argentina,Patagonia
-35.75,-67.25,p_wind_Argentina_AR403,Argentina,Patagonia
-36.25,-67.25,p_wind_Argentina_AR404,Argentina,Patagonia
-36.75,-67.25,p_wind_Argentina_AR405,Argentina,Patagonia
-37.25,-67.25,p_wind_Argentina_AR406,Argentina,Patagonia
-37.75,-67.25,p_wind_Argentina_AR407,Argentina,Patagonia
-38.25,-67.25,p_wind_Argentina_AR408,Argentina,Patagonia
-38.75,-67.25,p_wind_Argentina_AR409,Argentina,Patagonia
-39.25,-67.25,p_wind_Argentina_AR410,Argentina,Patagonia
-39.75,-67.25,p_wind_Argentina_AR411,Argentina,Patagonia
-40.25,-67.25,p_wind_Argentina_AR412,Argentina,Patagonia
-40.75,-67.25,p_wind_Argentina_AR413,Argentina,Patagonia
-41.25,-67.25,p_wind_Argentina_AR414,Argentina,Patagonia
-41.75,-67.25,p_wind_Argentina_AR415,Argentina,Patagonia
-42.25,-67.25,p_wind_Argentina_AR416,Argentina,Patagonia
-43.25,-67.25,p_wind_Argentina_AR418,Argentina,Patagonia
-43.75,-67.25,p_wind_Argentina_AR419,Argentina,Patagonia
-44.25,-67.25,p_wind_Argentina_AR420,Argentina,Patagonia
-44.75,-67.25,p_wind_Argentina_AR421,Argentina,Patagonia
-45.25,-67.25,p_wind_Argentina_AR422,Argentina,Patagonia
-46.75,-67.25,p_wind_Argentina_AR423,Argentina,Patagonia
-47.25,-67.25,p_wind_Argentina_AR424,Argentina,Patagonia
-47.75,-67.25,p_wind_Argentina_AR425,Argentina,Patagonia
-48.25,-67.25,p_wind_Argentina_AR426,Argentina,Patagonia
-48.75,-67.25,p_wind_Argentina_AR427,Argentina,Patagonia
-54.25,-67.25,p_wind_Argentina_AR428,Argentina,Patagonia
-54.75,-67.25,p_wind_Argentina_AR429,Argentina,Patagonia
-34.75,-66.75,p_wind_Argentina_AR454,Argentina,Patagonia
-35.25,-66.75,p_wind_Argentina_AR455,Argentina,Patagonia
-35.75,-66.75,p_wind_Argentina_AR456,Argentina,Patagonia
-36.25,-66.75,p_wind_Argentina_AR457,Argentina,Patagonia
-36.75,-66.75,p_wind_Argentina_AR458,Argentina,Patagonia
-37.25,-66.75,p_wind_Argentina_AR459,Argentina,Patagonia
-37.75,-66.75,p_wind_Argentina_AR460,Argentina,Patagonia
-38.25,-66.75,p_wind_Argentina_AR461,Argentina,Patagonia
-38.75,-66.75,p_wind_Argentina_AR462,Argentina,Patagonia
-39.25,-66.75,p_wind_Argentina_AR463,Argentina,Patagonia
-39.75,-66.75,p_wind_Argentina_AR464,Argentina,Patagonia
-40.25,-66.75,p_wind_Argentina_AR465,Argentina,Patagonia
-40.75,-66.75,p_wind_Argentina_AR466,Argentina,Patagonia
-41.25,-66.75,p_wind_Argentina_AR467,Argentina,Patagonia
-41.75,-66.75,p_wind_Argentina_AR468,Argentina,Patagonia
-42.25,-66.75,p_wind_Argentina_AR469,Argentina,Patagonia
-42.75,-66.75,p_wind_Argentina_AR470,Argentina,Patagonia
-43.25,-66.75,p_wind_Argentina_AR471,Argentina,Patagonia
-43.75,-66.75,p_wind_Argentina_AR472,Argentina,Patagonia
-44.25,-66.75,p_wind_Argentina_AR473,Argentina,Patagonia
-44.75,-66.75,p_wind_Argentina_AR474,Argentina,Patagonia
-47.25,-66.75,p_wind_Argentina_AR475,Argentina,Patagonia
-47.75,-66.75,p_wind_Argentina_AR476,Argentina,Patagonia
-48.25,-66.75,p_wind_Argentina_AR477,Argentina,Patagonia
-54.75,-66.75,p_wind_Argentina_AR478,Argentina,Patagonia
-34.75,-66.25,p_wind_Argentina_AR504,Argentina,Patagonia
-35.25,-66.25,p_wind_Argentina_AR505,Argentina,Patagonia
-35.75,-66.25,p_wind_Argentina_AR506,Argentina,Patagonia
-36.25,-66.25,p_wind_Argentina_AR507,Argentina,Patagonia
-36.75,-66.25,p_wind_Argentina_AR508,Argentina,Patagonia
-37.25,-66.25,p_wind_Argentina_AR509,Argentina,Patagonia
-37.75,-66.25,p_wind_Argentina_AR510,Argentina,Patagonia
-38.25,-66.25,p_wind_Argentina_AR511,Argentina,Patagonia
-38.75,-66.25,p_wind_Argentina_AR512,Argentina,Patagonia
-39.25,-66.25,p_wind_Argentina_AR513,Argentina,Patagonia
-39.75,-66.25,p_wind_Argentina_AR514,Argentina,Patagonia
-40.25,-66.25,p_wind_Argentina_AR515,Argentina,Patagonia
-40.75,-66.25,p_wind_Argentina_AR516,Argentina,Patagonia
-41.25,-66.25,p_wind_Argentina_AR517,Argentina,Patagonia
-41.75,-66.25,p_wind_Argentina_AR518,Argentina,Patagonia
-42.25,-66.25,p_wind_Argentina_AR519,Argentina,Patagonia
-42.75,-66.25,p_wind_Argentina_AR520,Argentina,Patagonia
-43.25,-66.25,p_wind_Argentina_AR521,Argentina,Patagonia
-43.75,-66.25,p_wind_Argentina_AR522,Argentina,Patagonia
-44.25,-66.25,p_wind_Argentina_AR523,Argentina,Patagonia
-44.75,-66.25,p_wind_Argentina_AR524,Argentina,Patagonia
-47.25,-66.25,p_wind_Argentina_AR525,Argentina,Patagonia
-47.75,-66.25,p_wind_Argentina_AR526,Argentina,Patagonia
-54.75,-66.25,p_wind_Argentina_AR527,Argentina,Patagonia
-34.75,-65.75,p_wind_Argentina_AR553,Argentina,Patagonia
-35.25,-65.75,p_wind_Argentina_AR554,Argentina,Patagonia
-35.75,-65.75,p_wind_Argentina_AR555,Argentina,Patagonia
-36.25,-65.75,p_wind_Argentina_AR556,Argentina,Patagonia
-36.75,-65.75,p_wind_Argentina_AR557,Argentina,Patagonia
-37.25,-65.75,p_wind_Argentina_AR558,Argentina,Patagonia
-37.75,-65.75,p_wind_Argentina_AR559,Argentina,Patagonia
-38.25,-65.75,p_wind_Argentina_AR560,Argentina,Patagonia
-38.75,-65.75,p_wind_Argentina_AR561,Argentina,Patagonia
-39.25,-65.75,p_wind_Argentina_AR562,Argentina,Patagonia
-39.75,-65.75,p_wind_Argentina_AR563,Argentina,Patagonia
-40.25,-65.75,p_wind_Argentina_AR564,Argentina,Patagonia
-40.75,-65.75,p_wind_Argentina_AR565,Argentina,Patagonia
-41.25,-65.75,p_wind_Argentina_AR566,Argentina,Patagonia
-41.75,-65.75,p_wind_Argentina_AR567,Argentina,Patagonia
-42.25,-65.75,p_wind_Argentina_AR568,Argentina,Patagonia
-42.75,-65.75,p_wind_Argentina_AR569,Argentina,Patagonia
-43.25,-65.75,p_wind_Argentina_AR570,Argentina,Patagonia
-43.75,-65.75,p_wind_Argentina_AR571,Argentina,Patagonia
-44.25,-65.75,p_wind_Argentina_AR572,Argentina,Patagonia
-44.75,-65.75,p_wind_Argentina_AR573,Argentina,Patagonia
-47.25,-65.75,p_wind_Argentina_AR574,Argentina,Patagonia
-54.75,-65.75,p_wind_Argentina_AR575,Argentina,Patagonia
-34.25,-65.25,p_wind_Argentina_AR600,Argentina,Patagonia
-34.75,-65.25,p_wind_Argentina_AR601,Argentina,Patagonia
-35.25,-65.25,p_wind_Argentina_AR602,Argentina,Patagonia
-35.75,-65.25,p_wind_Argentina_AR603,Argentina,Patagonia
-36.25,-65.25,p_wind_Argentina_AR604,Argentina,Patagonia
-36.75,-65.25,p_wind_Argentina_AR605,Argentina,Patagonia
-37.25,-65.25,p_wind_Argentina_AR606,Argentina,Patagonia
-37.75,-65.25,p_wind_Argentina_AR607,Argentina,Patagonia
-38.25,-65.25,p_wind_Argentina_AR608,Argentina,Patagonia
-38.75,-65.25,p_wind_Argentina_AR609,Argentina,Patagonia
-39.25,-65.25,p_wind_Argentina_AR610,Argentina,Patagonia
-39.75,-65.25,p_wind_Argentina_AR611,Argentina,Patagonia
-41.25,-65.25,p_wind_Argentina_AR614,Argentina,Patagonia
-41.75,-65.25,p_wind_Argentina_AR615,Argentina,Patagonia
-42.25,-65.25,p_wind_Argentina_AR616,Argentina,Patagonia
-42.75,-65.25,p_wind_Argentina_AR617,Argentina,Patagonia
-43.25,-65.25,p_wind_Argentina_AR618,Argentina,Patagonia
-54.75,-65.25,p_wind_Argentina_AR619,Argentina,Patagonia
-33.75,-64.75,p_wind_Argentina_AR643,Argentina,Pampas
-34.25,-64.75,p_wind_Argentina_AR644,Argentina,Pampas
-34.75,-64.75,p_wind_Argentina_AR645,Argentina,Patagonia
-35.25,-64.75,p_wind_Argentina_AR646,Argentina,Patagonia
-35.75,-64.75,p_wind_Argentina_AR647,Argentina,Patagonia
-36.25,-64.75,p_wind_Argentina_AR648,Argentina,Patagonia
-36.75,-64.75,p_wind_Argentina_AR649,Argentina,Patagonia
-37.25,-64.75,p_wind_Argentina_AR650,Argentina,Patagonia
-37.75,-64.75,p_wind_Argentina_AR651,Argentina,Patagonia
-38.25,-64.75,p_wind_Argentina_AR652,Argentina,Patagonia
-38.75,-64.75,p_wind_Argentina_AR653,Argentina,Patagonia
-39.25,-64.75,p_wind_Argentina_AR654,Argentina,Patagonia
-39.75,-64.75,p_wind_Argentina_AR655,Argentina,Patagonia
-42.25,-64.75,p_wind_Argentina_AR658,Argentina,Patagonia
-33.25,-64.25,p_wind_Argentina_AR680,Argentina,Pampas
-33.75,-64.25,p_wind_Argentina_AR681,Argentina,Pampas
-34.25,-64.25,p_wind_Argentina_AR682,Argentina,Pampas
-34.75,-64.25,p_wind_Argentina_AR683,Argentina,Pampas
-35.25,-64.25,p_wind_Argentina_AR684,Argentina,Pampas
-35.75,-64.25,p_wind_Argentina_AR685,Argentina,Pampas
-36.25,-64.25,p_wind_Argentina_AR686,Argentina,Patagonia
-36.75,-64.25,p_wind_Argentina_AR687,Argentina,Patagonia
-37.25,-64.25,p_wind_Argentina_AR688,Argentina,Patagonia
-37.75,-64.25,p_wind_Argentina_AR689,Argentina,Patagonia
-38.25,-64.25,p_wind_Argentina_AR690,Argentina,Patagonia
