period,load_zone,twh,technology,scs
2030,Uruguay,4.324647306930274e-16,curt_hydro,prm15_wcost_re5_c2p1_t1
2035,Argentina,7.574868732262985e-15,curt_hydro,prm15_wcost_re5_c2p1_t1
2035,Brazil,0.9895015488217744,curt_hydro,prm15_wcost_re5_c2p1_t1
2035,Chile,3.0372575565706943e-15,curt_hydro,prm15_wcost_re5_c2p1_t1
2035,Paraguay,27.394047829999984,curt_hydro,prm15_wcost_re5_c2p1_t1
2035,Uruguay,4.994262781110592e-16,curt_hydro,prm15_wcost_re5_c2p1_t1
2040,Argentina,7.536385737694217e-15,curt_hydro,prm15_wcost_re5_c2p1_t1
2040,Brazil,0.5987073927945614,curt_hydro,prm15_wcost_re5_c2p1_t1
2040,Chile,4.172761691734195e-15,curt_hydro,prm15_wcost_re5_c2p1_t1
2040,Paraguay,15.187947304999982,curt_hydro,prm15_wcost_re5_c2p1_t1
2040,Uruguay,7.166818249970675e-16,curt_hydro,prm15_wcost_re5_c2p1_t1
2045,Argentina,4.75015797164815e-15,curt_hydro,prm15_wcost_re5_c2p1_t1
2045,Brazil,2.6763018468045627e-14,curt_hydro,prm15_wcost_re5_c2p1_t1
2045,Chile,9.589825822331477e-15,curt_hydro,prm15_wcost_re5_c2p1_t1
2045,Paraguay,4.305709942646515,curt_hydro,prm15_wcost_re5_c2p1_t1
2045,Uruguay,6.857590051367879e-16,curt_hydro,prm15_wcost_re5_c2p1_t1
2050,Argentina,1.7996922084469892e-14,curt_hydro,prm15_wcost_re5_c2p1_t1
2050,Brazil,1.0046790066553512e-14,curt_hydro,prm15_wcost_re5_c2p1_t1
2050,Chile,2.208707883255556e-15,curt_hydro,prm15_wcost_re5_c2p1_t1
2050,Paraguay,0.5121170354165673,curt_hydro,prm15_wcost_re5_c2p1_t1
2050,Uruguay,4.320099833421409e-16,curt_hydro,prm15_wcost_re5_c2p1_t1
2020,Argentina,3.634283984865761e-15,curt_hydro,prm15_wcost_re6_c2p1_t1
2020,Brazil,2.18448928858639,curt_hydro,prm15_wcost_re6_c2p1_t1
2020,Chile,3.3014657674357294e-16,curt_hydro,prm15_wcost_re6_c2p1_t1
2020,Paraguay,49.10986188724996,curt_hydro,prm15_wcost_re6_c2p1_t1
2020,Uruguay,4.288267518859357e-16,curt_hydro,prm15_wcost_re6_c2p1_t1
2025,Argentina,3.973639195464784e-15,curt_hydro,prm15_wcost_re6_c2p1_t1
2025,Brazil,4.031637559483125,curt_hydro,prm15_wcost_re6_c2p1_t1
2025,Chile,1.344233169220388e-15,curt_hydro,prm15_wcost_re6_c2p1_t1
2025,Paraguay,44.55626517894399,curt_hydro,prm15_wcost_re6_c2p1_t1
2025,Uruguay,4.690718924393878e-16,curt_hydro,prm15_wcost_re6_c2p1_t1
2030,Argentina,3.5468019632389773e-15,curt_hydro,prm15_wcost_re6_c2p1_t1
2030,Brazil,1.9237763499690852,curt_hydro,prm15_wcost_re6_c2p1_t1
2030,Chile,4.790763341588899e-16,curt_hydro,prm15_wcost_re6_c2p1_t1
2030,Paraguay,37.01267850499998,curt_hydro,prm15_wcost_re6_c2p1_t1
2030,Uruguay,0.01082425755033601,curt_hydro,prm15_wcost_re6_c2p1_t1
2035,Argentina,2.5177655516017693e-15,curt_hydro,prm15_wcost_re6_c2p1_t1
2035,Brazil,0.007870500000018644,curt_hydro,prm15_wcost_re6_c2p1_t1
2035,Chile,2.8755948733305555e-15,curt_hydro,prm15_wcost_re6_c2p1_t1
2035,Paraguay,27.394047829999984,curt_hydro,prm15_wcost_re6_c2p1_t1
2035,Uruguay,0.006634905066542642,curt_hydro,prm15_wcost_re6_c2p1_t1
2040,Argentina,4.2448959902685605e-15,curt_hydro,prm15_wcost_re6_c2p1_t1
2040,Brazil,0.4932918639999249,curt_hydro,prm15_wcost_re6_c2p1_t1
2040,Chile,2.0343122741905973e-15,curt_hydro,prm15_wcost_re6_c2p1_t1
2040,Paraguay,15.187947304999982,curt_hydro,prm15_wcost_re6_c2p1_t1
2040,Uruguay,0.0057223947195101255,curt_hydro,prm15_wcost_re6_c2p1_t1
2045,Argentina,5.735415697927238e-15,curt_hydro,prm15_wcost_re6_c2p1_t1
2045,Brazil,2.1998897724236786e-14,curt_hydro,prm15_wcost_re6_c2p1_t1
2045,Chile,7.386233846773394e-16,curt_hydro,prm15_wcost_re6_c2p1_t1
2045,Paraguay,4.311233279385793,curt_hydro,prm15_wcost_re6_c2p1_t1
2045,Uruguay,5.271658665151335e-16,curt_hydro,prm15_wcost_re6_c2p1_t1
2050,Argentina,5.168686811884981e-15,curt_hydro,prm15_wcost_re6_c2p1_t1
2050,Brazil,2.8886603331557125e-14,curt_hydro,prm15_wcost_re6_c2p1_t1
2050,Chile,2.4551809474360195e-15,curt_hydro,prm15_wcost_re6_c2p1_t1
2050,Paraguay,0.5370582999999931,curt_hydro,prm15_wcost_re6_c2p1_t1
2050,Uruguay,4.1927705751731995e-16,curt_hydro,prm15_wcost_re6_c2p1_t1
2020,Argentina,3.634283984865761e-15,curt_hydro,prm15_wcost_re7_c2p1_t1
2020,Brazil,2.1844892885863905,curt_hydro,prm15_wcost_re7_c2p1_t1
2020,Chile,3.3014657674357294e-16,curt_hydro,prm15_wcost_re7_c2p1_t1
2020,Paraguay,49.10986188724996,curt_hydro,prm15_wcost_re7_c2p1_t1
2020,Uruguay,4.288267518859357e-16,curt_hydro,prm15_wcost_re7_c2p1_t1
2025,Argentina,3.700733941514045e-15,curt_hydro,prm15_wcost_re7_c2p1_t1
2025,Brazil,4.605493158786127,curt_hydro,prm15_wcost_re7_c2p1_t1
2025,Chile,2.126853360095993e-15,curt_hydro,prm15_wcost_re7_c2p1_t1
2025,Paraguay,44.554462593183985,curt_hydro,prm15_wcost_re7_c2p1_t1
2025,Uruguay,0.003131612000000485,curt_hydro,prm15_wcost_re7_c2p1_t1
2030,Argentina,3.4611957744346e-15,curt_hydro,prm15_wcost_re7_c2p1_t1
2030,Brazil,1.1495084639728474,curt_hydro,prm15_wcost_re7_c2p1_t1
2030,Chile,6.657501216977836e-16,curt_hydro,prm15_wcost_re7_c2p1_t1
2030,Paraguay,37.01267850499998,curt_hydro,prm15_wcost_re7_c2p1_t1
2030,Uruguay,6.584741640836001e-16,curt_hydro,prm15_wcost_re7_c2p1_t1
2035,Argentina,4.46297576672805e-15,curt_hydro,prm15_wcost_re7_c2p1_t1
2035,Brazil,1.983860897780687e-14,curt_hydro,prm15_wcost_re7_c2p1_t1
2035,Chile,9.678160495241172e-16,curt_hydro,prm15_wcost_re7_c2p1_t1
2035,Paraguay,27.394047829999984,curt_hydro,prm15_wcost_re7_c2p1_t1
2035,Uruguay,1.4411806016543547e-05,curt_hydro,prm15_wcost_re7_c2p1_t1
2040,Argentina,3.399577508389484e-15,curt_hydro,prm15_wcost_re7_c2p1_t1
2040,Brazil,0.13275767457016852,curt_hydro,prm15_wcost_re7_c2p1_t1
2040,Chile,1.3856151781510563e-15,curt_hydro,prm15_wcost_re7_c2p1_t1
2040,Paraguay,15.187947304999982,curt_hydro,prm15_wcost_re7_c2p1_t1
2040,Uruguay,5.866240826435387e-16,curt_hydro,prm15_wcost_re7_c2p1_t1
2045,Argentina,1.626415269129211e-14,curt_hydro,prm15_wcost_re7_c2p1_t1
2045,Brazil,1.8666014511836693e-14,curt_hydro,prm15_wcost_re7_c2p1_t1
2045,Chile,2.265323928440921e-15,curt_hydro,prm15_wcost_re7_c2p1_t1
2045,Paraguay,4.30851147862531,curt_hydro,prm15_wcost_re7_c2p1_t1
2045,Uruguay,7.973994797794149e-16,curt_hydro,prm15_wcost_re7_c2p1_t1
2050,Argentina,6.127729806030402e-15,curt_hydro,prm15_wcost_re7_c2p1_t1
2050,Brazil,1.5359148619609188e-14,curt_hydro,prm15_wcost_re7_c2p1_t1
2050,Chile,3.781337909458671e-15,curt_hydro,prm15_wcost_re7_c2p1_t1
2050,Paraguay,0.5147624103705668,curt_hydro,prm15_wcost_re7_c2p1_t1
2050,Uruguay,7.707967597525566e-16,curt_hydro,prm15_wcost_re7_c2p1_t1
2020,Argentina,3.634283984865761e-15,curt_hydro,prm15_wcost_re8_c2p1_t1
2020,Brazil,2.1844892885863905,curt_hydro,prm15_wcost_re8_c2p1_t1
2020,Chile,3.3014657674357294e-16,curt_hydro,prm15_wcost_re8_c2p1_t1
2020,Paraguay,49.10986188724997,curt_hydro,prm15_wcost_re8_c2p1_t1
2020,Uruguay,4.288267518859357e-16,curt_hydro,prm15_wcost_re8_c2p1_t1
2025,Argentina,4.9779202981881105e-15,curt_hydro,prm15_wcost_re8_c2p1_t1
2025,Brazil,4.909544384416568,curt_hydro,prm15_wcost_re8_c2p1_t1
2025,Chile,3.9608494262211026e-16,curt_hydro,prm15_wcost_re8_c2p1_t1
2025,Paraguay,44.553278160895985,curt_hydro,prm15_wcost_re8_c2p1_t1
2025,Uruguay,6.402842700481415e-16,curt_hydro,prm15_wcost_re8_c2p1_t1
2030,Argentina,2.9953923785797087e-15,curt_hydro,prm15_wcost_re8_c2p1_t1
