lz_from,lz_to,period,net_flow_twh,scenario
Argentina,Chile,2020,0.006447309000000004,prm15_fix_wcost_re3_c2p1_co2_cut90p_tnt1
Argentina,Chile,2025,0.003405006,prm15_fix_wcost_re3_c2p1_co2_cut90p_tnt1
Argentina,Chile,2030,0.003668181000000004,prm15_fix_wcost_re3_c2p1_co2_cut90p_tnt1
Argentina,Chile,2035,0.0031716660000000022,prm15_fix_wcost_re3_c2p1_co2_cut90p_tnt1
Argentina,Chile,2040,0.004284689250000005,prm15_fix_wcost_re3_c2p1_co2_cut90p_tnt1
Argentina,Chile,2045,0.007528718999999988,prm15_fix_wcost_re3_c2p1_co2_cut90p_tnt1
Argentina,Chile,2050,0.007647387000000016,prm15_fix_wcost_re3_c2p1_co2_cut90p_tnt1
Argentina,Paraguay,2020,0.008508820000000005,prm15_fix_wcost_re3_c2p1_co2_cut90p_tnt1
Argentina,Paraguay,2025,0.008094889999999993,prm15_fix_wcost_re3_c2p1_co2_cut90p_tnt1
Argentina,Paraguay,2030,0.007863890000000014,prm15_fix_wcost_re3_c2p1_co2_cut90p_tnt1
Argentina,Paraguay,2035,0.008092140000000003,prm15_fix_wcost_re3_c2p1_co2_cut90p_tnt1
Argentina,Paraguay,2040,0.006772700000000016,prm15_fix_wcost_re3_c2p1_co2_cut90p_tnt1
Argentina,Paraguay,2045,0.008434362499999988,prm15_fix_wcost_re3_c2p1_co2_cut90p_tnt1
Argentina,Paraguay,2050,0.0042456700000000095,prm15_fix_wcost_re3_c2p1_co2_cut90p_tnt1
Argentina,Uruguay,2020,1.3339402988164974,prm15_fix_wcost_re3_c2p1_co2_cut90p_tnt1
Argentina,Uruguay,2025,1.1177731162209978,prm15_fix_wcost_re3_c2p1_co2_cut90p_tnt1
Argentina,Uruguay,2030,1.3652871752739228,prm15_fix_wcost_re3_c2p1_co2_cut90p_tnt1
Argentina,Uruguay,2035,1.2454081893328113,prm15_fix_wcost_re3_c2p1_co2_cut90p_tnt1
Argentina,Uruguay,2040,1.4442042342207404,prm15_fix_wcost_re3_c2p1_co2_cut90p_tnt1
Argentina,Uruguay,2045,1.750692651712224,prm15_fix_wcost_re3_c2p1_co2_cut90p_tnt1
Argentina,Uruguay,2050,1.7611540922705848,prm15_fix_wcost_re3_c2p1_co2_cut90p_tnt1
Brazil,Paraguay,2020,0.0,prm15_fix_wcost_re3_c2p1_co2_cut90p_tnt1
Brazil,Paraguay,2025,0.0,prm15_fix_wcost_re3_c2p1_co2_cut90p_tnt1
Brazil,Paraguay,2030,0.0,prm15_fix_wcost_re3_c2p1_co2_cut90p_tnt1
Brazil,Paraguay,2035,0.0,prm15_fix_wcost_re3_c2p1_co2_cut90p_tnt1
Brazil,Paraguay,2040,0.0,prm15_fix_wcost_re3_c2p1_co2_cut90p_tnt1
Brazil,Paraguay,2045,0.0,prm15_fix_wcost_re3_c2p1_co2_cut90p_tnt1
Brazil,Paraguay,2050,0.0,prm15_fix_wcost_re3_c2p1_co2_cut90p_tnt1
Brazil,Uruguay,2020,1.465396659258606,prm15_fix_wcost_re3_c2p1_co2_cut90p_tnt1
Brazil,Uruguay,2025,2.0397049524137905,prm15_fix_wcost_re3_c2p1_co2_cut90p_tnt1
Brazil,Uruguay,2030,1.8408053525488421,prm15_fix_wcost_re3_c2p1_co2_cut90p_tnt1
Brazil,Uruguay,2035,2.0153761300742383,prm15_fix_wcost_re3_c2p1_co2_cut90p_tnt1
Brazil,Uruguay,2040,1.8837370732391236,prm15_fix_wcost_re3_c2p1_co2_cut90p_tnt1
Brazil,Uruguay,2045,2.350410811484588,prm15_fix_wcost_re3_c2p1_co2_cut90p_tnt1
Brazil,Uruguay,2050,2.3345847732769527,prm15_fix_wcost_re3_c2p1_co2_cut90p_tnt1
Argentina,Brazil,2020,0.49488007813448603,prm15_fix_wcost_re3_c2p1_tnt1
Argentina,Brazil,2025,0.41806799999999883,prm15_fix_wcost_re3_c2p1_tnt1
Argentina,Brazil,2030,0.47232262323665947,prm15_fix_wcost_re3_c2p1_tnt1
Argentina,Brazil,2035,0.5301926999999994,prm15_fix_wcost_re3_c2p1_tnt1
Argentina,Brazil,2040,0.5099291999999986,prm15_fix_wcost_re3_c2p1_tnt1
