index,period,load_zone,Battery,Biomass,Biomass_new,Coal,Coal_new,Diesel,Diesel_new,Gas,Gas_new,Geothermal,Geothermal_new,Hydro,Hydro_new,Nuclear,Nuclear_new,Solar,Solar_new,Wind,Wind_new,sc_name
21,2040,Brazil,0.0,12.7812,0.0,5.604,0.0,4.297,0.0,16.0133,55.24,,,104.603,25.382,1.99,0.0,2.074,38.768,1.487,20.914638922197796,prm15_wcost_re14_c2p1_t1
22,2040,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,10.284203753062497,0.04,0.0,6.949,0.575,,,3.258,0.0,2.507,0.0,prm15_wcost_re14_c2p1_t1
23,2040,Paraguay,0.0,0.022,0.0,,0.0,0.025,0.0,,0.0,,,8.81,,,,,0.0,,0.0,prm15_wcost_re14_c2p1_t1
24,2040,Uruguay,0.0,0.425,0.0,,0.0,0.084,0.0,1.106,0.0,,,1.538,,,,0.256,1.745195188242027,1.514,2.2617319849725517,prm15_wcost_re14_c2p1_t1
30,2050,Argentina,0.0,0.046,0.0,0.9942000000000001,0.0,1.663,0.0,16.346799999999998,63.324051125271914,,,11.236,2.11,1.755,0.0,0.0,0.5019,0.0,5.769032277127862,prm15_wcost_re14_c2p1_t1
31,2050,Brazil,0.0,11.802200000000001,0.0,4.896,0.0,4.297,0.0,15.9643,69.88613684760455,,,104.603,54.489,1.99,0.0,0.0,98.2613,0.0,64.17231478575975,prm15_wcost_re14_c2p1_t1
32,2050,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,22.887818571428575,0.04,0.0,6.949,0.575,,,0.0,0.0,0.0,0.0,prm15_wcost_re14_c2p1_t1
33,2050,Paraguay,2.3622585635555438,0.022,0.0,,0.0,0.025,0.125,,4.3956916276611375,,,8.81,,,,,2.488623316887592,,0.0,prm15_wcost_re14_c2p1_t1
34,2050,Uruguay,3.6736377010129e-06,0.425,0.0,,0.0,0.084,0.0,1.106,0.6666896916744077,,,1.538,,,,0.0,3.368607936072067,0.0,7.56945213044104,prm15_wcost_re14_c2p1_t1
0,2020,Argentina,0.0,0.046,0.0,4.153,0.0,1.663,0.0,18.654,0.0,,,11.31,0.0,1.755,0.0,0.439,0.0,1.609,0.0,prm15_wcost_re15_c2p1_t1
1,2020,Brazil,0.0,14.0261,0.0,5.856,0.0,4.297,0.0,16.145,0.0,,,104.603,0.0,1.99,0.0,2.074,0.0,1.487,0.0,prm15_wcost_re15_c2p1_t1
2,2020,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,0.0,0.04,0.0,6.949,0.0,,,3.258,0.0,2.507,0.0,prm15_wcost_re15_c2p1_t1
3,2020,Paraguay,0.0,0.022,0.0,,0.0,0.025,0.0,,0.0,,,8.81,,,,,0.0,,0.0,prm15_wcost_re15_c2p1_t1
4,2020,Uruguay,0.0,0.425,0.0,,0.0,0.084,0.0,1.106,0.0,,,1.538,,,,0.256,0.0,1.514,0.0,prm15_wcost_re15_c2p1_t1
10,2030,Argentina,0.0,0.046,0.0,4.153,0.0,1.663,0.0,18.2543,0.0,,,11.31,0.8,1.755,0.0,0.439,0.0,1.609,5.931463456174226,prm15_wcost_re15_c2p1_t1
11,2030,Brazil,0.0,13.3007,0.0,5.856,0.0,4.297,0.0,16.115,20.685610662007733,,,104.603,13.077,1.99,0.0,2.074,5.726473759039649,1.487,27.693,prm15_wcost_re15_c2p1_t1
12,2030,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,2.680087836917561,0.04,0.0,6.949,0.275,,,3.258,0.0,2.507,0.0,prm15_wcost_re15_c2p1_t1
13,2030,Paraguay,0.5082599999999998,0.022,0.0,,0.0,0.025,0.0,,0.0,,,8.81,,,,,0.0,,0.0,prm15_wcost_re15_c2p1_t1
14,2030,Uruguay,0.0,0.425,0.0,,0.0,0.084,0.0,1.106,0.0,,,1.538,,,,0.256,0.0,1.514,0.0,prm15_wcost_re15_c2p1_t1
20,2040,Argentina,0.0,0.046,0.0,2.9764,0.0,1.663,0.0,18.2543,17.336363908761083,,,11.31,1.171,1.755,0.0,0.439,0.0,1.609,5.931463456174226,prm15_wcost_re15_c2p1_t1
21,2040,Brazil,0.0,12.7812,0.0,5.604,0.0,4.297,0.0,16.0133,52.66453311115508,,,104.603,25.382,1.99,0.0,2.074,19.809761237260165,1.487,32.664,prm15_wcost_re15_c2p1_t1
22,2040,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,10.853728831417627,0.04,0.0,6.949,0.575,,,3.258,0.0,2.507,0.0,prm15_wcost_re15_c2p1_t1
23,2040,Paraguay,0.0,0.022,0.0,,0.0,0.025,0.0,,0.0,,,8.81,,,,,0.0,,0.0,prm15_wcost_re15_c2p1_t1
24,2040,Uruguay,0.0,0.425,0.0,,0.0,0.084,0.0,1.106,0.0,,,1.538,,,,0.256,1.2690991591884722,1.514,2.362929733154967,prm15_wcost_re15_c2p1_t1
30,2050,Argentina,0.0,0.046,0.0,0.9942000000000001,0.0,1.663,0.0,16.346799999999998,66.04617508562151,,,11.236,2.11,1.755,0.0,0.0,0.0,0.0,5.931463456174226,prm15_wcost_re15_c2p1_t1
31,2050,Brazil,0.0,11.802200000000001,0.0,4.896,0.0,4.297,0.0,15.9643,69.08380880454179,,,104.603,54.489,1.99,0.0,0.0,82.6265,0.0,72.177,prm15_wcost_re15_c2p1_t1
32,2050,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,20.48024847651777,0.04,0.0,6.949,0.575,,,0.0,0.0,0.0,0.0,prm15_wcost_re15_c2p1_t1
33,2050,Paraguay,2.4508223580495936,0.022,0.0,,0.0,0.025,0.125,,4.291953847944824,,,8.81,,,,,2.5766455137320907,,0.14435510258146322,prm15_wcost_re15_c2p1_t1
34,2050,Uruguay,0.12483868642729495,0.425,0.0,,0.0,0.084,0.0,1.106,0.0,,,1.538,,,,0.0,3.067755049043202,0.0,7.616403368421052,prm15_wcost_re15_c2p1_t1
0,2020,Argentina,0.0,0.046,0.0,4.153,0.0,1.663,0.0,18.654,0.0,,,11.31,0.0,1.755,0.0,0.439,0.0,1.609,0.0,prm15_wcost_re16_c2p1_t1
1,2020,Brazil,0.0,14.0261,0.0,5.856,0.0,4.297,0.0,16.145,0.0,,,104.603,0.0,1.99,0.0,2.074,0.0,1.487,0.0,prm15_wcost_re16_c2p1_t1
2,2020,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,0.0,0.04,0.0,6.949,0.0,,,3.258,0.0,2.507,0.0,prm15_wcost_re16_c2p1_t1
3,2020,Paraguay,0.0,0.022,0.0,,0.0,0.025,0.0,,0.0,,,8.81,,,,,0.0,,0.0,prm15_wcost_re16_c2p1_t1
4,2020,Uruguay,0.0,0.425,0.0,,0.0,0.084,0.0,1.106,0.0,,,1.538,,,,0.256,0.0,1.514,0.0,prm15_wcost_re16_c2p1_t1
10,2030,Argentina,0.0,0.046,0.0,4.153,0.0,1.663,0.0,18.2543,0.0,,,11.31,0.8,1.755,0.0,0.439,0.0,1.609,5.790702143694784,prm15_wcost_re16_c2p1_t1
11,2030,Brazil,0.0,13.3007,0.0,5.856,0.0,4.297,0.0,16.115,17.253086569629648,,,104.603,13.077,1.99,0.0,2.074,1.7589,1.487,33.117,prm15_wcost_re16_c2p1_t1
12,2030,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,2.680087836917561,0.04,0.0,6.949,0.275,,,3.258,0.0,2.507,0.0,prm15_wcost_re16_c2p1_t1
13,2030,Paraguay,0.5082599999999998,0.022,0.0,,0.0,0.025,0.0,,0.0,,,8.81,,,,,0.0,,0.0,prm15_wcost_re16_c2p1_t1
14,2030,Uruguay,0.0,0.425,0.0,,0.0,0.084,0.0,1.106,0.0,,,1.538,,,,0.256,0.0,1.514,0.0702316548944067,prm15_wcost_re16_c2p1_t1
20,2040,Argentina,0.0,0.046,0.0,2.9764,0.0,1.663,0.0,18.2543,14.193064905556856,,,11.31,1.171,1.755,0.0,0.439,0.0,1.609,8.318068708627894,prm15_wcost_re16_c2p1_t1
21,2040,Brazil,0.0,12.7812,0.0,5.604,0.0,4.297,0.0,16.0133,42.57890928507888,,,104.603,36.829,1.99,0.0,2.074,8.2518,1.487,51.62922153172856,prm15_wcost_re16_c2p1_t1
22,2040,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,9.949952990681005,0.04,0.0,6.949,0.575,,,3.258,0.0,2.507,0.0,prm15_wcost_re16_c2p1_t1
23,2040,Paraguay,0.0,0.022,0.0,,0.0,0.025,0.0,,0.0,,,8.81,,,,,0.0,,0.0,prm15_wcost_re16_c2p1_t1
24,2040,Uruguay,0.0,0.425,0.0,,0.0,0.084,0.0,1.106,0.0,,,1.538,,,,0.256,0.6685362684224635,1.514,2.496692309109332,prm15_wcost_re16_c2p1_t1
30,2050,Argentina,0.0,0.046,0.0,0.9942000000000001,0.0,1.663,0.0,16.346799999999998,73.4086572825856,,,11.236,2.11,1.755,0.0,0.0,0.0,0.0,8.318068708627894,prm15_wcost_re16_c2p1_t1
31,2050,Brazil,0.0,11.802200000000001,0.0,4.896,0.0,4.297,0.0,15.9643,62.8203095582431,,,104.603,50.905,1.99,0.0,0.0,54.0415,0.0,95.58268241786799,prm15_wcost_re16_c2p1_t1
32,2050,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,19.8472907948718,0.04,0.0,6.949,0.575,,,0.0,0.0,0.0,0.0,prm15_wcost_re16_c2p1_t1
33,2050,Paraguay,3.420621279621019,0.022,0.0,,0.0,0.025,0.125,,3.0667573160514596,,,8.81,,,,,3.7005,,1.8407077973988766,prm15_wcost_re16_c2p1_t1
34,2050,Uruguay,0.09803266340158798,0.425,0.0,,0.0,0.084,0.0,1.106,0.0,,,1.538,,,,0.0,2.7487158631636572,0.0,7.329189917907082,prm15_wcost_re16_c2p1_t1
0,2020,Argentina,0.0,0.046,0.0,4.153,0.0,1.663,0.0,18.654,0.0,,,11.31,0.0,1.755,0.0,0.439,0.0,1.609,0.0,prm15_wcost_re17_c2p1_t1
1,2020,Brazil,0.0,14.0261,0.0,5.856,0.0,4.297,0.0,16.145,0.0,,,104.603,0.0,1.99,0.0,2.074,0.0,1.487,0.0,prm15_wcost_re17_c2p1_t1
2,2020,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,0.0,0.04,0.0,6.949,0.0,,,3.258,0.0,2.507,0.0,prm15_wcost_re17_c2p1_t1
3,2020,Paraguay,0.0,0.022,0.0,,0.0,0.025,0.0,,0.0,,,8.81,,,,,0.0,,0.0,prm15_wcost_re17_c2p1_t1
4,2020,Uruguay,0.0,0.425,0.0,,0.0,0.084,0.0,1.106,0.0,,,1.538,,,,0.256,0.0,1.514,0.0,prm15_wcost_re17_c2p1_t1
10,2030,Argentina,0.0,0.046,0.0,4.153,0.0,1.663,0.0,18.2543,0.0,,,11.31,0.8,1.755,0.0,0.439,0.0,1.609,5.921185416290466,prm15_wcost_re17_c2p1_t1
11,2030,Brazil,0.0,13.3007,0.0,5.856,0.0,4.297,0.0,16.115,20.85151081182531,,,104.603,13.077,1.99,0.0,2.074,2.8899,1.487,28.27063701532886,prm15_wcost_re17_c2p1_t1
12,2030,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,2.680087836917562,0.04,0.0,6.949,0.275,,,3.258,0.0,2.507,0.0,prm15_wcost_re17_c2p1_t1
13,2030,Paraguay,0.5082599999999998,0.022,0.0,,0.0,0.025,0.0,,0.0,,,8.81,,,,,0.0,,0.0,prm15_wcost_re17_c2p1_t1
14,2030,Uruguay,0.0,0.425,0.0,,0.0,0.084,0.0,1.106,0.0,,,1.538,,,,0.256,0.0,1.514,0.0,prm15_wcost_re17_c2p1_t1
20,2040,Argentina,0.0,0.046,0.0,2.9764,0.0,1.663,0.0,18.2543,17.4392381509062,,,11.31,1.171,1.755,0.0,0.439,0.0,1.609,5.921185416290466,prm15_wcost_re17_c2p1_t1
21,2040,Brazil,0.0,12.7812,0.0,5.604,0.0,4.297,0.0,16.0133,52.563534851065356,,,104.603,25.382,1.99,0.0,2.074,18.748871374664617,1.487,32.664,prm15_wcost_re17_c2p1_t1
22,2040,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,10.853728831417628,0.04,0.0,6.949,0.575,,,3.258,0.0,2.507,0.0,prm15_wcost_re17_c2p1_t1
23,2040,Paraguay,0.0,0.022,0.0,,0.0,0.025,0.0,,0.0,,,8.81,,,,,0.0,,0.0,prm15_wcost_re17_c2p1_t1
24,2040,Uruguay,0.0,0.425,0.0,,0.0,0.084,0.0,1.106,0.0,,,1.538,,,,0.256,1.1876269322042952,1.514,2.358199916595528,prm15_wcost_re17_c2p1_t1
30,2050,Argentina,0.0,0.046,0.0,0.9942000000000001,0.0,1.663,0.0,16.346799999999998,72.12597121149744,,,11.236,2.11,1.755,0.0,0.0,0.0,0.0,5.921185416290466,prm15_wcost_re17_c2p1_t1
31,2050,Brazil,0.0,11.802200000000001,0.0,4.896,0.0,4.297,0.0,15.9643,62.90505024707491,,,104.603,54.489,1.99,0.0,0.0,80.84552113893226,0.0,81.609,prm15_wcost_re17_c2p1_t1
32,2050,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,19.409818571428573,0.04,0.0,6.949,0.575,,,0.0,0.0,0.0,0.0,prm15_wcost_re17_c2p1_t1
33,2050,Paraguay,2.450344299444132,0.022,0.0,,0.0,0.025,0.125,,4.29061029041554,,,8.81,,,,,2.5778707038930686,,0.14451832886240393,prm15_wcost_re17_c2p1_t1
34,2050,Uruguay,0.12501126943084448,0.425,0.0,,0.0,0.084,0.0,1.106,0.0,,,1.538,,,,0.0,3.006004694077064,0.0,7.5628491405141,prm15_wcost_re17_c2p1_t1
0,2020,Argentina,0.0,0.046,0.0,4.153,0.0,1.663,0.0,18.654,0.0,,,11.31,0.0,1.755,0.0,0.439,0.0,1.609,0.0,prm15_wcost_re18_c2p1_t1
1,2020,Brazil,0.0,14.0261,0.0,5.856,0.0,4.297,0.0,16.145,0.0,,,104.603,0.0,1.99,0.0,2.074,0.0,1.487,0.0,prm15_wcost_re18_c2p1_t1
2,2020,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,0.0,0.04,0.0,6.949,0.0,,,3.258,0.0,2.507,0.0,prm15_wcost_re18_c2p1_t1
3,2020,Paraguay,0.0,0.022,0.0,,0.0,0.025,0.0,,0.0,,,8.81,,,,,0.0,,0.0,prm15_wcost_re18_c2p1_t1
4,2020,Uruguay,0.0,0.425,0.0,,0.0,0.084,0.0,1.106,0.0,,,1.538,,,,0.256,0.0,1.514,0.0,prm15_wcost_re18_c2p1_t1
10,2030,Argentina,0.0,0.046,0.0,4.153,0.0,1.663,0.0,18.2543,3.268756159807489,,,11.31,0.8,1.755,0.0,0.439,1.3618245957191029,1.609,1.452,prm15_wcost_re18_c2p1_t1
11,2030,Brazil,0.0,13.3007,0.0,5.856,0.0,4.297,0.0,16.115,27.26090195468839,,,104.603,13.077,1.99,0.0,2.074,23.72789671310344,1.487,10.36758056960585,prm15_wcost_re18_c2p1_t1
12,2030,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,2.6800878369175596,0.04,0.0,6.949,0.275,,,3.258,0.0,2.507,0.0,prm15_wcost_re18_c2p1_t1
13,2030,Paraguay,0.5082599999999998,0.022,0.0,,0.0,0.025,0.0,,0.0,,,8.81,,,,,0.0,,0.0,prm15_wcost_re18_c2p1_t1
14,2030,Uruguay,0.0,0.425,0.0,,0.0,0.084,0.0,1.106,0.0,,,1.538,,,,0.256,0.1603009483206824,1.514,0.0,prm15_wcost_re18_c2p1_t1
20,2040,Argentina,0.0,0.046,0.0,2.9764,0.0,1.663,0.0,18.2543,19.679811008183336,,,11.31,1.171,1.755,0.0,0.439,1.3618245957191029,1.609,1.452,prm15_wcost_re18_c2p1_t1
21,2040,Brazil,0.0,12.7812,0.0,5.604,0.0,4.297,0.0,16.0133,54.24810800957192,,,104.603,25.382,1.99,0.0,2.074,58.50614169781201,1.487,14.208,prm15_wcost_re18_c2p1_t1
22,2040,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,9.856505982244673,0.04,0.0,6.949,0.575,,,3.258,0.0,2.507,0.0,prm15_wcost_re18_c2p1_t1
23,2040,Paraguay,0.0,0.022,0.0,,0.0,0.025,0.0,,0.0,,,8.81,,,,,0.0,,0.0,prm15_wcost_re18_c2p1_t1
24,2040,Uruguay,0.0,0.425,0.0,,0.0,0.084,0.0,1.106,0.0,,,1.538,,,,0.256,2.1626433232039455,1.514,1.86,prm15_wcost_re18_c2p1_t1
30,2050,Argentina,0.0,0.046,0.0,0.9942000000000001,0.0,1.663,0.0,16.346799999999998,58.59040080294767,,,11.236,2.11,1.755,0.0,0.0,1.3618245957191029,0.0,1.452,prm15_wcost_re18_c2p1_t1
31,2050,Brazil,0.0,11.802200000000001,0.0,4.896,0.0,4.297,0.0,15.9643,80.725,,,104.603,54.489,1.99,0.0,0.0,109.5835,0.0,49.41,prm15_wcost_re18_c2p1_t1
32,2050,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,19.40981857142858,0.04,0.0,6.949,0.575,,,0.0,0.0,0.0,0.0,prm15_wcost_re18_c2p1_t1
33,2050,Paraguay,2.3622585635555406,0.022,0.0,,0.0,0.025,0.125,,4.395691627661139,,,8.81,,,,,2.4886233168875918,,0.0,prm15_wcost_re18_c2p1_t1
34,2050,Uruguay,0.020007142629892918,0.425,0.0,,0.0,0.084,0.0,1.106,0.38582332555165155,,,1.538,,,,0.0,3.628520595912104,0.0,7.717999729802756,prm15_wcost_re18_c2p1_t1
0,2020,Argentina,0.0,0.046,0.0,4.153,0.0,1.663,0.0,18.654,0.0,,,11.31,0.0,1.755,0.0,0.439,0.0,1.609,0.0,prm15_wcost_re19_c2p1_t1
1,2020,Brazil,0.0,14.0261,0.0,5.856,0.0,4.297,0.0,16.145,0.0,,,104.603,0.0,1.99,0.0,2.074,0.0,1.487,0.0,prm15_wcost_re19_c2p1_t1
2,2020,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,0.0,0.04,0.0,6.949,0.0,,,3.258,0.0,2.507,0.0,prm15_wcost_re19_c2p1_t1
3,2020,Paraguay,0.0,0.022,0.0,,0.0,0.025,0.0,,0.0,,,8.81,,,,,0.0,,0.0,prm15_wcost_re19_c2p1_t1
4,2020,Uruguay,0.0,0.425,0.0,,0.0,0.084,0.0,1.106,0.0,,,1.538,,,,0.256,0.0,1.514,0.0,prm15_wcost_re19_c2p1_t1
10,2030,Argentina,0.0,0.046,0.0,4.153,0.0,1.663,0.0,18.2543,2.9984884646801846,,,11.31,0.8,1.755,0.0,0.439,1.8683083106052807,1.609,1.4917352227069245,prm15_wcost_re19_c2p1_t1
11,2030,Brazil,0.0,13.3007,0.0,5.856,0.0,4.297,0.0,16.115,28.043159640453908,,,104.603,13.077,1.99,0.0,2.074,25.643116793206598,1.487,8.532,prm15_wcost_re19_c2p1_t1
12,2030,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,2.680087836917561,0.04,0.0,6.949,0.275,,,3.258,0.0,2.507,0.0,prm15_wcost_re19_c2p1_t1
13,2030,Paraguay,0.5082599999999998,0.022,0.0,,0.0,0.025,0.0,,0.0,,,8.81,,,,,0.0,,0.0,prm15_wcost_re19_c2p1_t1
14,2030,Uruguay,0.0,0.425,0.0,,0.0,0.084,0.0,1.106,0.0,,,1.538,,,,0.256,0.1603009483206825,1.514,0.0,prm15_wcost_re19_c2p1_t1
20,2040,Argentina,0.0,0.046,0.0,2.9764,0.0,1.663,0.0,18.2543,19.338647082234672,,,11.31,1.171,1.755,0.0,0.439,1.8683083106052807,1.609,1.4917352227069245,prm15_wcost_re19_c2p1_t1
21,2040,Brazil,0.0,12.7812,0.0,5.604,0.0,4.297,0.0,16.0133,55.24,,,104.603,25.382,1.99,0.0,2.074,65.0411,1.487,9.928796552210065,prm15_wcost_re19_c2p1_t1
22,2040,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,9.742834866666666,0.04,0.0,6.949,0.575,,,3.258,0.0,2.507,0.0,prm15_wcost_re19_c2p1_t1
23,2040,Paraguay,0.0,0.022,0.0,,0.0,0.025,0.0,,0.0,,,8.81,,,,,0.0,,0.0,prm15_wcost_re19_c2p1_t1
24,2040,Uruguay,0.0,0.425,0.0,,0.0,0.084,0.0,1.106,0.0,,,1.538,,,,0.256,2.2097013025078462,1.514,1.8030126338718167,prm15_wcost_re19_c2p1_t1
30,2050,Argentina,0.0,0.046,0.0,0.9942000000000001,0.0,1.663,0.0,16.346799999999998,57.20853086689405,,,11.236,2.11,1.755,0.0,0.0,1.8683083106052807,0.0,1.4917352227069245,prm15_wcost_re19_c2p1_t1
31,2050,Brazil,0.0,11.802200000000001,0.0,4.896,0.0,4.297,0.0,15.9643,80.725,,,104.603,54.489,1.99,0.0,0.0,109.5835,0.0,47.649,prm15_wcost_re19_c2p1_t1
32,2050,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,21.38011857142857,0.04,0.0,6.949,0.575,,,0.0,0.0,0.0,0.0,prm15_wcost_re19_c2p1_t1
33,2050,Paraguay,2.362258563555541,0.022,0.0,,0.0,0.025,0.125,,4.395691627661139,,,8.81,,,,,2.488623316887591,,0.0,prm15_wcost_re19_c2p1_t1
34,2050,Uruguay,0.04928006718703613,0.425,0.0,,0.0,0.084,0.0,1.106,0.0,,,1.538,,,,0.0,3.853095773447498,0.0,7.5842272034820475,prm15_wcost_re19_c2p1_t1
0,2020,Argentina,0.0,0.046,0.0,4.153,0.0,1.663,0.0,18.654,0.0,,,11.31,0.0,1.755,0.0,0.439,0.0,1.609,0.0,prm15_wcost_re20_c2p1_t1
1,2020,Brazil,0.0,14.0261,0.0,5.856,0.0,4.297,0.0,16.145,0.0,,,104.603,0.0,1.99,0.0,2.074,0.0,1.487,0.0,prm15_wcost_re20_c2p1_t1
2,2020,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,0.0,0.04,0.0,6.949,0.0,,,3.258,0.0,2.507,0.0,prm15_wcost_re20_c2p1_t1
3,2020,Paraguay,0.0,0.022,0.0,,0.0,0.025,0.0,,0.0,,,8.81,,,,,0.0,,0.0,prm15_wcost_re20_c2p1_t1
4,2020,Uruguay,0.0,0.425,0.0,,0.0,0.084,0.0,1.106,0.0,,,1.538,,,,0.256,0.0,1.514,0.0,prm15_wcost_re20_c2p1_t1
10,2030,Argentina,0.0,0.046,0.0,4.153,0.0,1.663,0.0,18.2543,0.0,,,11.31,0.8,1.755,0.0,0.439,0.0,1.609,5.734887281672135,prm15_wcost_re20_c2p1_t1
11,2030,Brazil,0.0,13.3007,0.0,5.856,0.0,4.297,0.0,16.115,11.072213866666702,,,104.603,11.585,1.99,0.0,2.074,0.0,1.487,43.758,prm15_wcost_re20_c2p1_t1
12,2030,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,2.6800878369175596,0.04,0.0,6.949,0.275,,,3.258,0.0,2.507,0.0,prm15_wcost_re20_c2p1_t1
13,2030,Paraguay,0.5082599999999998,0.022,0.0,,0.0,0.025,0.0,,0.0,,,8.81,,,,,0.0,,0.0,prm15_wcost_re20_c2p1_t1
14,2030,Uruguay,0.0,0.425,0.0,,0.0,0.084,0.0,1.106,0.0,,,1.538,,,,0.256,0.0,1.514,0.06685600159606787,prm15_wcost_re20_c2p1_t1
20,2040,Argentina,0.0,0.046,0.0,2.9764,0.0,1.663,0.0,18.2543,16.24281570708559,,,11.31,1.171,1.755,0.0,0.439,0.0,1.609,5.987740360452776,prm15_wcost_re20_c2p1_t1
21,2040,Brazil,0.0,12.7812,0.0,5.604,0.0,4.297,0.0,16.0133,39.56346091885122,,,104.603,37.162,1.99,0.0,2.074,0.0,1.487,58.391399081023586,prm15_wcost_re20_c2p1_t1
22,2040,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,10.020494552046781,0.04,0.0,6.949,0.575,,,3.258,0.0,2.507,0.0,prm15_wcost_re20_c2p1_t1
23,2040,Paraguay,0.0,0.022,0.0,,0.0,0.025,0.0,,0.0,,,8.81,,,,,0.0,,0.0,prm15_wcost_re20_c2p1_t1
24,2040,Uruguay,0.0,0.425,0.0,,0.0,0.084,0.0,1.106,0.0,,,1.538,,,,0.256,0.33550669511645825,1.514,2.562091134654445,prm15_wcost_re20_c2p1_t1
30,2050,Argentina,0.0,0.046,0.0,0.9942000000000001,0.0,1.663,0.0,16.346799999999998,69.96769140512797,,,11.236,2.11,1.755,0.0,0.0,0.0,0.0,12.75,prm15_wcost_re20_c2p1_t1
31,2050,Brazil,0.0,11.802200000000001,0.0,4.896,0.0,4.297,0.0,15.9643,62.600004629557965,,,104.603,50.635,1.99,0.0,0.0,18.1614,0.0,116.14694076827864,prm15_wcost_re20_c2p1_t1
32,2050,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,20.931846730158732,0.04,0.0,6.949,0.575,,,0.0,0.0,0.0,0.0,prm15_wcost_re20_c2p1_t1
33,2050,Paraguay,3.172356358617132,0.022,0.0,,0.0,0.025,0.125,,3.1113221555739297,,,8.81,,,,,3.5633164188517275,,1.8403347537687444,prm15_wcost_re20_c2p1_t1
34,2050,Uruguay,0.04212904365631104,0.425,0.0,,0.0,0.084,0.0,1.106,0.0,,,1.538,,,,0.0,2.4636679151903427,0.0,7.183921896415075,prm15_wcost_re20_c2p1_t1
0,2020,Argentina,0.0,0.046,0.0,4.153,0.0,1.663,0.0,18.654,0.0,,,11.31,0.0,1.755,0.0,0.439,0.0,1.609,0.0,prm15_wcost_re1_c2p1_co2_cut90p_t1
1,2020,Brazil,0.0,14.0261,0.0,5.856,0.0,4.297,0.0,16.145,0.0,,,104.603,0.0,1.99,0.0,2.074,0.0,1.487,0.0,prm15_wcost_re1_c2p1_co2_cut90p_t1
2,2020,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,0.0,0.04,0.0,6.949,0.0,,,3.258,0.0,2.507,0.0,prm15_wcost_re1_c2p1_co2_cut90p_t1
3,2020,Paraguay,0.0,0.022,0.0,,0.0,0.025,0.0,,0.0,,,8.81,,,,,0.0,,0.0,prm15_wcost_re1_c2p1_co2_cut90p_t1
4,2020,Uruguay,0.0,0.425,0.0,,0.0,0.084,0.0,1.106,0.0,,,1.538,,,,0.256,0.0,1.514,0.0,prm15_wcost_re1_c2p1_co2_cut90p_t1
10,2030,Argentina,0.0,0.046,0.0,4.153,0.0,1.663,0.0,18.2543,0.0,,,11.31,0.8,1.755,0.0,0.439,6.1871,1.609,5.61473378559215,prm15_wcost_re1_c2p1_co2_cut90p_t1
11,2030,Brazil,0.0,13.3007,0.0,5.856,0.0,4.297,0.0,16.115,6.830449919033593,,,104.603,13.077,1.99,0.0,2.074,35.788272048048334,1.487,28.812979204783908,prm15_wcost_re1_c2p1_co2_cut90p_t1
12,2030,Chile,0.0,0.472,0.0,4.6,0.0,1.4040000000000001,0.0,6.916,2.715950957169332,0.04,0.0,6.949,0.575,,,3.258,4.612057141873659,2.507,0.0,prm15_wcost_re1_c2p1_co2_cut90p_t1
13,2030,Paraguay,0.5082599999999998,0.022,0.0,,0.0,0.025,0.0,,0.0,,,8.81,,,,,0.0,,0.0,prm15_wcost_re1_c2p1_co2_cut90p_t1
