period,load_zone,scs,scs_id,emis_policy,exist_trd,fixed_pv,capacity_cost,op_char,turbine,group
2020,Chile,Vestas V90 2000 Single-Axis,prm15_wcost_re1_c2p1_tn,False,False,False,752655864.8630137,246,246,1.0
2020,Chile,Vestas V90 3000 Fixed,prm15_wcost_re13_c2p1_tn,False,False,True,752655864.8630137,3198,738,2.0
2020,Chile,Vestas V90 3000 Single-Axis,prm15_wcost_re3_c2p1_tn,False,False,False,752655864.8630137,738,738,1.0
2020,Paraguay,Emission cut 90% Enercon E101 3000 Fixed,prm15_wcost_re20_c2p1_co2_cut90p_tn,True,False,True,3046485.205479452,2820,1410,6.0
2020,Paraguay,Emission cut 90% Enercon E101 3000 Single-Axis,prm15_wcost_re10_c2p1_co2_cut90p_tn,True,False,False,3046485.205479452,1410,1410,5.0
2020,Paraguay,Emission cut 90% Enercon E126 7000 Fixed,prm15_wcost_re19_c2p1_co2_cut90p_tn,True,False,True,3046485.205479452,2679,1269,6.0
2020,Paraguay,Emission cut 90% Enercon E126 7000 Single-Axis,prm15_wcost_re9_c2p1_co2_cut90p_tn,True,False,False,3046485.205479452,1269,1269,5.0
2020,Paraguay,Emission cut 90% GE 1.5sle Fixed,prm15_wcost_re17_c2p1_co2_cut90p_tn,True,False,True,3046485.205479452,2397,987,6.0
2020,Paraguay,Emission cut 90% GE 1.5sle Single-Axis,prm15_wcost_re7_c2p1_co2_cut90p_tn,True,False,False,3046485.205479452,987,987,5.0
2020,Paraguay,Emission cut 90% GE 2.5xl Fixed,prm15_wcost_re16_c2p1_co2_cut90p_tn,True,False,True,3046485.205479452,2256,846,6.0
2020,Paraguay,Emission cut 90% GE 2.5xl Single-Axis,prm15_wcost_re6_c2p1_co2_cut90p_tn,True,False,False,3046485.205479452,846,846,5.0
2020,Paraguay,Emission cut 90% Gamesa G80 2000 Fixed,prm15_wcost_re18_c2p1_co2_cut90p_tn,True,False,True,3046485.205479452,2538,1128,6.0
2020,Paraguay,Emission cut 90% Gamesa G80 2000 Single-Axis,prm15_wcost_re8_c2p1_co2_cut90p_tn,True,False,False,3046485.205479452,1128,1128,5.0
2020,Paraguay,Emission cut 90% Siemens SWT 2.3 93 Fixed,prm15_wcost_re15_c2p1_co2_cut90p_tn,True,False,True,3046485.205479452,2115,705,6.0
2020,Paraguay,Emission cut 90% Siemens SWT 2.3 93 Single-Axis,prm15_wcost_re5_c2p1_co2_cut90p_tn,True,False,False,3046485.205479452,705,705,5.0
2020,Paraguay,Emission cut 90% Siemens SWT 3.6 107 Fixed,prm15_wcost_re14_c2p1_co2_cut90p_tn,True,False,True,3046485.205479452,1974,564,6.0
2020,Paraguay,Emission cut 90% Siemens SWT 3.6 107 Single-Axis,prm15_wcost_re4_c2p1_co2_cut90p_tn,True,False,False,3046485.205479452,564,564,5.0
2020,Paraguay,Emission cut 90% Vestas V164 7000 Fixed,prm15_wcost_re12_c2p1_co2_cut90p_tn,True,False,True,3046485.205479452,1692,282,6.0
2020,Paraguay,Emission cut 90% Vestas V164 7000 Single-Axis,prm15_wcost_re2_c2p1_co2_cut90p_tn,True,False,False,3046485.205479452,282,282,5.0
2020,Paraguay,Emission cut 90% Vestas V90 2000 Fixed,prm15_wcost_re11_c2p1_co2_cut90p_tn,True,False,True,3046485.205479452,1551,141,6.0
2020,Paraguay,Emission cut 90% Vestas V90 2000 Single-Axis,prm15_wcost_re1_c2p1_co2_cut90p_tn,True,False,False,3046485.205479452,141,141,5.0
2020,Paraguay,Emission cut 90% Vestas V90 3000 Fixed,prm15_wcost_re13_c2p1_co2_cut90p_tn,True,False,True,3046485.205479452,1833,423,6.0
2020,Paraguay,Emission cut 90% Vestas V90 3000 Single-Axis,prm15_wcost_re3_c2p1_co2_cut90p_tn,True,False,False,3046485.205479452,423,423,5.0
2020,Paraguay,Enercon E101 3000 Fixed,prm15_wcost_re20_c2p1_tn,False,False,True,3046485.205479452,2820,1410,2.0
2020,Paraguay,Enercon E101 3000 Single-Axis,prm15_wcost_re10_c2p1_tn,False,False,False,3046485.205479452,1410,1410,1.0
2020,Paraguay,Enercon E126 7000 Fixed,prm15_wcost_re19_c2p1_tn,False,False,True,3046485.205479452,2679,1269,2.0
2020,Paraguay,Enercon E126 7000 Single-Axis,prm15_wcost_re9_c2p1_tn,False,False,False,3046485.205479452,1269,1269,1.0
2020,Paraguay,GE 1.5sle Fixed,prm15_wcost_re17_c2p1_tn,False,False,True,3046485.205479452,2397,987,2.0
2020,Paraguay,GE 1.5sle Single-Axis,prm15_wcost_re7_c2p1_tn,False,False,False,3046485.205479452,987,987,1.0
2020,Paraguay,GE 2.5xl Fixed,prm15_wcost_re16_c2p1_tn,False,False,True,3046485.205479452,2256,846,2.0
2020,Paraguay,GE 2.5xl Single-Axis,prm15_wcost_re6_c2p1_tn,False,False,False,3046485.205479452,846,846,1.0
2020,Paraguay,Gamesa G80 2000 Fixed,prm15_wcost_re18_c2p1_tn,False,False,True,3046485.205479452,2538,1128,2.0
2020,Paraguay,Gamesa G80 2000 Single-Axis,prm15_wcost_re8_c2p1_tn,False,False,False,3046485.205479452,1128,1128,1.0
2020,Paraguay,Siemens SWT 2.3 93 Fixed,prm15_wcost_re15_c2p1_tn,False,False,True,3046485.205479452,2115,705,2.0
2020,Paraguay,Siemens SWT 2.3 93 Single-Axis,prm15_wcost_re5_c2p1_tn,False,False,False,3046485.205479452,705,705,1.0
2020,Paraguay,Siemens SWT 3.6 107 Fixed,prm15_wcost_re14_c2p1_tn,False,False,True,3046485.205479452,1974,564,2.0
2020,Paraguay,Siemens SWT 3.6 107 Single-Axis,prm15_wcost_re4_c2p1_tn,False,False,False,3046485.205479452,564,564,1.0
2020,Paraguay,Vestas V164 7000 Fixed,prm15_wcost_re12_c2p1_tn,False,False,True,3046485.205479452,1692,282,2.0
2020,Paraguay,Vestas V164 7000 Single-Axis,prm15_wcost_re2_c2p1_tn,False,False,False,3046485.205479452,282,282,1.0
2020,Paraguay,Vestas V90 2000 Fixed,prm15_wcost_re11_c2p1_tn,False,False,True,3046485.205479452,1551,141,2.0
2020,Paraguay,Vestas V90 2000 Single-Axis,prm15_wcost_re1_c2p1_tn,False,False,False,3046485.205479452,141,141,1.0
2020,Paraguay,Vestas V90 3000 Fixed,prm15_wcost_re13_c2p1_tn,False,False,True,3046485.205479452,1833,423,2.0
2020,Paraguay,Vestas V90 3000 Single-Axis,prm15_wcost_re3_c2p1_tn,False,False,False,3046485.205479452,423,423,1.0
2020,Uruguay,Emission cut 90% Enercon E101 3000 Fixed,prm15_wcost_re20_c2p1_co2_cut90p_tn,True,False,True,154103578.15068492,2920,1460,6.0
2020,Uruguay,Emission cut 90% Enercon E101 3000 Single-Axis,prm15_wcost_re10_c2p1_co2_cut90p_tn,True,False,False,154103578.15068492,1460,1460,5.0
2020,Uruguay,Emission cut 90% Enercon E126 7000 Fixed,prm15_wcost_re19_c2p1_co2_cut90p_tn,True,False,True,154103578.15068492,2774,1314,6.0
2020,Uruguay,Emission cut 90% Enercon E126 7000 Single-Axis,prm15_wcost_re9_c2p1_co2_cut90p_tn,True,False,False,154103578.15068492,1314,1314,5.0
2020,Uruguay,Emission cut 90% GE 1.5sle Fixed,prm15_wcost_re17_c2p1_co2_cut90p_tn,True,False,True,154103578.15068492,2482,1022,6.0
