scs_id,tech,capacity_cost
prm15_wcost_re11_c2p1_tn,Nuclear,0.0
prm15_wcost_re11_c2p1_tn,Solar,1723729417.9708521
prm15_wcost_re11_c2p1_tn,Wind,19495591818.476112
prm15_wcost_re12_c2p1_tn,Battery,0.0
prm15_wcost_re12_c2p1_tn,Biomass,1567608409.4794521
prm15_wcost_re12_c2p1_tn,Fossil,17978067922.090385
prm15_wcost_re12_c2p1_tn,Geothermal,0.0
prm15_wcost_re12_c2p1_tn,Hydro,8396235709.858929
prm15_wcost_re12_c2p1_tn,Nuclear,0.0
prm15_wcost_re12_c2p1_tn,Solar,7268943287.281427
prm15_wcost_re12_c2p1_tn,Wind,12680958217.255312
prm15_wcost_re13_c2p1_tn,Battery,0.0
prm15_wcost_re13_c2p1_tn,Biomass,1567608409.4794521
prm15_wcost_re13_c2p1_tn,Fossil,18484280648.80452
prm15_wcost_re13_c2p1_tn,Geothermal,0.0
prm15_wcost_re13_c2p1_tn,Hydro,8396235709.858929
prm15_wcost_re13_c2p1_tn,Nuclear,0.0
prm15_wcost_re13_c2p1_tn,Solar,10043726419.747828
prm15_wcost_re13_c2p1_tn,Wind,6847066844.951395
prm15_wcost_re14_c2p1_tn,Battery,0.0
prm15_wcost_re14_c2p1_tn,Biomass,1567608409.4794521
prm15_wcost_re14_c2p1_tn,Fossil,18074437848.304836
prm15_wcost_re14_c2p1_tn,Geothermal,0.0
prm15_wcost_re14_c2p1_tn,Hydro,8396235709.858929
prm15_wcost_re14_c2p1_tn,Nuclear,0.0
prm15_wcost_re14_c2p1_tn,Solar,8189532839.588278
prm15_wcost_re14_c2p1_tn,Wind,11649235900.920002
prm15_wcost_re15_c2p1_tn,Battery,0.0
prm15_wcost_re15_c2p1_tn,Biomass,1567608409.4794521
prm15_wcost_re15_c2p1_tn,Fossil,17859432906.85575
prm15_wcost_re15_c2p1_tn,Geothermal,0.0
prm15_wcost_re15_c2p1_tn,Hydro,8396235709.858929
prm15_wcost_re15_c2p1_tn,Nuclear,0.0
prm15_wcost_re15_c2p1_tn,Solar,6686598842.836241
prm15_wcost_re15_c2p1_tn,Wind,14119673149.256948
prm15_wcost_re16_c2p1_tn,Battery,0.0
prm15_wcost_re16_c2p1_tn,Biomass,1567608409.4794521
prm15_wcost_re16_c2p1_tn,Fossil,17889832865.698257
prm15_wcost_re16_c2p1_tn,Geothermal,0.0
prm15_wcost_re16_c2p1_tn,Hydro,7869910653.292405
prm15_wcost_re16_c2p1_tn,Nuclear,0.0
prm15_wcost_re16_c2p1_tn,Solar,3884025289.623916
prm15_wcost_re16_c2p1_tn,Wind,17711056619.672394
prm15_wcost_re17_c2p1_tn,Battery,0.0
prm15_wcost_re17_c2p1_tn,Biomass,1567608409.4794521
prm15_wcost_re17_c2p1_tn,Fossil,17758636902.679996
prm15_wcost_re17_c2p1_tn,Geothermal,0.0
prm15_wcost_re17_c2p1_tn,Hydro,8396235709.858929
prm15_wcost_re17_c2p1_tn,Nuclear,0.0
prm15_wcost_re17_c2p1_tn,Solar,6341333592.54677
prm15_wcost_re17_c2p1_tn,Wind,15404445237.492773
prm15_wcost_re18_c2p1_tn,Battery,0.0
prm15_wcost_re18_c2p1_tn,Biomass,1567608409.4794521
prm15_wcost_re18_c2p1_tn,Fossil,18374614334.741898
prm15_wcost_re18_c2p1_tn,Geothermal,0.0
prm15_wcost_re18_c2p1_tn,Hydro,8396235709.858929
prm15_wcost_re18_c2p1_tn,Nuclear,0.0
prm15_wcost_re18_c2p1_tn,Solar,9566786385.19041
prm15_wcost_re18_c2p1_tn,Wind,8416591360.050217
prm15_wcost_re19_c2p1_tn,Battery,0.0
prm15_wcost_re19_c2p1_tn,Biomass,1567608409.4794521
prm15_wcost_re19_c2p1_tn,Fossil,18393408864.9937
prm15_wcost_re19_c2p1_tn,Geothermal,0.0
prm15_wcost_re19_c2p1_tn,Hydro,8396235709.858929
prm15_wcost_re19_c2p1_tn,Nuclear,0.0
prm15_wcost_re19_c2p1_tn,Solar,9623313578.788338
prm15_wcost_re19_c2p1_tn,Wind,8083201433.390935
prm15_wcost_re20_c2p1_tn,Battery,0.0
prm15_wcost_re20_c2p1_tn,Biomass,1567608409.4794521
prm15_wcost_re20_c2p1_tn,Fossil,17539478107.581795
prm15_wcost_re20_c2p1_tn,Geothermal,0.0
prm15_wcost_re20_c2p1_tn,Hydro,7830260049.142584
prm15_wcost_re20_c2p1_tn,Nuclear,0.0
prm15_wcost_re20_c2p1_tn,Solar,1317432003.5721664
prm15_wcost_re20_c2p1_tn,Wind,21534707999.330284
prm15_wcost_re1_c2p1_co2_cut90p_tn,Battery,1254269506.6127875
prm15_wcost_re1_c2p1_co2_cut90p_tn,Biomass,1567608409.4794521
prm15_wcost_re1_c2p1_co2_cut90p_tn,Fossil,11895391995.025438
prm15_wcost_re1_c2p1_co2_cut90p_tn,Geothermal,71501680.77040648
prm15_wcost_re1_c2p1_co2_cut90p_tn,Hydro,11851125018.1134
prm15_wcost_re1_c2p1_co2_cut90p_tn,Nuclear,0.0
prm15_wcost_re1_c2p1_co2_cut90p_tn,Solar,15238906063.24535
prm15_wcost_re1_c2p1_co2_cut90p_tn,Wind,35995402885.369865
prm15_wcost_re2_c2p1_co2_cut90p_tn,Battery,1186319370.598785
prm15_wcost_re2_c2p1_co2_cut90p_tn,Biomass,1567608409.4794521
prm15_wcost_re2_c2p1_co2_cut90p_tn,Fossil,11572820826.982216
prm15_wcost_re2_c2p1_co2_cut90p_tn,Geothermal,71501680.77040648
prm15_wcost_re2_c2p1_co2_cut90p_tn,Hydro,11877118191.94495
prm15_wcost_re2_c2p1_co2_cut90p_tn,Nuclear,0.0
prm15_wcost_re2_c2p1_co2_cut90p_tn,Solar,16054705963.132875
prm15_wcost_re2_c2p1_co2_cut90p_tn,Wind,40112177085.42614
prm15_wcost_re3_c2p1_co2_cut90p_tn,Battery,850362407.1666265
prm15_wcost_re3_c2p1_co2_cut90p_tn,Biomass,1567608409.4794521
prm15_wcost_re3_c2p1_co2_cut90p_tn,Fossil,11016059282.098183
prm15_wcost_re3_c2p1_co2_cut90p_tn,Geothermal,71501680.77040648
prm15_wcost_re3_c2p1_co2_cut90p_tn,Hydro,12014720473.753775
prm15_wcost_re3_c2p1_co2_cut90p_tn,Nuclear,3920655081.042161
prm15_wcost_re3_c2p1_co2_cut90p_tn,Solar,16427844309.252535
prm15_wcost_re3_c2p1_co2_cut90p_tn,Wind,40619165374.41874
prm15_wcost_re4_c2p1_co2_cut90p_tn,Battery,1193247383.35808
prm15_wcost_re4_c2p1_co2_cut90p_tn,Biomass,1567608409.4794521
prm15_wcost_re4_c2p1_co2_cut90p_tn,Fossil,11528365558.757292
prm15_wcost_re4_c2p1_co2_cut90p_tn,Geothermal,71501680.77040648
prm15_wcost_re4_c2p1_co2_cut90p_tn,Hydro,11763159418.536573
prm15_wcost_re4_c2p1_co2_cut90p_tn,Nuclear,0.0
prm15_wcost_re4_c2p1_co2_cut90p_tn,Solar,16070280260.90463
prm15_wcost_re4_c2p1_co2_cut90p_tn,Wind,41512629320.84868
prm15_wcost_re5_c2p1_co2_cut90p_tn,Battery,1168784857.887306
prm15_wcost_re5_c2p1_co2_cut90p_tn,Biomass,1567608409.4794521
prm15_wcost_re5_c2p1_co2_cut90p_tn,Fossil,11542864809.807909
prm15_wcost_re5_c2p1_co2_cut90p_tn,Geothermal,71501680.77040648
prm15_wcost_re5_c2p1_co2_cut90p_tn,Hydro,11988727299.922226
prm15_wcost_re5_c2p1_co2_cut90p_tn,Nuclear,0.0
prm15_wcost_re5_c2p1_co2_cut90p_tn,Solar,15724807578.600153
prm15_wcost_re5_c2p1_co2_cut90p_tn,Wind,39719567607.97126
prm15_wcost_re6_c2p1_co2_cut90p_tn,Battery,1358402709.646553
prm15_wcost_re6_c2p1_co2_cut90p_tn,Biomass,1567608409.4794521
prm15_wcost_re6_c2p1_co2_cut90p_tn,Fossil,11745052071.429619
prm15_wcost_re6_c2p1_co2_cut90p_tn,Geothermal,71501680.77040648
prm15_wcost_re6_c2p1_co2_cut90p_tn,Hydro,11851125018.1134
prm15_wcost_re6_c2p1_co2_cut90p_tn,Nuclear,0.0
prm15_wcost_re6_c2p1_co2_cut90p_tn,Solar,15506666895.031694
prm15_wcost_re6_c2p1_co2_cut90p_tn,Wind,36642163490.08022
prm15_wcost_re7_c2p1_co2_cut90p_tn,Battery,1253702400.0833416
prm15_wcost_re7_c2p1_co2_cut90p_tn,Biomass,1567608409.4794521
prm15_wcost_re7_c2p1_co2_cut90p_tn,Fossil,11506595615.846725
prm15_wcost_re7_c2p1_co2_cut90p_tn,Geothermal,71501680.77040648
prm15_wcost_re7_c2p1_co2_cut90p_tn,Hydro,11988727299.922226
prm15_wcost_re7_c2p1_co2_cut90p_tn,Nuclear,0.0
prm15_wcost_re7_c2p1_co2_cut90p_tn,Solar,15666872175.45326
prm15_wcost_re7_c2p1_co2_cut90p_tn,Wind,39289785614.75672
prm15_wcost_re8_c2p1_co2_cut90p_tn,Battery,860992937.5472895
prm15_wcost_re8_c2p1_co2_cut90p_tn,Biomass,1567608409.4794521
prm15_wcost_re8_c2p1_co2_cut90p_tn,Fossil,11286053947.752607
prm15_wcost_re8_c2p1_co2_cut90p_tn,Geothermal,71501680.77040648
prm15_wcost_re8_c2p1_co2_cut90p_tn,Hydro,12014720473.753775
prm15_wcost_re8_c2p1_co2_cut90p_tn,Nuclear,1861439100.9355843
prm15_wcost_re8_c2p1_co2_cut90p_tn,Solar,16224066709.187836
prm15_wcost_re8_c2p1_co2_cut90p_tn,Wind,41773260365.00201
prm15_wcost_re9_c2p1_co2_cut90p_tn,Battery,860383438.3994583
prm15_wcost_re9_c2p1_co2_cut90p_tn,Biomass,1567608409.4794521
prm15_wcost_re9_c2p1_co2_cut90p_tn,Fossil,11530515030.45632
prm15_wcost_re9_c2p1_co2_cut90p_tn,Geothermal,71501680.77040648
prm15_wcost_re9_c2p1_co2_cut90p_tn,Hydro,11877118191.94495
prm15_wcost_re9_c2p1_co2_cut90p_tn,Nuclear,0.0
prm15_wcost_re9_c2p1_co2_cut90p_tn,Solar,16491313515.763678
prm15_wcost_re9_c2p1_co2_cut90p_tn,Wind,44104899420.35977
prm15_wcost_re10_c2p1_co2_cut90p_tn,Battery,823645274.0003223
prm15_wcost_re10_c2p1_co2_cut90p_tn,Biomass,1567608409.4794521
prm15_wcost_re10_c2p1_co2_cut90p_tn,Fossil,13320483815.943207
prm15_wcost_re10_c2p1_co2_cut90p_tn,Geothermal,71501680.77040648
prm15_wcost_re10_c2p1_co2_cut90p_tn,Hydro,10343374081.794065
prm15_wcost_re10_c2p1_co2_cut90p_tn,Nuclear,0.0
prm15_wcost_re10_c2p1_co2_cut90p_tn,Solar,15017072640.122015
prm15_wcost_re10_c2p1_co2_cut90p_tn,Wind,36169479236.556564
prm15_wcost_re11_c2p1_co2_cut90p_tn,Battery,94772242.58363084
prm15_wcost_re11_c2p1_co2_cut90p_tn,Biomass,1567608409.4794521
prm15_wcost_re11_c2p1_co2_cut90p_tn,Fossil,12275025291.337982
prm15_wcost_re11_c2p1_co2_cut90p_tn,Geothermal,71501680.77040648
prm15_wcost_re11_c2p1_co2_cut90p_tn,Hydro,11988727299.922226
prm15_wcost_re11_c2p1_co2_cut90p_tn,Nuclear,0.0
prm15_wcost_re11_c2p1_co2_cut90p_tn,Solar,12224987933.8596
prm15_wcost_re11_c2p1_co2_cut90p_tn,Wind,42604252971.24117
prm15_wcost_re12_c2p1_co2_cut90p_tn,Battery,441748353.6975861
prm15_wcost_re12_c2p1_co2_cut90p_tn,Biomass,1567608409.4794521
prm15_wcost_re12_c2p1_co2_cut90p_tn,Fossil,11581872169.640972
prm15_wcost_re12_c2p1_co2_cut90p_tn,Geothermal,71501680.77040648
prm15_wcost_re12_c2p1_co2_cut90p_tn,Hydro,12014720473.753777
prm15_wcost_re12_c2p1_co2_cut90p_tn,Nuclear,0.0
prm15_wcost_re12_c2p1_co2_cut90p_tn,Solar,14246941995.149437
prm15_wcost_re12_c2p1_co2_cut90p_tn,Wind,46738387287.07126
prm15_wcost_re13_c2p1_co2_cut90p_tn,Battery,56001615.49075344
prm15_wcost_re13_c2p1_co2_cut90p_tn,Biomass,2284541956.7935863
prm15_wcost_re13_c2p1_co2_cut90p_tn,Fossil,10850649721.569807
prm15_wcost_re13_c2p1_co2_cut90p_tn,Geothermal,71501680.77040648
prm15_wcost_re13_c2p1_co2_cut90p_tn,Hydro,12014720473.753775
prm15_wcost_re13_c2p1_co2_cut90p_tn,Nuclear,4874654654.570856
prm15_wcost_re13_c2p1_co2_cut90p_tn,Solar,15141414856.662785
prm15_wcost_re13_c2p1_co2_cut90p_tn,Wind,46432839806.16663
prm15_wcost_re14_c2p1_co2_cut90p_tn,Battery,156687093.01777267
prm15_wcost_re14_c2p1_co2_cut90p_tn,Biomass,1567608409.4794521
prm15_wcost_re14_c2p1_co2_cut90p_tn,Fossil,11640812445.682522
prm15_wcost_re14_c2p1_co2_cut90p_tn,Geothermal,71501680.77040648
prm15_wcost_re14_c2p1_co2_cut90p_tn,Hydro,11988727299.922226
prm15_wcost_re14_c2p1_co2_cut90p_tn,Nuclear,553607107.1321069
prm15_wcost_re14_c2p1_co2_cut90p_tn,Solar,14494416185.278511
prm15_wcost_re14_c2p1_co2_cut90p_tn,Wind,47677149124.86171
prm15_wcost_re15_c2p1_co2_cut90p_tn,Battery,451529992.3273537
prm15_wcost_re15_c2p1_co2_cut90p_tn,Biomass,1567608409.4794521
prm15_wcost_re15_c2p1_co2_cut90p_tn,Fossil,11665524629.622734
prm15_wcost_re15_c2p1_co2_cut90p_tn,Geothermal,71501680.77040648
prm15_wcost_re15_c2p1_co2_cut90p_tn,Hydro,12014720473.753777
prm15_wcost_re15_c2p1_co2_cut90p_tn,Nuclear,0.0
prm15_wcost_re15_c2p1_co2_cut90p_tn,Solar,13849814516.767124
prm15_wcost_re15_c2p1_co2_cut90p_tn,Wind,45770547367.380615
prm15_wcost_re16_c2p1_co2_cut90p_tn,Battery,164809893.1010021
prm15_wcost_re16_c2p1_co2_cut90p_tn,Biomass,1567608409.4794521
prm15_wcost_re16_c2p1_co2_cut90p_tn,Fossil,12145355470.907812
prm15_wcost_re16_c2p1_co2_cut90p_tn,Geothermal,71501680.77040648
prm15_wcost_re16_c2p1_co2_cut90p_tn,Hydro,11988727299.922226
prm15_wcost_re16_c2p1_co2_cut90p_tn,Nuclear,0.0
prm15_wcost_re16_c2p1_co2_cut90p_tn,Solar,13022492758.107311
prm15_wcost_re16_c2p1_co2_cut90p_tn,Wind,43366461672.61234
prm15_wcost_re17_c2p1_co2_cut90p_tn,Battery,419423691.5418618
prm15_wcost_re17_c2p1_co2_cut90p_tn,Biomass,1567608409.4794521
prm15_wcost_re17_c2p1_co2_cut90p_tn,Fossil,11633307616.142294
prm15_wcost_re17_c2p1_co2_cut90p_tn,Geothermal,71501680.77040648
prm15_wcost_re17_c2p1_co2_cut90p_tn,Hydro,12108560236.908354
prm15_wcost_re17_c2p1_co2_cut90p_tn,Nuclear,0.0
prm15_wcost_re17_c2p1_co2_cut90p_tn,Solar,13696603051.679893
prm15_wcost_re17_c2p1_co2_cut90p_tn,Wind,45663535622.63141
prm15_wcost_re18_c2p1_co2_cut90p_tn,Battery,51621086.13479915
prm15_wcost_re18_c2p1_co2_cut90p_tn,Biomass,1567608409.4794521
prm15_wcost_re18_c2p1_co2_cut90p_tn,Fossil,11085865135.6001
prm15_wcost_re18_c2p1_co2_cut90p_tn,Geothermal,71501680.77040648
prm15_wcost_re18_c2p1_co2_cut90p_tn,Hydro,11970664246.92064
prm15_wcost_re18_c2p1_co2_cut90p_tn,Nuclear,4287198421.087737
prm15_wcost_re18_c2p1_co2_cut90p_tn,Solar,14518519265.943504
prm15_wcost_re18_c2p1_co2_cut90p_tn,Wind,47012467467.54798
prm15_wcost_re19_c2p1_co2_cut90p_tn,Battery,45097750.82273115
prm15_wcost_re19_c2p1_co2_cut90p_tn,Biomass,1567608409.4794521
prm15_wcost_re19_c2p1_co2_cut90p_tn,Fossil,11365630079.761662
prm15_wcost_re19_c2p1_co2_cut90p_tn,Geothermal,71501680.77040648
prm15_wcost_re19_c2p1_co2_cut90p_tn,Hydro,11750089404.576077
prm15_wcost_re19_c2p1_co2_cut90p_tn,Nuclear,2769308380.7922187
prm15_wcost_re19_c2p1_co2_cut90p_tn,Solar,15085755490.969805
prm15_wcost_re19_c2p1_co2_cut90p_tn,Wind,48816412626.0955
prm15_wcost_re20_c2p1_co2_cut90p_tn,Battery,48786739.08579415
prm15_wcost_re20_c2p1_co2_cut90p_tn,Biomass,1567608409.4794521
prm15_wcost_re20_c2p1_co2_cut90p_tn,Fossil,12284260655.85142
prm15_wcost_re20_c2p1_co2_cut90p_tn,Geothermal,71501680.77040648
prm15_wcost_re20_c2p1_co2_cut90p_tn,Hydro,11988727299.922226
prm15_wcost_re20_c2p1_co2_cut90p_tn,Nuclear,0.0
prm15_wcost_re20_c2p1_co2_cut90p_tn,Solar,11815850446.566599
prm15_wcost_re20_c2p1_co2_cut90p_tn,Wind,42897324894.49429
