Latitude,Longitude,project,load_zone,cap_mw,annual_cf,d_trans_km,cf_vestas_2,cf_vestas_7,cf_vestas_3,cf_siemens_36,cf_siemens_23,cf_GE_25,cf_GE_15,cf_gamesa_2,cf_enercon_7,cf_enercon_3,all_avg
-50.75,-70.75,p_wind_Argentina_AR86,Argentina,519,0.26,25.48776913,0.6133785291438965,0.566764344262295,0.5150077413479053,0.5511616575591984,0.5734428506375229,0.6017825591985428,0.5767065118397084,0.5259390938069217,0.5276970628415301,0.6241020036429872,0.5675982354280509
-51.25,-70.75,p_wind_Argentina_AR87,Argentina,954,0.34,14.72083028,0.6212087887067391,0.5759296448087431,0.5254017531876138,0.5606674635701275,0.5823727231329691,0.609963683970856,0.5855658014571948,0.5360211748633881,0.5375639799635701,0.6314355646630236,0.5766130578324227
-51.75,-70.75,p_wind_Argentina_AR88,Argentina,1173,0.37,50.80294098,0.6230093351548236,0.5786526639344263,0.529216985428051,0.5638088570127505,0.5850276639344261,0.6119803051001822,0.5880548724954463,0.5395750227686703,0.5410548724954463,0.63290220856102,0.5793282786885243
-44.25,-70.25,p_wind_Argentina_AR112,Argentina,573,0.06,126.8881435,0.6063241120218544,0.5595818533697632,0.5075291438979964,0.5449947632058288,0.5686689435336977,0.5947324681238616,0.5719106329690345,0.5208757969034608,0.51738308287796,0.6143087431693989,0.5606309540072856
-44.75,-70.25,p_wind_Argentina_AR113,Argentina,723,0.1,151.9933958,0.6055621584699444,0.5584091530054645,0.5058767076502733,0.5431613160291439,0.5665552140255008,0.5938920765027322,0.5700102459016394,0.5184783697632058,0.5168715846994535,0.6147239298724954,0.5593540755919852
-45.25,-70.25,p_wind_Argentina_AR114,Argentina,372,0.14,117.0789897,0.6006909153005437,0.5536102003642988,0.5013707877959928,0.5385026183970856,0.5618529143897996,0.5890282331511839,0.5653211520947177,0.5140360883424409,0.512245218579235,0.6097340619307833,0.5546392190346081
-45.75,-70.25,p_wind_Argentina_AR115,Argentina,153,0.17,78.24032854,0.6139279371584686,0.5678831967213115,0.5158094262295082,0.5531707650273224,0.5766931921675775,0.6026135018214936,0.5798649817850637,0.5290075136612021,0.5256608606557378,0.6220835610200364,0.5686714936247723
-46.25,-70.25,p_wind_Argentina_AR116,Argentina,342,0.17,23.11011823,0.6069355646630237,0.5611467440801456,0.509792577413479,0.5468957194899818,0.5702755009107469,0.5956279599271402,0.5732831284153006,0.5230954007285974,0.5192635473588343,0.6146952413479054,0.5621011384335155
-46.75,-70.25,p_wind_Argentina_AR117,Argentina,399,0.15,9.698581283,0.5716337659380715,0.5242531876138433,0.4739331739526411,0.5102645719489981,0.5333921903460838,0.5596569899817849,0.5368786429872495,0.4869963570127504,0.4838959471766849,0.5794946493624772,0.5260399476320584
-47.25,-70.25,p_wind_Argentina_AR118,Argentina,600,0.14,42.07988686,0.5852322404371564,0.5371952413479054,0.4854773451730419,0.5227050318761384,0.5464378415300547,0.5731341074681239,0.5500820810564664,0.4989508196721311,0.4954418260473588,0.5931429872495446,0.5387799521857921
-47.75,-70.25,p_wind_Argentina_AR119,Argentina,330,0.15,97.63680955,0.6290355191256797,0.5822168715846994,0.5283021402550091,0.5671158925318762,0.5914732468123861,0.6175844717668488,0.5944285063752278,0.5421172586520948,0.5381424180327868,0.6373038479052823,0.582772017304189
-48.25,-70.25,p_wind_Argentina_AR120,Argentina,594,0.14,153.1822315,0.6544792805100162,0.6094535519125682,0.5555727459016394,0.5945722905282332,0.6186411657559198,0.6436448087431694,0.6208475637522768,0.5691912568306011,0.5651399134790528,0.6627552367941713,0.6094297814207649
-48.75,-70.25,p_wind_Argentina_AR121,Argentina,573,0.12,129.1616967,0.656385587431692,0.6128600865209473,0.5602786885245902,0.5984190573770493,0.6217247267759562,0.6459544626593807,0.623511612021858,0.5732974726775957,0.5698723816029144,0.6647640027322405,0.6127068078324224
