Latitude,Longitude,project,load_zone,cap_mw,annual_cf,d_trans_km,cf_1axis,cf_fixed,all_avg
-16.25,-51.25,p_solar_Brazil_BR1617,Brazil,168.9,0.18,100.6077066,0.2397970173041906,0.195973019125683,0.21788501821493678
-16.75,-51.25,p_solar_Brazil_BR1618,Brazil,168.7,0.18,62.94553507,0.2413225182149365,0.197398679417122,0.21936059881602926
-17.25,-51.25,p_solar_Brazil_BR1619,Brazil,113.0,0.18,20.80906954,0.2411464025500906,0.1977292805100182,0.2194378415300544
-17.75,-51.25,p_solar_Brazil_BR1620,Brazil,118.9,0.18,2.037040437,0.2419153005464484,0.1981293260473588,0.22002231329690358
-18.25,-51.25,p_solar_Brazil_BR1621,Brazil,162.4,0.18,33.12606474,0.2429641393442623,0.1981316029143898,0.22054787112932606
-18.75,-51.25,p_solar_Brazil_BR1622,Brazil,164.7,0.19,4.449751057,0.243256716757741,0.1976425318761384,0.2204496243169397
-19.25,-51.25,p_solar_Brazil_BR1623,Brazil,165.1,0.19,38.32758015,0.2438637295081963,0.1978611111111111,0.2208624203096537
-19.75,-51.25,p_solar_Brazil_BR1624,Brazil,160.5,0.19,14.36244195,0.2452677595628416,0.1986594945355191,0.22196362704918035
-20.25,-51.25,p_solar_Brazil_BR1625,Brazil,134.5,0.19,15.64344671,0.245908242258652,0.1988576958105646,0.2223829690346083
-20.75,-51.25,p_solar_Brazil_BR1626,Brazil,155.1,0.19,9.837827499,0.2454626593806919,0.198462431693989,0.22196254553734046
-21.25,-51.25,p_solar_Brazil_BR1627,Brazil,162.4,0.19,15.50129398,0.2453945810564661,0.1982279143897996,0.22181124772313285
-21.75,-51.25,p_solar_Brazil_BR1628,Brazil,166.5,0.19,10.19603213,0.2464643670309657,0.1985640938069217,0.2225142304189437
-22.25,-51.25,p_solar_Brazil_BR1629,Brazil,156.2,0.19,33.41019928,0.2482042349726779,0.1993937841530054,0.22379900956284166
-22.75,-51.25,p_solar_Brazil_BR1630,Brazil,87.0,0.19,14.1209061,0.2491227231329694,0.1999772313296903,0.22454997723132986
-23.75,-51.25,p_solar_Brazil_BR1632,Brazil,100.3,0.18,3.758857302,0.2511122495446269,0.2011589253187613,0.2261355874316941
-13.75,-50.75,p_solar_Brazil_BR1679,Brazil,163.7,0.18,155.3637717,0.2248641848816026,0.1873897996357013,0.20612699225865194
-16.25,-50.75,p_solar_Brazil_BR1684,Brazil,176.0,0.18,58.91800418,0.2403788706739525,0.1965136612021857,0.2184462659380691
-16.75,-50.75,p_solar_Brazil_BR1685,Brazil,172.8,0.18,48.40188444,0.2418397085610188,0.1978976548269581,0.21986868169398843
-17.25,-50.75,p_solar_Brazil_BR1686,Brazil,121.4,0.18,33.9907744,0.241550887978142,0.1979195127504553,0.21973520036429867
-17.75,-50.75,p_solar_Brazil_BR1687,Brazil,101.8,0.18,3.265107516,0.2412096994535518,0.197713456284153,0.2194615778688524
-18.25,-50.75,p_solar_Brazil_BR1688,Brazil,147.3,0.18,31.47425808,0.2421425318761386,0.1978736338797814,0.22000808287796
-18.75,-50.75,p_solar_Brazil_BR1689,Brazil,174.0,0.18,14.72208667,0.2424057377049184,0.1974002732240437,0.21990300546448105
-19.25,-50.75,p_solar_Brazil_BR1690,Brazil,161.4,0.19,0.448048005,0.2422699225865209,0.1970706967213114,0.21967030965391615
-19.75,-50.75,p_solar_Brazil_BR1691,Brazil,161.8,0.19,28.25771549,0.243606898907104,0.1978744307832422,0.2207406648451731
-20.25,-50.75,p_solar_Brazil_BR1692,Brazil,169.4,0.19,7.481487206,0.2451371812386154,0.1986997950819672,0.2219184881602913
-20.75,-50.75,p_solar_Brazil_BR1693,Brazil,147.6,0.19,0.033626418,0.245644467213115,0.1988617941712204,0.2222531306921677
-21.25,-50.75,p_solar_Brazil_BR1694,Brazil,134.9,0.19,11.10963995,0.2462108378870673,0.1989948770491803,0.2226028574681238
-21.75,-50.75,p_solar_Brazil_BR1695,Brazil,155.5,0.19,35.71783306,0.2474747267759552,0.1994501366120218,0.2234624316939885
-22.25,-50.75,p_solar_Brazil_BR1696,Brazil,146.4,0.19,26.31872321,0.2482876821493626,0.1996415072859745,0.22396459471766855
-22.75,-50.75,p_solar_Brazil_BR1697,Brazil,82.6,0.19,10.62252551,0.2485571493624775,0.1998103369763205,0.22418374316939899
-23.75,-50.75,p_solar_Brazil_BR1699,Brazil,120.0,0.18,5.499422561,0.2497958788706751,0.2016938752276867,0.2257448770491809
-16.25,-50.25,p_solar_Brazil_BR1749,Brazil,182.3,0.18,38.37836076,0.2424966985428044,0.1980113843351548,0.2202540414389796
-16.75,-50.25,p_solar_Brazil_BR1750,Brazil,175.4,0.18,8.254717862,0.2429361338797799,0.1987214253187614,0.22082877959927066
-17.25,-50.25,p_solar_Brazil_BR1751,Brazil,134.9,0.18,2.750546465,0.2421906876138433,0.1982864298724954,0.22023855874316933
-17.75,-50.25,p_solar_Brazil_BR1752,Brazil,114.9,0.18,22.02554965,0.2408299180327867,0.1973267304189435,0.2190783242258651
-18.25,-50.25,p_solar_Brazil_BR1753,Brazil,128.2,0.18,6.380928167,0.2408695355191254,0.1970410974499089,0.21895531648451716
-18.75,-50.25,p_solar_Brazil_BR1754,Brazil,144.2,0.18,23.11046634,0.2414301001821488,0.1969255464480874,0.2191778233151181
-19.25,-50.25,p_solar_Brazil_BR1755,Brazil,167.7,0.19,4.784177615,0.2413343579234977,0.1967059426229508,0.21902015027322425
-19.75,-50.25,p_solar_Brazil_BR1756,Brazil,155.2,0.19,1.04308359,0.2423652094717672,0.1973694216757741,0.21986731557377065
-20.25,-50.25,p_solar_Brazil_BR1757,Brazil,166.7,0.19,6.084956361,0.2436283014571957,0.1981963797814207,0.2209123406193082
-20.75,-50.25,p_solar_Brazil_BR1758,Brazil,155.8,0.19,6.225031219,0.2443836520947178,0.1985227686703096,0.2214532103825137
-21.25,-50.25,p_solar_Brazil_BR1759,Brazil,129.6,0.19,2.057346784,0.2456319444444442,0.1989132513661202,0.2222725979052822
-21.75,-50.25,p_solar_Brazil_BR1760,Brazil,158.8,0.19,10.76021305,0.2469307832422587,0.1994985200364298,0.22321465163934423
-22.25,-50.25,p_solar_Brazil_BR1761,Brazil,154.3,0.19,6.943991208,0.2472625227686696,0.199566029143898,0.22341427595628383
-22.75,-50.25,p_solar_Brazil_BR1762,Brazil,99.4,0.19,4.468959021,0.2473139799635702,0.1994821265938069,0.22339805327868856
-23.25,-50.25,p_solar_Brazil_BR1763,Brazil,115.6,0.18,19.99780897,0.2477007058287798,0.2003119307832422,0.22400631830601098
-23.75,-50.25,p_solar_Brazil_BR1764,Brazil,147.3,0.18,4.549583398,0.2474699453551917,0.2012859744990892,0.22437795992714044
-15.75,-49.75,p_solar_Brazil_BR1810,Brazil,178.5,0.18,92.27852286,0.2430146857923496,0.1981565346083789,0.22058561020036427
-16.25,-49.75,p_solar_Brazil_BR1811,Brazil,177.6,0.18,38.2533633,0.2447109517304187,0.1993715846994535,0.2220412682149361
-16.75,-49.75,p_solar_Brazil_BR1812,Brazil,170.7,0.18,2.157069547,0.2444389799635697,0.1996502732240437,0.2220446265938067
-17.25,-49.75,p_solar_Brazil_BR1813,Brazil,155.8,0.18,16.9443868,0.24353096539162,0.1991132741347905,0.22132211976320526
-17.75,-49.75,p_solar_Brazil_BR1814,Brazil,108.0,0.18,42.37582177,0.2422240437158465,0.1980837887067395,0.220153916211293
-18.25,-49.75,p_solar_Brazil_BR1815,Brazil,101.0,0.18,0.421012012,0.241664048269581,0.1972967896174863,0.21948041894353365
-18.75,-49.75,p_solar_Brazil_BR1816,Brazil,135.9,0.18,1.393269856,0.2417941712204011,0.1970529371584699,0.2194235541894355
-19.25,-49.75,p_solar_Brazil_BR1817,Brazil,169.1,0.18,17.80902951,0.2412700364298718,0.1968403916211293,0.21905521402550054
-19.75,-49.75,p_solar_Brazil_BR1818,Brazil,163.2,0.19,4.82672729,0.2413598588342441,0.1970055783242258,0.21918271857923494
-20.25,-49.75,p_solar_Brazil_BR1819,Brazil,166.6,0.19,1.465894805,0.2421547131147545,0.1975109289617486,0.21983282103825155
-20.75,-49.75,p_solar_Brazil_BR1820,Brazil,148.0,0.19,3.095125327,0.2432711748633882,0.1980125227686703,0.22064184881602925
-21.25,-49.75,p_solar_Brazil_BR1821,Brazil,116.2,0.19,8.897462416,0.2449582194899812,0.1986065573770491,0.22178238843351517
-21.75,-49.75,p_solar_Brazil_BR1822,Brazil,156.3,0.19,14.48982588,0.2458158014571951,0.1990640938069217,0.22243994763205838
-22.25,-49.75,p_solar_Brazil_BR1823,Brazil,152.6,0.19,28.31348982,0.2454055100182157,0.1990837887067395,0.22224464936247762
-22.75,-49.75,p_solar_Brazil_BR1824,Brazil,119.6,0.18,1.98784715,0.2455443989071039,0.1991954690346083,0.22236993397085608
-23.25,-49.75,p_solar_Brazil_BR1825,Brazil,119.6,0.18,7.406667099,0.2462988387978145,0.2001618852459016,0.22323036202185803
-23.75,-49.75,p_solar_Brazil_BR1826,Brazil,149.7,0.18,9.059443422,0.2453200136612024,0.2007297358834244,0.22302487477231342
-13.25,-49.25,p_solar_Brazil_BR1864,Brazil,176.4,0.18,13.58730545,0.225838342440801,0.1879837204007285,0.20691103142076475
-13.75,-49.25,p_solar_Brazil_BR1865,Brazil,176.9,0.18,21.35202993,0.2281157786885249,0.1896835154826958,0.20889964708561035
-14.25,-49.25,p_solar_Brazil_BR1866,Brazil,175.0,0.18,9.259206169,0.2323658925318758,0.1922160746812386,0.2122909836065572
-14.75,-49.25,p_solar_Brazil_BR1867,Brazil,168.8,0.18,16.73752629,0.2378346994535518,0.1953719262295082,0.21660331284153
-15.25,-49.25,p_solar_Brazil_BR1868,Brazil,165.8,0.18,23.99114472,0.2424109744990895,0.1979640255009107,0.2201875000000001
-15.75,-49.25,p_solar_Brazil_BR1869,Brazil,176.0,0.18,67.54504642,0.2450367714025506,0.1994841757741347,0.22226047358834264
-16.25,-49.25,p_solar_Brazil_BR1870,Brazil,172.4,0.18,26.65693491,0.2460015938069215,0.2004067622950819,0.22320417805100168
-16.75,-49.25,p_solar_Brazil_BR1871,Brazil,137.9,0.18,1.87202938,0.2458094262295073,0.2005428051001822,0.22317611566484474
-17.25,-49.25,p_solar_Brazil_BR1872,Brazil,168.8,0.18,2.999354173,0.2451528916211301,0.2001190801457195,0.22263598588342481
-17.75,-49.25,p_solar_Brazil_BR1873,Brazil,153.9,0.18,2.017971844,0.2445739981785059,0.1994714253187614,0.22202271174863364
-18.25,-49.25,p_solar_Brazil_BR1874,Brazil,135.0,0.18,7.501855822,0.2439149590163926,0.1985244763205828,0.2212197176684877
-18.75,-49.25,p_solar_Brazil_BR1875,Brazil,133.0,0.18,13.83827989,0.2432619535519124,0.197899704007286,0.2205808287795992
-19.25,-49.25,p_solar_Brazil_BR1876,Brazil,167.3,0.18,12.82200986,0.241801571038251,0.1972932604735883,0.21954741575591966
-19.75,-49.25,p_solar_Brazil_BR1877,Brazil,165.6,0.18,5.713066247,0.2405637522768668,0.1966914845173042,0.2186276183970855
-20.25,-49.25,p_solar_Brazil_BR1878,Brazil,143.6,0.19,2.585846977,0.2408670309653912,0.1968389116575591,0.21885297131147513
-20.75,-49.25,p_solar_Brazil_BR1879,Brazil,114.4,0.19,6.956148945,0.2423012295081959,0.1975109289617486,0.21990607923497224
-21.25,-49.25,p_solar_Brazil_BR1880,Brazil,101.4,0.18,6.409459861,0.2440842440801461,0.1981601775956284,0.22112221083788725
-21.75,-49.25,p_solar_Brazil_BR1881,Brazil,131.5,0.18,23.800734,0.2441893214936242,0.1982311020036429,0.22121021174863356
-22.25,-49.25,p_solar_Brazil_BR1882,Brazil,139.0,0.18,4.451377276,0.2424961293260471,0.1979808743169398,0.22023850182149346
-22.75,-49.25,p_solar_Brazil_BR1883,Brazil,125.2,0.18,1.535281786,0.2427459016393438,0.198639116575592,0.2206925091074679
-23.25,-49.25,p_solar_Brazil_BR1884,Brazil,111.8,0.18,5.04845963,0.2445403005464472,0.2001223816029144,0.2223313410746808
-23.75,-49.25,p_solar_Brazil_BR1885,Brazil,115.1,0.18,3.531228458,0.2431871584699454,0.2002102686703096,0.2216987135701275
-12.75,-48.75,p_solar_Brazil_BR1921,Brazil,180.4,0.18,15.95978034,0.2262002504553731,0.1879068761384335,0.20705356329690328
-13.25,-48.75,p_solar_Brazil_BR1922,Brazil,176.1,0.18,36.69677179,0.2266840846994533,0.188540300546448,0.20761219262295066
-13.75,-48.75,p_solar_Brazil_BR1923,Brazil,176.8,0.18,32.49789067,0.2289346539162111,0.1899311247723133,0.20943288934426219
-14.25,-48.75,p_solar_Brazil_BR1924,Brazil,156.4,0.18,34.42067662,0.2327128870673955,0.1921721311475409,0.2124425091074682
-14.75,-48.75,p_solar_Brazil_BR1925,Brazil,174.7,0.18,3.185114459,0.2384098360655739,0.1955380236794171,0.2169739298724955
-15.25,-48.75,p_solar_Brazil_BR1926,Brazil,172.2,0.18,4.270011576,0.2438624772313296,0.1988118169398907,0.22133714708561014
-15.75,-48.75,p_solar_Brazil_BR1927,Brazil,174.0,0.18,17.9313099,0.2474079007285974,0.2011269353369763,0.22426741803278682
-16.25,-48.75,p_solar_Brazil_BR1928,Brazil,149.3,0.18,2.841560786,0.2480239071038248,0.2018471083788706,0.22493550774134768
-16.75,-48.75,p_solar_Brazil_BR1929,Brazil,147.6,0.18,27.58456161,0.2473440346083793,0.201488387978142,0.22441621129326067
-17.25,-48.75,p_solar_Brazil_BR1930,Brazil,162.0,0.18,7.415335292,0.2460677367941708,0.2004295309653916,0.2232486338797812
-17.75,-48.75,p_solar_Brazil_BR1931,Brazil,162.4,0.18,10.63368672,0.244712204007286,0.1992297358834244,0.2219709699453552
-18.25,-48.75,p_solar_Brazil_BR1932,Brazil,153.1,0.18,14.0869098,0.2444731329690354,0.1987756147540983,0.22162437386156686
-18.75,-48.75,p_solar_Brazil_BR1933,Brazil,143.6,0.18,11.36961073,0.2445959699453551,0.1989221311475409,0.221759050546448
-19.25,-48.75,p_solar_Brazil_BR1934,Brazil,159.0,0.18,10.13940374,0.2423957194899807,0.1977363387978142,0.22006602914389745
-19.75,-48.75,p_solar_Brazil_BR1935,Brazil,151.3,0.18,0.391979942,0.2401320582877959,0.1963830828779599,0.21825757058287792
-20.25,-48.75,p_solar_Brazil_BR1936,Brazil,103.0,0.18,16.14244609,0.2401254553734061,0.1962597905282331,0.2181926229508196
-23.75,-48.75,p_solar_Brazil_BR1943,Brazil,102.0,0.18,0.115411915,0.240124658469945,0.1990265255009107,0.21957559198542786
-12.25,-48.25,p_solar_Brazil_BR1974,Brazil,171.6,0.18,15.78824943,0.2289757513661194,0.1891550546448087,0.20906540300546406
-12.75,-48.25,p_solar_Brazil_BR1975,Brazil,174.3,0.18,5.729754662,0.2278508652094714,0.188806693989071,0.2083287795992712
-13.25,-48.25,p_solar_Brazil_BR1976,Brazil,166.4,0.18,4.854937801,0.2266128187613839,0.1882242714025501,0.207418545081967
-13.75,-48.25,p_solar_Brazil_BR1977,Brazil,159.4,0.18,5.209909869,0.2278497267759565,0.1889014116575592,0.20837556921675784
-14.25,-48.25,p_solar_Brazil_BR1978,Brazil,150.5,0.18,9.240517595,0.2331393442622958,0.1922537568306011,0.21269655054644845
-14.75,-48.25,p_solar_Brazil_BR1979,Brazil,175.7,0.18,19.62932115,0.2403222905282325,0.1969079007285974,0.21861509562841497
-15.25,-48.25,p_solar_Brazil_BR1980,Brazil,170.9,0.18,8.070481432,0.2456478825136609,0.2004645947176684,0.22305623861566465
-15.75,-48.25,p_solar_Brazil_BR1981,Brazil,159.1,0.18,0.898075582,0.248153346994535,0.2021934198542805,0.22517338342440774
-16.25,-48.25,p_solar_Brazil_BR1982,Brazil,153.6,0.18,1.930472833,0.2479525273224035,0.202153460837887,0.22505299408014523
-16.75,-48.25,p_solar_Brazil_BR1983,Brazil,151.0,0.18,6.95205779,0.2469066484517299,0.2013706739526411,0.2241386612021855
-17.25,-48.25,p_solar_Brazil_BR1984,Brazil,168.3,0.18,7.245840801,0.2452951958105644,0.2000876593806921,0.22269142759562824
-17.75,-48.25,p_solar_Brazil_BR1985,Brazil,167.3,0.18,14.12519869,0.2434602686703099,0.1986752049180327,0.2210677367941713
-18.25,-48.25,p_solar_Brazil_BR1986,Brazil,169.0,0.18,15.213779,0.2430214025500908,0.1981610883424408,0.2205912454462658
-18.75,-48.25,p_solar_Brazil_BR1987,Brazil,141.3,0.18,7.885714818,0.2432579690346081,0.1985669398907104,0.22091245446265925
-19.25,-48.25,p_solar_Brazil_BR1988,Brazil,148.3,0.19,32.17142736,0.2424083561020037,0.1983499544626593,0.22037915528233148
-19.75,-48.25,p_solar_Brazil_BR1989,Brazil,146.0,0.18,5.814192572,0.240295195810565,0.1968925318761384,0.2185938638433517
-22.25,-48.25,p_solar_Brazil_BR1994,Brazil,114.0,0.18,27.64210303,0.2380324453551913,0.1963334471766848,0.21718294626593804
-22.75,-48.25,p_solar_Brazil_BR1995,Brazil,117.2,0.18,1.53121436,0.2367186930783242,0.196316256830601,0.2165174749544626
-23.25,-48.25,p_solar_Brazil_BR1996,Brazil,122.9,0.18,17.07585568,0.238340960837887,0.1977075364298725,0.21802424863387976
-23.75,-48.25,p_solar_Brazil_BR1997,Brazil,114.4,0.18,4.741408311,0.2347916666666664,0.1961670081967213,0.21547933743169384
-11.25,-47.75,p_solar_Brazil_BR2022,Brazil,181.9,0.18,46.91223931,0.2277551229508193,0.1893622495446265,0.2085586862477229
-11.75,-47.75,p_solar_Brazil_BR2023,Brazil,180.7,0.18,18.28258089,0.2292426001821496,0.1896818078324225,0.20946220400728605
-12.25,-47.75,p_solar_Brazil_BR2024,Brazil,184.0,0.18,3.489067177,0.2314585610200369,0.1906374089253187,0.2110479849726778
-12.75,-47.75,p_solar_Brazil_BR2025,Brazil,183.8,0.18,34.00162214,0.2310745673952641,0.1905569216757741,0.2108157445355191
-13.25,-47.75,p_solar_Brazil_BR2026,Brazil,178.7,0.18,45.46533174,0.230789617486338,0.1905177595628415,0.21065368852458977
-13.75,-47.75,p_solar_Brazil_BR2027,Brazil,177.1,0.18,9.563771737,0.232944785974499,0.191948087431694,0.2124464367030965
-14.25,-47.75,p_solar_Brazil_BR2028,Brazil,173.6,0.18,23.62143865,0.2370293715846991,0.1946674635701274,0.21584841757741324
-14.75,-47.75,p_solar_Brazil_BR2029,Brazil,160.7,0.18,3.836695096,0.2416812386156642,0.1978144353369763,0.21974783697632025
-15.25,-47.75,p_solar_Brazil_BR2030,Brazil,166.9,0.18,20.74576081,0.2454395491803278,0.2005529371584699,0.22299624316939884
-15.75,-47.75,p_solar_Brazil_BR2031,Brazil,141.9,0.18,8.090367924,0.2468084016393442,0.2017289389799635,0.22426867030965386
-16.25,-47.75,p_solar_Brazil_BR2032,Brazil,147.6,0.18,0.745959212,0.2463147768670308,0.2014446721311475,0.22387972449908916
-16.75,-47.75,p_solar_Brazil_BR2033,Brazil,157.1,0.18,22.95302825,0.2456176001821484,0.2007838114754098,0.2232007058287791
-17.25,-47.75,p_solar_Brazil_BR2034,Brazil,142.5,0.18,35.29104342,0.2439275956284154,0.1995110428051001,0.22171931921675775
-17.75,-47.75,p_solar_Brazil_BR2035,Brazil,167.9,0.18,18.69544522,0.2422100409836065,0.1982679872495446,0.22023901411657554
-18.25,-47.75,p_solar_Brazil_BR2036,Brazil,160.4,0.18,1.64468455,0.2420122950819674,0.1978017987249544,0.2199070469034609
-18.75,-47.75,p_solar_Brazil_BR2037,Brazil,138.1,0.18,9.966772532,0.2413377732240434,0.1976676912568306,0.21950273224043698
-19.25,-47.75,p_solar_Brazil_BR2038,Brazil,116.7,0.18,6.810849305,0.2403797814207643,0.197582650273224,0.21898121584699415
-19.75,-47.75,p_solar_Brazil_BR2039,Brazil,118.7,0.18,15.66158308,0.2400618169398903,0.1971495901639344,0.21860570355191233
-20.25,-47.75,p_solar_Brazil_BR2040,Brazil,108.8,0.18,2.078287557,0.2385091074681234,0.195890368852459,0.2171997381602912
-21.75,-47.75,p_solar_Brazil_BR2043,Brazil,123.2,0.18,8.352124121,0.2374658469945357,0.1953818306010928,0.21642383879781424
-22.25,-47.75,p_solar_Brazil_BR2044,Brazil,132.7,0.18,0.89145185,0.2374369307832419,0.1959242941712203,0.21668061247723108
-11.25,-47.25,p_solar_Brazil_BR2071,Brazil,181.4,0.18,94.87597425,0.232695924408015,0.1921722449908925,0.21243408469945374
-11.75,-47.25,p_solar_Brazil_BR2072,Brazil,178.8,0.18,65.12594492,0.2326272768670314,0.1916580145719489,0.21214264571949015
-12.25,-47.25,p_solar_Brazil_BR2073,Brazil,184.2,0.18,41.98570029,0.233423041894353,0.1917815346083788,0.2126022882513659
-12.75,-47.25,p_solar_Brazil_BR2074,Brazil,183.4,0.18,10.41379054,0.2340920992714018,0.1922054872495446,0.2131487932604732
-13.25,-47.25,p_solar_Brazil_BR2075,Brazil,178.4,0.18,22.2699179,0.2352479508196721,0.1930714936247723,0.21415972222222218
-13.75,-47.25,p_solar_Brazil_BR2076,Brazil,176.6,0.18,1.090018541,0.2378609972677593,0.1948738615664845,0.2163674294171219
-14.25,-47.25,p_solar_Brazil_BR2077,Brazil,169.1,0.18,37.8961573,0.240360769581056,0.1965553278688524,0.21845804872495422
-14.75,-47.25,p_solar_Brazil_BR2078,Brazil,172.3,0.18,25.97961057,0.2422008196721319,0.1978892304189435,0.2200450250455377
-15.25,-47.25,p_solar_Brazil_BR2079,Brazil,172.6,0.18,25.71781587,0.2444175774134795,0.1997285974499089,0.22207308743169418
-15.75,-47.25,p_solar_Brazil_BR2080,Brazil,150.5,0.18,15.61427912,0.245559540072859,0.2008362932604736,0.22319791666666627
-16.25,-47.25,p_solar_Brazil_BR2081,Brazil,137.6,0.19,6.707707952,0.244678506375227,0.2003768214936248,0.2225276639344259
-16.75,-47.25,p_solar_Brazil_BR2082,Brazil,151.7,0.19,14.5188354,0.2429495673952644,0.1992684426229508,0.2211090050091076
-17.25,-47.25,p_solar_Brazil_BR2083,Brazil,157.9,0.19,6.168105067,0.2409778005464485,0.1979084699453552,0.21944313524590184
-17.75,-47.25,p_solar_Brazil_BR2084,Brazil,137.1,0.19,15.47800608,0.239994763205829,0.1971532331511839,0.21857399817850645
-18.25,-47.25,p_solar_Brazil_BR2085,Brazil,160.4,0.18,39.83571704,0.2403818306010931,0.1972240437158469,0.21880293715847
-18.75,-47.25,p_solar_Brazil_BR2086,Brazil,159.2,0.18,6.865912894,0.2396102003642983,0.1969278233151183,0.21826901183970832
-19.25,-47.25,p_solar_Brazil_BR2087,Brazil,143.1,0.18,0.402885315,0.2381179417122035,0.196485883424408,0.21730191256830575
-19.75,-47.25,p_solar_Brazil_BR2088,Brazil,156.0,0.18,7.359138675,0.2381416211293264,0.1965578324225865,0.21734972677595646
-20.25,-47.25,p_solar_Brazil_BR2089,Brazil,153.0,0.18,0.393008721,0.2381190801457187,0.196216985428051,0.21716803278688485
-20.75,-47.25,p_solar_Brazil_BR2090,Brazil,133.5,0.18,14.81535409,0.2366623406193082,0.1950943761384335,0.21587835837887084
-21.25,-47.25,p_solar_Brazil_BR2091,Brazil,136.4,0.18,26.48672208,0.2358911657559194,0.1945620446265938,0.21522660519125658
-10.75,-46.75,p_solar_Brazil_BR2117,Brazil,181.7,0.18,168.7453331,0.2372224499089254,0.194808970856102,0.21601571038251371
-11.25,-46.75,p_solar_Brazil_BR2118,Brazil,173.0,0.18,138.6639256,0.2394371584699457,0.1959425091074681,0.2176898337887069
-11.75,-46.75,p_solar_Brazil_BR2119,Brazil,170.3,0.18,116.2471154,0.2383844489981786,0.1949334016393442,0.2166589253187614
-12.25,-46.75,p_solar_Brazil_BR2120,Brazil,183.3,0.18,86.00911421,0.236898337887068,0.1938119307832422,0.21535513433515507
-12.75,-46.75,p_solar_Brazil_BR2121,Brazil,175.5,0.18,51.86337193,0.2378066939890713,0.1943530282331512,0.21607986111111127
-13.25,-46.75,p_solar_Brazil_BR2122,Brazil,171.2,0.18,5.286804004,0.239538820582878,0.1955367714025501,0.21753779599271406
-13.75,-46.75,p_solar_Brazil_BR2123,Brazil,166.8,0.18,9.890667432,0.2412609289617485,0.1966690573770492,0.21896499316939885
-14.25,-46.75,p_solar_Brazil_BR2124,Brazil,176.0,0.18,12.63011796,0.242746129326047,0.1975445127504554,0.22014532103825118
-14.75,-46.75,p_solar_Brazil_BR2125,Brazil,177.2,0.18,5.774127009,0.2432504553734061,0.1980702413479052,0.22066034836065565
-15.25,-46.75,p_solar_Brazil_BR2126,Brazil,163.5,0.18,6.728438015,0.2441666666666664,0.198970514571949,0.2215685906193077
-15.75,-46.75,p_solar_Brazil_BR2127,Brazil,166.5,0.19,1.009645418,0.2450832194899822,0.1998191029143898,0.222451161202186
-16.25,-46.75,p_solar_Brazil_BR2128,Brazil,165.8,0.19,3.061487724,0.2438303734061928,0.1992817622950819,0.22155606785063736
-16.75,-46.75,p_solar_Brazil_BR2129,Brazil,168.5,0.19,10.35969326,0.2406648451730424,0.1975757058287796,0.219120275500911
-17.25,-46.75,p_solar_Brazil_BR2130,Brazil,167.8,0.19,18.47264067,0.238221539162113,0.1960646630236794,0.2171431010928962
-17.75,-46.75,p_solar_Brazil_BR2131,Brazil,167.7,0.18,14.66459888,0.2379821265938072,0.19583970856102,0.2169109175774136
-18.25,-46.75,p_solar_Brazil_BR2132,Brazil,167.1,0.18,26.13079244,0.2387518214936246,0.1965795765027322,0.2176656989981784
-18.75,-46.75,p_solar_Brazil_BR2133,Brazil,161.0,0.18,37.64729492,0.2384308970856099,0.1966115664845173,0.2175212317850636
-19.25,-46.75,p_solar_Brazil_BR2134,Brazil,154.6,0.18,8.169446507,0.2364985200364293,0.1956487932604735,0.2160736566484514
-19.75,-46.75,p_solar_Brazil_BR2135,Brazil,161.7,0.18,17.53976352,0.2350048952641165,0.195014344262295,0.21500961976320576
-20.25,-46.75,p_solar_Brazil_BR2136,Brazil,153.3,0.18,9.029652288,0.2360397313296902,0.1953857012750455,0.21571271630236785
-20.75,-46.75,p_solar_Brazil_BR2137,Brazil,155.1,0.18,4.809792455,0.2355595400728596,0.194739412568306,0.2151494763205828
-10.25,-46.25,p_solar_Brazil_BR2162,Brazil,182.0,0.18,105.1108756,0.2408800091074679,0.1968658925318761,0.218872950819672
-10.75,-46.25,p_solar_Brazil_BR2163,Brazil,167.3,0.18,127.4395541,0.2430586293260478,0.1981196493624772,0.2205891393442625
-11.25,-46.25,p_solar_Brazil_BR2164,Brazil,133.9,0.18,145.6718516,0.2460821948998177,0.1997864298724954,0.22293431238615655
-11.75,-46.25,p_solar_Brazil_BR2165,Brazil,133.3,0.18,133.8696346,0.2476515255009111,0.2003849043715847,0.2240182149362479
-12.25,-46.25,p_solar_Brazil_BR2166,Brazil,140.1,0.18,94.85757599,0.2463752276867039,0.1994468351548269,0.2229110314207654
-12.75,-46.25,p_solar_Brazil_BR2167,Brazil,137.9,0.18,68.87859853,0.2457462431693992,0.1991533469945355,0.22244979508196733
-13.25,-46.25,p_solar_Brazil_BR2168,Brazil,127.7,0.19,39.24698821,0.2464238387978138,0.1997518214936247,0.22308783014571926
-13.75,-46.25,p_solar_Brazil_BR2169,Brazil,132.2,0.19,12.02058618,0.2463904826958113,0.1997093579234972,0.22304992030965426
-14.25,-46.25,p_solar_Brazil_BR2170,Brazil,159.0,0.18,8.415920534,0.2470557832422578,0.199957650273224,0.22350671675774092
-14.75,-46.25,p_solar_Brazil_BR2171,Brazil,171.5,0.19,13.40429233,0.2477678734061935,0.2005364298724954,0.22415215163934443
-15.25,-46.25,p_solar_Brazil_BR2172,Brazil,171.0,0.19,10.86512213,0.2460969945355193,0.1995661429872495,0.2228315687613844
