load_zone,scs_id,variable_om_cost_total,fuel_cost_total,startup_cost_total,capacity_cost,transmission_capacity_cost,mwh,MtCO2,total_costs,operations_cost_total,emis_policy,exist_trd,op_char,fixed_pv,pol,group,split_tx_cost,new_total_cost
Chile,prm15_wcost_re10_c2p1_co2_cut90p_tn,2355847615.6759048,5221879255.6746,99786291.80875576,21.20181155269057,0.0,878433556.575,123.87200972363004,28879324715.849834,7.67751316315926,1,0,10,0,"90%Cut,Full",100,1.2275842559640675,30.1069089718139
Region-wide,prm15_wcost_re10_c2p1_co2_cut90p_tn,35471021798.18393,33130486601.87916,108536507.99328987,229.52372831262537,3503940683.754086,10201172370.5,447.1541586080671,301737713904.43585,68.71004490805637,1,0,10,0,"90%Cut,Full",100,3.503940683754086,301.73771390443585
Brazil,prm15_wcost_re8_c2p1_co2_cut90p_tn,26008856121.98162,24615862721.42924,64430467.78233263,162.98580759020663,0.0,7114586509.525,214.57031445967772,213674956901.39984,50.68914931119319,1,0,8,0,"90%Cut,Full",100,1.7075492876154592,215.3825061890153
Argentina,prm15_wcost_re3_c2p1_co2_cut90p_tn,5897934446.6051445,5344749147.714483,18731945.92945672,50.68610473371357,6180503164.907309,1682695804.525,129.89275611080953,68128023438.869965,11.261415540249084,1,0,3,0,"90%Cut,Full",100,3.0902515824536536,65.0377718564163
Uruguay,prm15_wcost_re9_c2p1_co2_cut90p_tn,254939942.1158862,332456211.2472805,5927171.432561029,6.174472248558332,0.0,170565854.225,0.4853270180583214,6767795573.354059,0.5933233247957277,1,0,9,0,"90%Cut,Full",100,0.0032694621976638,6.771065035551724
Paraguay,prm15_wcost_re7_c2p1_co2_cut90p_tn,2295320859.57,17210438.7786,315208.5,3.946370266740164,0.0,354890645.65000004,0.0312398351999999,6259216773.588763,2.3128465068486004,1,0,7,0,"90%Cut,Full",100,0.0,6.259216773588764
Uruguay,prm15_wcost_re8_c2p1_co2_cut90p_tn,256775478.025757,348806409.1148662,6072890.551472321,6.168353030934349,0.0,170565854.225,0.5936920805385628,6780007808.626444,0.6116547776920955,1,0,8,0,"90%Cut,Full",100,0.0040154887569568,6.784023297383402
Brazil,prm15_wcost_re20_c2p1_co2_cut90p_tn,24751268887.635822,22347935220.896263,1.7306888366873506e-08,160.1704665171058,0.0,7114586509.525,187.36199197480036,207269670625.6379,47.09920410853209,1,0,20,1,"90%Cut,Full",101,0.4578785706804976,207.7275491963184
Argentina,prm15_wcost_re4_c2p1_co2_cut90p_tn,5861768265.390239,5252288772.147821,6765567.681593295,50.25798258846914,5878254047.155133,1682695804.525,127.6647242979428,67257059240.84392,11.120822605219653,1,0,4,0,"90%Cut,Full",100,2.939127023577566,64.31793221726636
Paraguay,prm15_wcost_re13_c2p1_co2_cut90p_tn,2295674370.3768272,18587091.439808328,136530.0,5.788406291729029,0.0,354890645.65000004,0.0312398351999999,8102804283.545664,2.3143979918166355,1,0,13,1,"90%Cut,Full",101,0.0,8.102804283545664
Uruguay,prm15_wcost_re7_c2p1_co2_cut90p_tn,258795828.54173,369223017.72540337,3818806.406268323,5.318784711752555,0.0,170565854.225,0.7414678770818715,5950622364.425956,0.6318376526734018,1,0,7,0,"90%Cut,Full",100,0.0,5.950622364425957
Brazil,prm15_wcost_re7_c2p1_co2_cut90p_tn,24966994829.762592,23099841080.040737,40345353.744724974,157.93150563646083,0.0,7114586509.525,202.0311851692639,206038686900.00885,48.10718126354806,1,0,7,0,"90%Cut,Full",100,0.8561060427006798,206.8947929427096
Uruguay,prm15_wcost_re14_c2p1_co2_cut90p_tn,262044658.03578693,393271315.9187247,542335.7073865843,5.672608767069372,0.0,170565854.225,0.8756742960236813,6328467076.731271,0.6558583096618983,1,0,14,1,"90%Cut,Full",101,0.0312753584311741,6.359742435162445
Argentina,prm15_wcost_re5_c2p1_co2_cut90p_tn,5799278775.891257,5176893378.9112,250435.5,47.92130685101532,4632822113.528047,1682695804.525,125.84414849433963,63530551554.84583,10.976422590302455,1,0,5,0,"90%Cut,Full",100,2.316411056764024,61.21414049808181
Uruguay,prm15_wcost_re6_c2p1_co2_cut90p_tn,260557776.0284469,392135780.3377456,1443007.7035957836,5.154778563833856,0.0,170565854.225,0.9304883429407408,5808915127.903645,0.6541365640697884,1,0,6,0,"90%Cut,Full",100,0.0,5.808915127903644
Paraguay,prm15_wcost_re11_c2p1_co2_cut90p_tn,2295569422.169998,18178398.9036,136530.0,4.12644174072243,0.0,354890645.65000004,0.0312398351999999,6440326091.796028,2.3138843510735985,1,0,11,1,"90%Cut,Full",101,0.0,6.440326091796028
Paraguay,prm15_wcost_re12_c2p1_co2_cut90p_tn,2295485149.409997,17850221.3286,136530.0,5.299166173532035,0.0,354890645.65000004,0.0312398351999999,7612638074.270632,2.313471900738597,1,0,12,1,"90%Cut,Full",101,0.0,7.612638074270632
