Argentina,Brazil,Uruguay,Paraguay,Chile,pol
0.0,0.2941980453991642,0.6390720371833704,0.007993197234980794,0.0,"NoCut,Lim"
0.0,0.3177856444491468,0.6324778119660679,0.3814642373622029,0.0,"NoCut,Full"
0.756807630129843,0.5724724448581415,0.6883335710983027,0.2795039204338651,0.29040801310046754,"90%Cut,Lim"
0.9134862499316112,0.528934901097089,0.619119451412864,0.6235550055698191,0.0,"90%Cut,Full"
0.35141662897425807,0.3682668937422977,0.6648697288386815,0.32018847229216396,0.0,"NoCut,Lim"
0.4445753059603365,0.3833676554457619,0.6773920367081525,0.48502731052320947,0.0,"NoCut,Full"
0.7518073135844928,0.5857569628332231,0.6753426445582967,0.2852566636620387,0.2683677447952462,"90%Cut,Lim"
0.8976308534965979,0.5456761326993614,0.6322400203905195,0.6405600644801612,0.0,"90%Cut,Full"
0.0,0.31450250961541704,0.6407646076283827,0.05669544713134052,0.0,"NoCut,Lim"
0.0,0.33143989854315753,0.6463817029108653,0.40674703084671454,0.0,"NoCut,Full"
0.6997073415705465,0.5447931109744761,0.6712054626117783,0.2900679997804724,0.2670282885671476,"90%Cut,Lim"
0.8828183776659212,0.5496091449247842,0.6263180227949898,0.6304566410249629,0.0,"90%Cut,Full"
0.0,0.23155687860490942,0.6034801527867973,0.0,0.0,"NoCut,Lim"
0.0,0.23585594798933673,0.3654035460648111,0.08009092904019875,0.0,"NoCut,Full"
0.6966614856041442,0.5668928884935905,0.6576993178506202,0.2863797333197158,0.28207993821500754,"90%Cut,Lim"
0.8785862958633849,0.574316600988251,0.626635524982723,0.6367373856372861,0.0,"90%Cut,Full"
0.0,0.2301074972651158,0.581961310781555,0.0,0.0,"NoCut,Lim"
0.0,0.23438786525899777,0.364263021810438,0.18730621279554827,0.0,"NoCut,Full"
