project,specified,new_build,capacity_type
p_solar_Brazil_BR1864,,,gen_spec
p_solar_Brazil_BR1865,,,gen_spec
p_solar_Brazil_BR1866,,,gen_spec
p_solar_Brazil_BR1867,,,gen_spec
p_solar_Brazil_BR1868,,,gen_spec
p_solar_Brazil_BR1869,,,gen_spec
p_solar_Brazil_BR1870,,,gen_spec
p_solar_Brazil_BR1871,,,gen_spec
p_solar_Brazil_BR1872,,,gen_spec
p_solar_Brazil_BR1873,,,gen_spec
p_solar_Brazil_BR1874,,,gen_spec
p_solar_Brazil_BR1875,,,gen_spec
p_solar_Brazil_BR1876,,,gen_spec
p_solar_Brazil_BR1877,,,gen_spec
p_solar_Brazil_BR1878,,,gen_spec
p_solar_Brazil_BR1879,,,gen_spec
p_solar_Brazil_BR1880,,,gen_spec
p_solar_Brazil_BR1881,,,gen_spec
p_solar_Brazil_BR1882,,,gen_spec
p_solar_Brazil_BR1883,,,gen_spec
p_solar_Brazil_BR1884,,,gen_spec
p_solar_Brazil_BR1885,,,gen_spec
p_solar_Brazil_BR1921,,,gen_spec
p_solar_Brazil_BR1922,,,gen_spec
p_solar_Brazil_BR1923,,,gen_spec
p_solar_Brazil_BR1924,,,gen_spec
p_solar_Brazil_BR1925,,,gen_spec
p_solar_Brazil_BR1926,,,gen_spec
p_solar_Brazil_BR1927,,,gen_spec
p_solar_Brazil_BR1928,,,gen_spec
p_solar_Brazil_BR1929,,,gen_spec
p_solar_Brazil_BR1930,,,gen_spec
p_solar_Brazil_BR1931,,,gen_spec
p_solar_Brazil_BR1932,,,gen_spec
p_solar_Brazil_BR1933,,,gen_spec
p_solar_Brazil_BR1934,,,gen_spec
p_solar_Brazil_BR1935,,,gen_spec
p_solar_Brazil_BR1936,,,gen_spec
p_solar_Brazil_BR1943,,,gen_spec
p_solar_Brazil_BR1974,,,gen_spec
p_solar_Brazil_BR1975,,,gen_spec
p_solar_Brazil_BR1976,,,gen_spec
p_solar_Brazil_BR1977,,,gen_spec
p_solar_Brazil_BR1978,,,gen_spec
p_solar_Brazil_BR1979,,,gen_spec
p_solar_Brazil_BR1980,,,gen_spec
p_solar_Brazil_BR1981,,,gen_spec
p_solar_Brazil_BR1982,,,gen_spec
p_solar_Brazil_BR1983,,,gen_spec
p_solar_Brazil_BR1984,,,gen_spec
p_solar_Brazil_BR1985,,,gen_spec
p_solar_Brazil_BR1986,,,gen_spec
p_solar_Brazil_BR1987,,,gen_spec
p_solar_Brazil_BR1988,,,gen_spec
p_solar_Brazil_BR1989,,,gen_spec
p_solar_Brazil_BR1994,,,gen_spec
p_solar_Brazil_BR1995,,,gen_spec
p_solar_Brazil_BR1996,,,gen_spec
p_solar_Brazil_BR1997,,,gen_spec
p_solar_Brazil_BR2022,,,gen_spec
p_solar_Brazil_BR2023,,,gen_spec
p_solar_Brazil_BR2024,,,gen_spec
p_solar_Brazil_BR2025,,,gen_spec
p_solar_Brazil_BR2026,,,gen_spec
p_solar_Brazil_BR2027,,,gen_spec
p_solar_Brazil_BR2028,,,gen_spec
p_solar_Brazil_BR2029,,,gen_spec
p_solar_Brazil_BR2030,,,gen_spec
p_solar_Brazil_BR2031,,,gen_spec
p_solar_Brazil_BR2032,,,gen_spec
p_solar_Brazil_BR2033,,,gen_spec
p_solar_Brazil_BR2034,,,gen_spec
p_solar_Brazil_BR2035,,,gen_spec
p_solar_Brazil_BR2036,,,gen_spec
p_solar_Brazil_BR2037,,,gen_spec
p_solar_Brazil_BR2038,,,gen_spec
p_solar_Brazil_BR2039,,,gen_spec
p_solar_Brazil_BR2040,,,gen_spec
p_solar_Brazil_BR2043,,,gen_spec
p_solar_Brazil_BR2044,,,gen_spec
p_solar_Brazil_BR2071,,,gen_spec
p_solar_Brazil_BR2072,,,gen_spec
p_solar_Brazil_BR2073,,,gen_spec
p_solar_Brazil_BR2074,,,gen_spec
p_solar_Brazil_BR2075,,,gen_spec
p_solar_Brazil_BR2076,,,gen_spec
p_solar_Brazil_BR2077,,,gen_spec
p_solar_Brazil_BR2078,,,gen_spec
p_solar_Brazil_BR2079,,,gen_spec
p_solar_Brazil_BR2080,,,gen_spec
p_solar_Brazil_BR2081,,,gen_spec
p_solar_Brazil_BR2082,,,gen_spec
p_solar_Brazil_BR2083,,,gen_spec
p_solar_Brazil_BR2084,,,gen_spec
p_solar_Brazil_BR2085,,,gen_spec
p_solar_Brazil_BR2086,,,gen_spec
p_solar_Brazil_BR2087,,,gen_spec
p_solar_Brazil_BR2088,,,gen_spec
p_solar_Brazil_BR2089,,,gen_spec
p_solar_Brazil_BR2090,,,gen_spec
p_solar_Brazil_BR2091,,,gen_spec
p_solar_Brazil_BR2117,,,gen_spec
p_solar_Brazil_BR2118,,,gen_spec
p_solar_Brazil_BR2119,,,gen_spec
p_solar_Brazil_BR2120,,,gen_spec
p_solar_Brazil_BR2121,,,gen_spec
p_solar_Brazil_BR2122,,,gen_spec
p_solar_Brazil_BR2123,,,gen_spec
p_solar_Brazil_BR2124,,,gen_spec
p_solar_Brazil_BR2125,,,gen_spec
p_solar_Brazil_BR2126,,,gen_spec
p_solar_Brazil_BR2127,,,gen_spec
p_solar_Brazil_BR2128,,,gen_spec
p_solar_Brazil_BR2129,,,gen_spec
p_solar_Brazil_BR2130,,,gen_spec
p_solar_Brazil_BR2131,,,gen_spec
p_solar_Brazil_BR2132,,,gen_spec
p_solar_Brazil_BR2133,,,gen_spec
p_solar_Brazil_BR2134,,,gen_spec
p_solar_Brazil_BR2135,,,gen_spec
p_solar_Brazil_BR2136,,,gen_spec
p_solar_Brazil_BR2137,,,gen_spec
p_solar_Brazil_BR2162,,,gen_spec
p_solar_Brazil_BR2163,,,gen_spec
p_solar_Brazil_BR2164,,,gen_spec
p_solar_Brazil_BR2165,,,gen_spec
p_solar_Brazil_BR2166,,,gen_spec
p_solar_Brazil_BR2167,,,gen_spec
p_solar_Brazil_BR2168,,,gen_spec
p_solar_Brazil_BR2169,,,gen_spec
p_solar_Brazil_BR2170,,,gen_spec
p_solar_Brazil_BR2171,,,gen_spec
p_solar_Brazil_BR2172,,,gen_spec
p_solar_Brazil_BR2173,,,gen_spec
p_solar_Brazil_BR2174,,,gen_spec
p_solar_Brazil_BR2175,,,gen_spec
p_solar_Brazil_BR2176,,,gen_spec
p_solar_Brazil_BR2177,,,gen_spec
p_solar_Brazil_BR2178,,,gen_spec
p_solar_Brazil_BR2179,,,gen_spec
p_solar_Brazil_BR2180,,,gen_spec
p_solar_Brazil_BR2181,,,gen_spec
p_solar_Brazil_BR2182,,,gen_spec
p_solar_Brazil_BR2207,,,gen_spec
p_solar_Brazil_BR2208,,,gen_spec
p_solar_Brazil_BR2209,,,gen_spec
p_solar_Brazil_BR2210,,,gen_spec
p_solar_Brazil_BR2211,,,gen_spec
p_solar_Brazil_BR2212,,,gen_spec
p_solar_Brazil_BR2213,,,gen_spec
p_solar_Brazil_BR2214,,,gen_spec
p_solar_Brazil_BR2215,,,gen_spec
p_solar_Brazil_BR2216,,,gen_spec
p_solar_Brazil_BR2217,,,gen_spec
p_solar_Brazil_BR2218,,,gen_spec
p_solar_Brazil_BR2219,,,gen_spec
p_solar_Brazil_BR2220,,,gen_spec
p_solar_Brazil_BR2221,,,gen_spec
p_solar_Brazil_BR2222,,,gen_spec
p_solar_Brazil_BR2223,,,gen_spec
p_solar_Brazil_BR2224,,,gen_spec
p_solar_Brazil_BR2225,,,gen_spec
p_solar_Brazil_BR2226,,,gen_spec
p_solar_Brazil_BR2250,,,gen_spec
p_solar_Brazil_BR2251,,,gen_spec
p_solar_Brazil_BR2252,,,gen_spec
p_solar_Brazil_BR2253,,,gen_spec
p_solar_Brazil_BR2254,,,gen_spec
p_solar_Brazil_BR2255,,,gen_spec
p_solar_Brazil_BR2256,,,gen_spec
p_solar_Brazil_BR2257,,,gen_spec
p_solar_Brazil_BR2258,,,gen_spec
p_solar_Brazil_BR2259,,,gen_spec
p_solar_Brazil_BR2260,,,gen_spec
p_solar_Brazil_BR2261,,,gen_spec
p_solar_Brazil_BR2262,,,gen_spec
p_solar_Brazil_BR2263,,,gen_spec
p_solar_Brazil_BR2264,,,gen_spec
p_solar_Brazil_BR2265,,,gen_spec
p_solar_Brazil_BR2266,,,gen_spec
p_solar_Brazil_BR2267,,,gen_spec
p_solar_Brazil_BR2268,,,gen_spec
p_solar_Brazil_BR2269,,,gen_spec
p_solar_Brazil_BR2293,,,gen_spec
p_solar_Brazil_BR2294,,,gen_spec
p_solar_Brazil_BR2295,,,gen_spec
p_solar_Brazil_BR2296,,,gen_spec
p_solar_Brazil_BR2297,,,gen_spec
p_solar_Brazil_BR2298,,,gen_spec
p_solar_Brazil_BR2299,,,gen_spec
p_solar_Brazil_BR2300,,,gen_spec
p_solar_Brazil_BR2301,,,gen_spec
p_solar_Brazil_BR2302,,,gen_spec
p_solar_Brazil_BR2303,,,gen_spec
p_solar_Brazil_BR2304,,,gen_spec
p_solar_Brazil_BR2305,,,gen_spec
p_solar_Brazil_BR2306,,,gen_spec
p_solar_Brazil_BR2307,,,gen_spec
p_solar_Brazil_BR2308,,,gen_spec
p_solar_Brazil_BR2310,,,gen_spec
p_solar_Brazil_BR2311,,,gen_spec
p_solar_Brazil_BR2312,,,gen_spec
p_solar_Brazil_BR2333,,,gen_spec
p_solar_Brazil_BR2334,,,gen_spec
p_solar_Brazil_BR2335,,,gen_spec
p_solar_Brazil_BR2336,,,gen_spec
p_solar_Brazil_BR2337,,,gen_spec
p_solar_Brazil_BR2338,,,gen_spec
p_solar_Brazil_BR2339,,,gen_spec
p_solar_Brazil_BR2340,,,gen_spec
p_solar_Brazil_BR2342,,,gen_spec
p_solar_Brazil_BR2343,,,gen_spec
p_solar_Brazil_BR2344,,,gen_spec
p_solar_Brazil_BR2345,,,gen_spec
p_solar_Brazil_BR2346,,,gen_spec
p_solar_Brazil_BR2347,,,gen_spec
p_solar_Brazil_BR2348,,,gen_spec
p_solar_Brazil_BR2349,,,gen_spec
p_solar_Brazil_BR2350,,,gen_spec
p_solar_Brazil_BR2351,,,gen_spec
p_solar_Brazil_BR2352,,,gen_spec
p_solar_Brazil_BR2353,,,gen_spec
p_solar_Brazil_BR2373,,,gen_spec
p_solar_Brazil_BR2374,,,gen_spec
p_solar_Brazil_BR2375,,,gen_spec
p_solar_Brazil_BR2376,,,gen_spec
p_solar_Brazil_BR2377,,,gen_spec
p_solar_Brazil_BR2378,,,gen_spec
p_solar_Brazil_BR2379,,,gen_spec
p_solar_Brazil_BR2380,,,gen_spec
p_solar_Brazil_BR2381,,,gen_spec
p_solar_Brazil_BR2382,,,gen_spec
p_solar_Brazil_BR2383,,,gen_spec
p_solar_Brazil_BR2384,,,gen_spec
p_solar_Brazil_BR2385,,,gen_spec
p_solar_Brazil_BR2386,,,gen_spec
p_solar_Brazil_BR2387,,,gen_spec
p_solar_Brazil_BR2388,,,gen_spec
p_solar_Brazil_BR2389,,,gen_spec
p_solar_Brazil_BR2390,,,gen_spec
p_solar_Brazil_BR2391,,,gen_spec
p_solar_Brazil_BR2392,,,gen_spec
p_solar_Brazil_BR2393,,,gen_spec
p_solar_Brazil_BR2413,,,gen_spec
p_solar_Brazil_BR2414,,,gen_spec
p_solar_Brazil_BR2415,,,gen_spec
p_solar_Brazil_BR2416,,,gen_spec
p_solar_Brazil_BR2417,,,gen_spec
p_solar_Brazil_BR2418,,,gen_spec
p_solar_Brazil_BR2419,,,gen_spec
p_solar_Brazil_BR2420,,,gen_spec
p_solar_Brazil_BR2421,,,gen_spec
p_solar_Brazil_BR2422,,,gen_spec
p_solar_Brazil_BR2426,,,gen_spec
p_solar_Brazil_BR2427,,,gen_spec
p_solar_Brazil_BR2428,,,gen_spec
p_solar_Brazil_BR2429,,,gen_spec
p_solar_Brazil_BR2430,,,gen_spec
p_solar_Brazil_BR2431,,,gen_spec
p_solar_Brazil_BR2432,,,gen_spec
p_solar_Brazil_BR2444,,,gen_spec
p_solar_Brazil_BR2445,,,gen_spec
p_solar_Brazil_BR2453,,,gen_spec
p_solar_Brazil_BR2454,,,gen_spec
p_solar_Brazil_BR2455,,,gen_spec
p_solar_Brazil_BR2456,,,gen_spec
p_solar_Brazil_BR2457,,,gen_spec
p_solar_Brazil_BR2458,,,gen_spec
p_solar_Brazil_BR2459,,,gen_spec
p_solar_Brazil_BR2460,,,gen_spec
p_solar_Brazil_BR2461,,,gen_spec
p_solar_Brazil_BR2462,,,gen_spec
p_solar_Brazil_BR2485,,,gen_spec
p_solar_Brazil_BR2486,,,gen_spec
p_solar_Brazil_BR2492,,,gen_spec
p_solar_Brazil_BR2493,,,gen_spec
p_solar_Brazil_BR2494,,,gen_spec
p_solar_Brazil_BR2495,,,gen_spec
p_solar_Brazil_BR2496,,,gen_spec
p_solar_Brazil_BR2497,,,gen_spec
p_solar_Brazil_BR2498,,,gen_spec
p_solar_Brazil_BR2499,,,gen_spec
p_solar_Brazil_BR2500,,,gen_spec
p_solar_Brazil_BR2501,,,gen_spec
p_solar_Brazil_BR2525,,,gen_spec
p_solar_Brazil_BR2526,,,gen_spec
p_solar_Brazil_BR2527,,,gen_spec
p_solar_Brazil_BR2528,,,gen_spec
p_solar_Brazil_BR2529,,,gen_spec
p_solar_Brazil_BR2530,,,gen_spec
p_solar_Brazil_BR2531,,,gen_spec
p_solar_Brazil_BR2532,,,gen_spec
p_solar_Brazil_BR2533,,,gen_spec
p_solar_Brazil_BR2534,,,gen_spec
p_solar_Brazil_BR2535,,,gen_spec
p_solar_Brazil_BR2536,,,gen_spec
p_solar_Brazil_BR2537,,,gen_spec
p_solar_Brazil_BR2538,,,gen_spec
p_solar_Brazil_BR2539,,,gen_spec
p_solar_Brazil_BR2540,,,gen_spec
p_solar_Brazil_BR2541,,,gen_spec
p_solar_Brazil_BR2561,,,gen_spec
p_solar_Brazil_BR2562,,,gen_spec
p_solar_Brazil_BR2564,,,gen_spec
p_solar_Brazil_BR2565,,,gen_spec
p_solar_Brazil_BR2566,,,gen_spec
p_solar_Brazil_BR2567,,,gen_spec
p_solar_Brazil_BR2568,,,gen_spec
p_solar_Brazil_BR2569,,,gen_spec
p_solar_Brazil_BR2570,,,gen_spec
p_solar_Brazil_BR2571,,,gen_spec
p_solar_Brazil_BR2572,,,gen_spec
p_solar_Brazil_BR2573,,,gen_spec
p_solar_Brazil_BR2574,,,gen_spec
p_solar_Brazil_BR2575,,,gen_spec
p_solar_Brazil_BR2576,,,gen_spec
p_solar_Brazil_BR2577,,,gen_spec
p_solar_Brazil_BR2578,,,gen_spec
p_solar_Brazil_BR2579,,,gen_spec
p_solar_Brazil_BR2580,,,gen_spec
p_solar_Brazil_BR2600,,,gen_spec
p_solar_Brazil_BR2601,,,gen_spec
p_solar_Brazil_BR2602,,,gen_spec
p_solar_Brazil_BR2603,,,gen_spec
p_solar_Brazil_BR2604,,,gen_spec
p_solar_Brazil_BR2605,,,gen_spec
p_solar_Brazil_BR2606,,,gen_spec
p_solar_Brazil_BR2607,,,gen_spec
p_solar_Brazil_BR2608,,,gen_spec
p_solar_Brazil_BR2609,,,gen_spec
p_solar_Brazil_BR2610,,,gen_spec
p_solar_Brazil_BR2611,,,gen_spec
p_solar_Brazil_BR2612,,,gen_spec
p_solar_Brazil_BR2613,,,gen_spec
p_solar_Brazil_BR2614,,,gen_spec
p_solar_Brazil_BR2615,,,gen_spec
p_solar_Brazil_BR2616,,,gen_spec
p_solar_Brazil_BR2617,,,gen_spec
p_solar_Brazil_BR2637,,,gen_spec
p_solar_Brazil_BR2638,,,gen_spec
p_solar_Brazil_BR2639,,,gen_spec
p_solar_Brazil_BR2640,,,gen_spec
p_solar_Brazil_BR2641,,,gen_spec
p_solar_Brazil_BR2642,,,gen_spec
p_solar_Brazil_BR2643,,,gen_spec
p_solar_Brazil_BR2644,,,gen_spec
p_solar_Brazil_BR2645,,,gen_spec
p_solar_Brazil_BR2646,,,gen_spec
p_solar_Brazil_BR2647,,,gen_spec
p_solar_Brazil_BR2648,,,gen_spec
p_solar_Brazil_BR2649,,,gen_spec
p_solar_Brazil_BR2650,,,gen_spec
p_solar_Brazil_BR2651,,,gen_spec
p_solar_Brazil_BR2652,,,gen_spec
p_solar_Brazil_BR2653,,,gen_spec
p_solar_Brazil_BR2654,,,gen_spec
p_solar_Brazil_BR2673,,,gen_spec
p_solar_Brazil_BR2674,,,gen_spec
p_solar_Brazil_BR2675,,,gen_spec
p_solar_Brazil_BR2676,,,gen_spec
p_solar_Brazil_BR2677,,,gen_spec
p_solar_Brazil_BR2678,,,gen_spec
p_solar_Brazil_BR2679,,,gen_spec
p_solar_Brazil_BR2680,,,gen_spec
p_solar_Brazil_BR2681,,,gen_spec
p_solar_Brazil_BR2682,,,gen_spec
p_solar_Brazil_BR2683,,,gen_spec
p_solar_Brazil_BR2684,,,gen_spec
p_solar_Brazil_BR2685,,,gen_spec
p_solar_Brazil_BR2686,,,gen_spec
p_solar_Brazil_BR2687,,,gen_spec
p_solar_Brazil_BR2688,,,gen_spec
p_solar_Brazil_BR2689,,,gen_spec
p_solar_Brazil_BR2706,,,gen_spec
p_solar_Brazil_BR2707,,,gen_spec
p_solar_Brazil_BR2708,,,gen_spec
p_solar_Brazil_BR2709,,,gen_spec
p_solar_Brazil_BR2710,,,gen_spec
p_solar_Brazil_BR2711,,,gen_spec
p_solar_Brazil_BR2712,,,gen_spec
p_solar_Brazil_BR2713,,,gen_spec
p_solar_Brazil_BR2714,,,gen_spec
p_solar_Brazil_BR2715,,,gen_spec
p_solar_Brazil_BR2716,,,gen_spec
p_solar_Brazil_BR2717,,,gen_spec
p_solar_Brazil_BR2718,,,gen_spec
p_solar_Brazil_BR2719,,,gen_spec
p_solar_Brazil_BR2720,,,gen_spec
p_solar_Brazil_BR2721,,,gen_spec
p_solar_Brazil_BR2722,,,gen_spec
p_solar_Brazil_BR2723,,,gen_spec
p_solar_Brazil_BR2736,,,gen_spec
p_solar_Brazil_BR2737,,,gen_spec
p_solar_Brazil_BR2738,,,gen_spec
p_solar_Brazil_BR2739,,,gen_spec
p_solar_Brazil_BR2740,,,gen_spec
p_solar_Brazil_BR2741,,,gen_spec
p_solar_Brazil_BR2742,,,gen_spec
p_solar_Brazil_BR2743,,,gen_spec
p_solar_Brazil_BR2744,,,gen_spec
p_solar_Brazil_BR2745,,,gen_spec
p_solar_Brazil_BR2746,,,gen_spec
p_solar_Brazil_BR2747,,,gen_spec
p_solar_Brazil_BR2748,,,gen_spec
p_solar_Brazil_BR2749,,,gen_spec
p_solar_Brazil_BR2750,,,gen_spec
p_solar_Brazil_BR2751,,,gen_spec
p_solar_Brazil_BR2752,,,gen_spec
p_solar_Brazil_BR2753,,,gen_spec
p_solar_Brazil_BR2754,,,gen_spec
p_solar_Brazil_BR2755,,,gen_spec
p_solar_Brazil_BR2756,,,gen_spec
p_solar_Brazil_BR2757,,,gen_spec
p_solar_Brazil_BR2758,,,gen_spec
p_solar_Brazil_BR2759,,,gen_spec
p_solar_Brazil_BR2760,,,gen_spec
p_solar_Brazil_BR2761,,,gen_spec
p_solar_Brazil_BR2762,,,gen_spec
p_solar_Brazil_BR2763,,,gen_spec
p_solar_Brazil_BR2764,,,gen_spec
p_solar_Brazil_BR2765,,,gen_spec
p_solar_Brazil_BR2766,,,gen_spec
p_solar_Brazil_BR2767,,,gen_spec
p_solar_Brazil_BR2768,,,gen_spec
p_solar_Brazil_BR2769,,,gen_spec
p_solar_Brazil_BR2770,,,gen_spec
p_solar_Brazil_BR2772,,,gen_spec
p_solar_Brazil_BR2773,,,gen_spec
p_solar_Brazil_BR2774,,,gen_spec
p_solar_Brazil_BR2775,,,gen_spec
p_solar_Brazil_BR2776,,,gen_spec
p_solar_Brazil_BR2777,,,gen_spec
p_solar_Brazil_BR2778,,,gen_spec
p_solar_Brazil_BR2779,,,gen_spec
p_solar_Brazil_BR2780,,,gen_spec
p_solar_Brazil_BR2781,,,gen_spec
p_solar_Brazil_BR2782,,,gen_spec
p_solar_Brazil_BR2783,,,gen_spec
p_solar_Brazil_BR2784,,,gen_spec
p_solar_Brazil_BR2785,,,gen_spec
p_solar_Brazil_BR2786,,,gen_spec
p_solar_Brazil_BR2787,,,gen_spec
p_solar_Brazil_BR2788,,,gen_spec
p_solar_Brazil_BR2789,,,gen_spec
p_solar_Brazil_BR2790,,,gen_spec
p_solar_Brazil_BR2791,,,gen_spec
p_solar_Brazil_BR2792,,,gen_spec
p_solar_Brazil_BR2793,,,gen_spec
p_solar_Brazil_BR2794,,,gen_spec
p_solar_Brazil_BR2795,,,gen_spec
p_solar_Brazil_BR2796,,,gen_spec
p_solar_Brazil_BR2797,,,gen_spec
p_solar_Brazil_BR2798,,,gen_spec
p_solar_Brazil_BR2799,,,gen_spec
p_solar_Brazil_BR2800,,,gen_spec
p_solar_Brazil_BR2801,,,gen_spec
p_solar_Brazil_BR2802,,,gen_spec
p_solar_Brazil_BR2803,,,gen_spec
p_solar_Brazil_BR2804,,,gen_spec
p_solar_Brazil_BR2805,,,gen_spec
p_solar_Brazil_BR2806,,,gen_spec
p_solar_Brazil_BR2807,,,gen_spec
p_solar_Brazil_BR2808,,,gen_spec
p_solar_Brazil_BR2809,,,gen_spec
p_solar_Brazil_BR2810,,,gen_spec
p_solar_Brazil_BR2811,,,gen_spec
p_solar_Brazil_BR2812,,,gen_spec
p_solar_Brazil_BR2813,,,gen_spec
p_solar_Brazil_BR2814,,,gen_spec
p_solar_Brazil_BR2815,,,gen_spec
p_solar_Brazil_BR2816,,,gen_spec
p_solar_Brazil_BR2820,,,gen_spec
p_solar_Brazil_BR2821,,,gen_spec
p_solar_Brazil_BR2822,,,gen_spec
p_solar_Brazil_BR2823,,,gen_spec
p_solar_Brazil_BR2824,,,gen_spec
p_solar_Brazil_BR2825,,,gen_spec
p_solar_Brazil_BR2826,,,gen_spec
p_solar_Brazil_BR2827,,,gen_spec
p_solar_Brazil_BR2830,,,gen_spec
p_solar_Brazil_BR2831,,,gen_spec
p_solar_Brazil_BR2832,,,gen_spec
p_solar_Brazil_BR2833,,,gen_spec
p_solar_Brazil_BR2834,,,gen_spec
p_solar_Brazil_BR2835,,,gen_spec
p_solar_Brazil_BR2836,,,gen_spec
p_solar_Brazil_BR2837,,,gen_spec
p_solar_Chile_CL70,,,gen_spec
p_solar_Chile_CL71,,,gen_spec
p_solar_Chile_CL97,,,gen_spec
p_solar_Chile_CL98,,,gen_spec
p_solar_Chile_CL99,,,gen_spec
p_solar_Chile_CL100,,,gen_spec
p_solar_Chile_CL101,,,gen_spec
p_solar_Chile_CL102,,,gen_spec
p_solar_Chile_CL103,,,gen_spec
p_solar_Chile_CL104,,,gen_spec
p_solar_Chile_CL125,,,gen_spec
p_solar_Chile_CL126,,,gen_spec
p_solar_Chile_CL127,,,gen_spec
p_solar_Chile_CL128,,,gen_spec
p_solar_Chile_CL129,,,gen_spec
p_solar_Chile_CL130,,,gen_spec
p_solar_Chile_CL131,,,gen_spec
p_solar_Chile_CL133,,,gen_spec
p_solar_Chile_CL134,,,gen_spec
p_solar_Chile_CL145,,,gen_spec
p_solar_Chile_CL146,,,gen_spec
p_solar_Chile_CL147,,,gen_spec
p_solar_Chile_CL148,,,gen_spec
p_solar_Chile_CL151,,,gen_spec
p_solar_Chile_CL152,,,gen_spec
p_solar_Chile_CL153,,,gen_spec
p_solar_Chile_CL154,,,gen_spec
p_solar_Chile_CL155,,,gen_spec
p_solar_Chile_CL156,,,gen_spec
p_solar_Chile_CL157,,,gen_spec
p_solar_Chile_CL158,,,gen_spec
p_solar_Chile_CL159,,,gen_spec
p_solar_Chile_CL160,,,gen_spec
p_solar_Chile_CL161,,,gen_spec
p_solar_Chile_CL162,,,gen_spec
p_solar_Chile_CL163,,,gen_spec
p_solar_Chile_CL164,,,gen_spec
p_solar_Chile_CL165,,,gen_spec
p_solar_Chile_CL171,,,gen_spec
p_solar_Chile_CL172,,,gen_spec
p_solar_Chile_CL173,,,gen_spec
p_solar_Chile_CL174,,,gen_spec
p_solar_Chile_CL175,,,gen_spec
p_solar_Chile_CL176,,,gen_spec
p_solar_Chile_CL177,,,gen_spec
p_solar_Chile_CL178,,,gen_spec
p_solar_Chile_CL179,,,gen_spec
p_solar_Chile_CL180,,,gen_spec
p_solar_Chile_CL181,,,gen_spec
p_solar_Chile_CL182,,,gen_spec
p_solar_Chile_CL184,,,gen_spec
p_solar_Chile_CL185,,,gen_spec
p_solar_Chile_CL186,,,gen_spec
p_solar_Chile_CL187,,,gen_spec
p_solar_Chile_CL188,,,gen_spec
p_solar_Chile_CL189,,,gen_spec
p_solar_Chile_CL192,,,gen_spec
p_solar_Chile_CL193,,,gen_spec
p_solar_Chile_CL194,,,gen_spec
p_solar_Chile_CL195,,,gen_spec
p_solar_Chile_CL196,,,gen_spec
p_solar_Chile_CL197,,,gen_spec
p_solar_Chile_CL198,,,gen_spec
p_solar_Chile_CL199,,,gen_spec
p_solar_Chile_CL200,,,gen_spec
p_solar_Chile_CL201,,,gen_spec
p_solar_Chile_CL202,,,gen_spec
p_solar_Chile_CL203,,,gen_spec
p_solar_Chile_CL204,,,gen_spec
p_solar_Chile_CL205,,,gen_spec
p_solar_Chile_CL206,,,gen_spec
p_solar_Chile_CL207,,,gen_spec
p_solar_Chile_CL208,,,gen_spec
p_solar_Chile_CL209,,,gen_spec
p_solar_Chile_CL210,,,gen_spec
p_solar_Chile_CL211,,,gen_spec
p_solar_Chile_CL212,,,gen_spec
p_solar_Chile_CL213,,,gen_spec
p_solar_Chile_CL219,,,gen_spec
p_solar_Chile_CL220,,,gen_spec
p_solar_Chile_CL221,,,gen_spec
p_solar_Chile_CL222,,,gen_spec
p_solar_Chile_CL223,,,gen_spec
p_solar_Chile_CL224,,,gen_spec
p_solar_Chile_CL225,,,gen_spec
p_solar_Chile_CL226,,,gen_spec
p_solar_Chile_CL227,,,gen_spec
p_solar_Chile_CL228,,,gen_spec
p_solar_Chile_CL229,,,gen_spec
p_solar_Chile_CL230,,,gen_spec
p_solar_Chile_CL231,,,gen_spec
p_solar_Chile_CL232,,,gen_spec
p_solar_Chile_CL233,,,gen_spec
p_solar_Chile_CL234,,,gen_spec
p_solar_Chile_CL235,,,gen_spec
p_solar_Chile_CL236,,,gen_spec
p_solar_Chile_CL237,,,gen_spec
p_solar_Chile_CL238,,,gen_spec
p_solar_Chile_CL239,,,gen_spec
p_solar_Chile_CL240,,,gen_spec
p_solar_Chile_CL241,,,gen_spec
p_solar_Chile_CL247,,,gen_spec
p_solar_Chile_CL248,,,gen_spec
p_solar_Chile_CL249,,,gen_spec
p_solar_Chile_CL250,,,gen_spec
p_solar_Chile_CL251,,,gen_spec
p_solar_Chile_CL252,,,gen_spec
p_solar_Chile_CL253,,,gen_spec
p_solar_Chile_CL254,,,gen_spec
p_solar_Chile_CL255,,,gen_spec
p_solar_Chile_CL256,,,gen_spec
p_solar_Chile_CL257,,,gen_spec
p_solar_Chile_CL258,,,gen_spec
p_solar_Chile_CL259,,,gen_spec
p_solar_Chile_CL260,,,gen_spec
p_solar_Chile_CL261,,,gen_spec
p_solar_Chile_CL262,,,gen_spec
p_solar_Chile_CL263,,,gen_spec
p_solar_Chile_CL264,,,gen_spec
p_solar_Chile_CL265,,,gen_spec
p_solar_Chile_CL266,,,gen_spec
p_solar_Chile_CL272,,,gen_spec
p_solar_Chile_CL273,,,gen_spec
p_solar_Chile_CL274,,,gen_spec
p_solar_Chile_CL275,,,gen_spec
p_solar_Chile_CL276,,,gen_spec
p_solar_Chile_CL277,,,gen_spec
p_solar_Chile_CL278,,,gen_spec
p_solar_Chile_CL279,,,gen_spec
p_solar_Chile_CL280,,,gen_spec
p_solar_Chile_CL281,,,gen_spec
p_solar_Chile_CL282,,,gen_spec
